"number","value","datetime_start","datetime_complete","duration","params_decoder_layer_width_0","params_decoder_layer_width_1","params_decoder_layer_width_2","params_decoder_layer_width_3","params_decoder_layer_width_4","params_encoder_layer_width_0","params_encoder_layer_width_1","params_encoder_layer_width_2","params_encoder_layer_width_3","params_encoder_layer_width_4","params_gatv2_dropout","params_gatv2_heads","params_lr","params_n_decoder_layers","params_n_encoder_layers","user_attrs_avg_mae","user_attrs_avg_mape","user_attrs_avg_ndcg10","user_attrs_avg_ndcg20","user_attrs_avg_ndcg50","user_attrs_avg_r2","user_attrs_fold10_mae","user_attrs_fold10_mape","user_attrs_fold10_ndcg10","user_attrs_fold10_ndcg20","user_attrs_fold10_ndcg50","user_attrs_fold10_r2","user_attrs_fold11_mae","user_attrs_fold11_mape","user_attrs_fold11_ndcg10","user_attrs_fold11_ndcg20","user_attrs_fold11_ndcg50","user_attrs_fold11_r2","user_attrs_fold12_mae","user_attrs_fold12_mape","user_attrs_fold12_ndcg10","user_attrs_fold12_ndcg20","user_attrs_fold12_ndcg50","user_attrs_fold12_r2","user_attrs_fold13_mae","user_attrs_fold13_mape","user_attrs_fold13_ndcg10","user_attrs_fold13_ndcg20","user_attrs_fold13_ndcg50","user_attrs_fold13_r2","user_attrs_fold14_mae","user_attrs_fold14_mape","user_attrs_fold14_ndcg10","user_attrs_fold14_ndcg20","user_attrs_fold14_ndcg50","user_attrs_fold14_r2","user_attrs_fold15_mae","user_attrs_fold15_mape","user_attrs_fold15_ndcg10","user_attrs_fold15_ndcg20","user_attrs_fold15_ndcg50","user_attrs_fold15_r2","user_attrs_fold1_mae","user_attrs_fold1_mape","user_attrs_fold1_ndcg10","user_attrs_fold1_ndcg20","user_attrs_fold1_ndcg50","user_attrs_fold1_r2","user_attrs_fold2_mae","user_attrs_fold2_mape","user_attrs_fold2_ndcg10","user_attrs_fold2_ndcg20","user_attrs_fold2_ndcg50","user_attrs_fold2_r2","user_attrs_fold3_mae","user_attrs_fold3_mape","user_attrs_fold3_ndcg10","user_attrs_fold3_ndcg20","user_attrs_fold3_ndcg50","user_attrs_fold3_r2","user_attrs_fold4_mae","user_attrs_fold4_mape","user_attrs_fold4_ndcg10","user_attrs_fold4_ndcg20","user_attrs_fold4_ndcg50","user_attrs_fold4_r2","user_attrs_fold5_mae","user_attrs_fold5_mape","user_attrs_fold5_ndcg10","user_attrs_fold5_ndcg20","user_attrs_fold5_ndcg50","user_attrs_fold5_r2","user_attrs_fold6_mae","user_attrs_fold6_mape","user_attrs_fold6_ndcg10","user_attrs_fold6_ndcg20","user_attrs_fold6_ndcg50","user_attrs_fold6_r2","user_attrs_fold7_mae","user_attrs_fold7_mape","user_attrs_fold7_ndcg10","user_attrs_fold7_ndcg20","user_attrs_fold7_ndcg50","user_attrs_fold7_r2","user_attrs_fold8_mae","user_attrs_fold8_mape","user_attrs_fold8_ndcg10","user_attrs_fold8_ndcg20","user_attrs_fold8_ndcg50","user_attrs_fold8_r2","user_attrs_fold9_mae","user_attrs_fold9_mape","user_attrs_fold9_ndcg10","user_attrs_fold9_ndcg20","user_attrs_fold9_ndcg50","user_attrs_fold9_r2","user_attrs_pca_components","system_attrs_completed_rung_0","system_attrs_completed_rung_1","state"
10,0.14510725835959118,"2025-05-16 15:36:49.410412","2025-05-16 15:36:53.340604","0 days 00:00:03.930192",176,160.0,240.0,240.0,"",16,"","","","",0.1,1,0.0006406851888198296,4,1,0.14510725835959118,443.46924006144206,0.541007939974467,0.5707914749781291,0.6202809303998947,-0.08281609217325846,0.1876256912946701,187.81919860839844,0.9992663860321045,0.9949991703033447,0.7948653101921082,-0.10574972629547119,0.18699291348457336,61.411563873291016,0.494437038898468,0.531469464302063,0.624106228351593,-0.4621390104293823,0.11324957758188248,173.06411743164062,0.7280833721160889,0.6020325422286987,0.6134395003318787,-0.02556633949279785,0.11839329451322556,76.98847961425781,0.6974535584449768,0.7124221920967102,0.6730824708938599,-0.18003129959106445,0.2281562238931656,170.9139404296875,0.21595796942710876,0.49400484561920166,0.6479923129081726,-0.2098921537399292,0.09273909777402878,118.87162780761719,0.7374967336654663,0.7101079821586609,0.7337904572486877,0.1801404356956482,0.14714612066745758,68.36386108398438,0.6881977915763855,0.6786437630653381,0.7313059568405151,0.035872578620910645,0.23210418224334717,2830.463134765625,0.23057794570922852,0.3788924515247345,0.608222484588623,-0.26026761531829834,0.15421390533447266,65.95108795166016,0.788499653339386,0.769778311252594,0.7625323534011841,-0.4748302698135376,0.1522168517112732,131.21524047851562,0.8122051358222961,0.7453052401542664,0.7903350591659546,0.18746715784072876,0.09909253567457199,317.6176452636719,0.2619667649269104,0.3823516070842743,0.46903476119041443,-0.1822870969772339,0.08148247003555298,881.3605346679688,0.0763779878616333,0.11069658398628235,0.0987238734960556,0.029422640800476074,0.1538422554731369,531.3493041992188,0.37925565242767334,0.3479193449020386,0.5175546407699585,0.012244224548339844,0.13128860294818878,563.7427978515625,0.17298534512519836,0.3324415981769562,0.38981425762176514,0.037451744079589844,0.09806515276432037,472.90606689453125,0.8323577642440796,0.7708070278167725,0.8494142889976501,0.17592334747314453,5.0,0.10692170262336731,0.11457102000713348,"COMPLETE"
11,0.14408378899097443,"2025-05-16 15:36:53.341068","2025-05-16 15:36:57.333326","0 days 00:00:03.992258",160,160.0,256.0,256.0,"",16,"","","","",0.1,1,0.0006301682382036829,4,1,0.14408378899097443,403.8955518086751,0.5600896790623665,0.5850460191567739,0.614532046020031,-0.062198833624521895,0.19560371339321136,249.59300231933594,0.4560551643371582,0.5310418009757996,0.476359486579895,-0.14100539684295654,0.1876741647720337,59.36027145385742,0.7624471187591553,0.7734932899475098,0.6527820229530334,-0.4466698169708252,0.10973090678453445,126.3223648071289,0.8439188003540039,0.7028442025184631,0.671818196773529,-0.026189208030700684,0.11136049032211304,88.12864685058594,0.5305516719818115,0.5275593996047974,0.4936341345310211,0.022288084030151367,0.22472766041755676,135.5937957763672,0.9401265978813171,0.934417188167572,0.9110295176506042,-0.20647907257080078,0.09193839877843857,111.79508972167969,0.8177868127822876,0.785356342792511,0.7847992777824402,0.16394078731536865,0.14243900775909424,66.09727478027344,0.5367836356163025,0.6374209523200989,0.7154961228370667,0.07263195514678955,0.2323019653558731,2122.162353515625,0.28935056924819946,0.3975885212421417,0.6121250987052917,-0.29194605350494385,0.17254464328289032,77.35526275634766,0.7814634442329407,0.811989426612854,0.7889424562454224,-0.6270664930343628,0.13142603635787964,83.18230438232422,0.7952409982681274,0.7427998185157776,0.705133318901062,0.14694535732269287,0.10018610954284668,194.5787811279297,0.24664604663848877,0.3552872836589813,0.5052008628845215,-0.2727435827255249,0.08878375589847565,1094.58544921875,0.1054825559258461,0.10900640487670898,0.11272627860307693,0.08523702621459961,0.13869328796863556,474.7668762207031,0.7185295224189758,0.5979946255683899,0.6806303858757019,0.21820223331451416,0.137004092335701,650.8632202148438,0.17648498713970184,0.26181837916374207,0.36996325850486755,0.07017934322357178,0.09684260189533234,524.048583984375,0.40047726035118103,0.607072651386261,0.7373402714729309,0.2996923327445984,5.0,0.11078137904405594,0.1145024225115776,"COMPLETE"
12,0.14518163402875264,"2025-05-16 15:36:57.333771","2025-05-16 15:37:01.337991","0 days 00:00:04.004220",160,160.0,256.0,256.0,"",16,"","","","",0.1,4,0.0010676148029181431,4,1,0.14518163402875264,457.80741551717125,0.57613552014033,0.5665880004564922,0.6079948340853055,-0.054708973566691084,0.18022702634334564,183.73831176757812,0.9992663860321045,0.8124838471412659,0.7552504539489746,0.023386240005493164,0.15041609108448029,59.41010665893555,0.9779908657073975,0.8475826382637024,0.8102991580963135,0.10725235939025879,0.11224021762609482,139.13232421875,0.8210175633430481,0.7028419375419617,0.6300702691078186,-0.0763481855392456,0.1125355139374733,119.4636459350586,0.6111930012702942,0.6954984664916992,0.685495913028717,0.14530885219573975,0.2217186838388443,186.12680053710938,0.7834227085113525,0.8359742760658264,0.704678475856781,-0.09895062446594238,0.09959705919027328,144.94544982910156,0.5533342957496643,0.5908742547035217,0.601856529712677,0.03860694169998169,0.15262332558631897,66.5270004272461,0.7047153115272522,0.6792882084846497,0.6808900833129883,-0.0668402910232544,0.26228067278862,3212.434326171875,0.22460032999515533,0.42289116978645325,0.6021906733512878,-0.4371393918991089,0.16920794546604156,73.20915985107422,0.7668712735176086,0.6749057173728943,0.6862193942070007,-0.625285267829895,0.14593477547168732,106.46060943603516,0.8622735142707825,0.7311843037605286,0.7672814130783081,0.1706697940826416,0.10739381611347198,144.2776641845703,0.22242802381515503,0.23047609627246857,0.3879622220993042,-0.41919541358947754,0.07476732134819031,695.6057739257812,0.056056275963783264,0.0915105789899826,0.11411427706480026,0.055465877056121826,0.15013179183006287,550.8977661132812,0.4332073926925659,0.41306501626968384,0.6063817739486694,0.12909561395645142,0.14048445224761963,674.9703369140625,0.1728699505329132,0.2521781027317047,0.35083580017089844,0.02003556489944458,0.09816581755876541,509.9119567871094,0.4527859091758728,0.5180653929710388,0.736396074295044,0.2133033275604248,5.0,0.10306256264448166,0.10730692744255066,"COMPLETE"
13,0.11698946356773376,"2025-05-16 15:37:01.338420","2025-05-16 15:37:01.876654","0 days 00:00:00.538234",176,160.0,208.0,176.0,"",16,"","","","",0.1,5,0.000548904774306363,4,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.146175816655159,68.79961395263672,0.5937848687171936,0.6329517364501953,0.6452264189720154,0.0578153133392334,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11698946356773376,"","PRUNED"
14,0.11229901015758514,"2025-05-16 15:37:01.876920","2025-05-16 15:37:03.950491","0 days 00:00:02.073571",96,192.0,224.0,256.0,"",64,176.0,"","","",0.1,2,0.002042522887177407,4,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16537800431251526,56.56348419189453,0.7382091283798218,0.7008876800537109,0.7373097538948059,-0.48370110988616943,0.23923052847385406,3902.951416015625,0.35361289978027344,0.4998399615287781,0.6788239479064941,-0.062018513679504395,0.189431294798851,87.22647094726562,0.33011627197265625,0.38632437586784363,0.5265288949012756,-0.9881813526153564,0.13234633207321167,63.42986297607422,0.22870248556137085,0.39260584115982056,0.5087906122207642,-0.07455611228942871,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1094428151845932,0.11229901015758514,"PRUNED"
15,0.11448326706886292,"2025-05-16 15:37:03.950772","2025-05-16 15:37:05.650252","0 days 00:00:01.699480",112,128.0,112.0,176.0,"",64,192.0,"","","",0.2,7,0.00044079493980723333,4,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1628173291683197,63.530338287353516,0.40801697969436646,0.40660902857780457,0.5094521641731262,-0.4208167791366577,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11448326706886292,"","PRUNED"
16,0.12806986272335052,"2025-05-16 15:37:05.650541","2025-05-16 15:37:06.650227","0 days 00:00:00.999686",192,144.0,208.0,32.0,"",96,160.0,"","","",0.0,3,0.00011309722545745624,4,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1794659048318863,61.389183044433594,0.3768101632595062,0.42559847235679626,0.5650666356086731,-0.6916532516479492,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12806986272335052,"","PRUNED"
17,0.11416611075401306,"2025-05-16 15:37:06.650517","2025-05-16 15:37:07.124290","0 days 00:00:00.473773",128,192.0,"","","",32,"","","","",0.30000000000000004,6,0.00107315203635109,2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.18924756348133087,73.28610229492188,0.7975636720657349,0.7061753273010254,0.7322999238967896,-0.6118142604827881,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11416611075401306,"","PRUNED"
18,0.11720454692840576,"2025-05-16 15:37:07.124552","2025-05-16 15:37:07.930169","0 days 00:00:00.805617",48,128.0,"","","",48,256.0,80.0,"","",0.1,1,0.00036400906831025794,2,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15471942722797394,48.52328872680664,0.3101609945297241,0.3621177673339844,0.5596593022346497,-0.48049914836883545,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11720454692840576,"","PRUNED"
19,0.11697825789451599,"2025-05-16 15:37:07.930442","2025-05-16 15:37:10.803215","0 days 00:00:02.872773",176,208.0,256.0,192.0,"",96,208.0,"","","",0.0,10,0.0029211664619859063,4,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14059369266033173,46.33273696899414,0.8608444929122925,0.7278233170509338,0.6841554641723633,-0.22891807556152344,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11697825789451599,"","PRUNED"
20,0.11664539575576782,"2025-05-16 15:37:10.803500","2025-05-16 15:37:11.201861","0 days 00:00:00.398361",16,"","","","",32,"","","","",0.2,3,0.012620989778243512,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16085228323936462,73.2655029296875,0.8012659549713135,0.7032133936882019,0.6796515583992004,-0.16564571857452393,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11664539575576782,"","PRUNED"
21,0.14520932088295618,"2025-05-16 15:37:11.202172","2025-05-16 15:37:14.936906","0 days 00:00:03.734734",160,160.0,256.0,256.0,"",16,"","","","",0.1,4,0.0008318176159360358,4,1,0.14520932088295618,459.82581990559896,0.5759960929552714,0.5777578679223855,0.6174542884031932,-0.062239992618560794,0.18105527758598328,201.12454223632812,0.9977991580963135,0.8522438406944275,0.7463548183441162,0.03681403398513794,0.17888657748699188,55.36774444580078,1.0,0.9568802118301392,0.8327948451042175,-0.2894686460494995,0.10897619277238846,107.7010726928711,0.8419048190116882,0.7314812541007996,0.6799679398536682,-0.03156125545501709,0.1076921597123146,122.08739471435547,0.6095105409622192,0.6464922428131104,0.6585748195648193,0.28768640756607056,0.20592357218265533,111.55936431884766,1.0,0.8844897150993347,0.7895807027816772,0.02193319797515869,0.09699470549821854,110.55726623535156,0.7377670407295227,0.6717971563339233,0.7145801782608032,0.0065847039222717285,0.17388615012168884,66.2000961303711,0.6455561518669128,0.6172527074813843,0.6712074875831604,-0.4629935026168823,0.24247968196868896,3301.86376953125,0.3152036964893341,0.43241891264915466,0.6207578778266907,-0.18925213813781738,0.1790069192647934,81.26134490966797,0.5768275260925293,0.525589644908905,0.55292147397995,-0.7589236497879028,0.1741800308227539,154.10354614257812,0.5227932929992676,0.6280546188354492,0.6489512324333191,-0.04952812194824219,0.09830063581466675,283.02105712890625,0.23512697219848633,0.2770739793777466,0.3867100477218628,-0.18156588077545166,0.07877128571271896,839.4122314453125,0.05148622393608093,0.05499453470110893,0.07874229550361633,0.04620373249053955,0.13588333129882812,415.5672912597656,0.35711416602134705,0.3627811372280121,0.5929562449455261,0.20090758800506592,0.1293506622314453,582.3463134765625,0.20214298367500305,0.3424043655395508,0.5008577108383179,0.0641748309135437,0.08675263077020645,465.2142639160156,0.5467088222503662,0.6824136972427368,0.7868566513061523,0.36538881063461304,5.0,0.1043982282280922,0.11094116419553757,"COMPLETE"
