"number","value","datetime_start","datetime_complete","duration","params_decoder_layer_width_0","params_decoder_layer_width_1","params_decoder_layer_width_2","params_decoder_layer_width_3","params_decoder_layer_width_4","params_encoder_layer_width_0","params_encoder_layer_width_1","params_encoder_layer_width_2","params_encoder_layer_width_3","params_lr","params_n_decoder_layers","params_n_encoder_layers","params_transformer_dropout","params_transformer_heads","user_attrs_avg_mae","user_attrs_avg_mape","user_attrs_avg_ndcg10","user_attrs_avg_ndcg20","user_attrs_avg_ndcg50","user_attrs_avg_r2","user_attrs_fold10_mae","user_attrs_fold10_mape","user_attrs_fold10_ndcg10","user_attrs_fold10_ndcg20","user_attrs_fold10_ndcg50","user_attrs_fold10_r2","user_attrs_fold11_mae","user_attrs_fold11_mape","user_attrs_fold11_ndcg10","user_attrs_fold11_ndcg20","user_attrs_fold11_ndcg50","user_attrs_fold11_r2","user_attrs_fold12_mae","user_attrs_fold12_mape","user_attrs_fold12_ndcg10","user_attrs_fold12_ndcg20","user_attrs_fold12_ndcg50","user_attrs_fold12_r2","user_attrs_fold13_mae","user_attrs_fold13_mape","user_attrs_fold13_ndcg10","user_attrs_fold13_ndcg20","user_attrs_fold13_ndcg50","user_attrs_fold13_r2","user_attrs_fold14_mae","user_attrs_fold14_mape","user_attrs_fold14_ndcg10","user_attrs_fold14_ndcg20","user_attrs_fold14_ndcg50","user_attrs_fold14_r2","user_attrs_fold15_mae","user_attrs_fold15_mape","user_attrs_fold15_ndcg10","user_attrs_fold15_ndcg20","user_attrs_fold15_ndcg50","user_attrs_fold15_r2","user_attrs_fold1_mae","user_attrs_fold1_mape","user_attrs_fold1_ndcg10","user_attrs_fold1_ndcg20","user_attrs_fold1_ndcg50","user_attrs_fold1_r2","user_attrs_fold2_mae","user_attrs_fold2_mape","user_attrs_fold2_ndcg10","user_attrs_fold2_ndcg20","user_attrs_fold2_ndcg50","user_attrs_fold2_r2","user_attrs_fold3_mae","user_attrs_fold3_mape","user_attrs_fold3_ndcg10","user_attrs_fold3_ndcg20","user_attrs_fold3_ndcg50","user_attrs_fold3_r2","user_attrs_fold4_mae","user_attrs_fold4_mape","user_attrs_fold4_ndcg10","user_attrs_fold4_ndcg20","user_attrs_fold4_ndcg50","user_attrs_fold4_r2","user_attrs_fold5_mae","user_attrs_fold5_mape","user_attrs_fold5_ndcg10","user_attrs_fold5_ndcg20","user_attrs_fold5_ndcg50","user_attrs_fold5_r2","user_attrs_fold6_mae","user_attrs_fold6_mape","user_attrs_fold6_ndcg10","user_attrs_fold6_ndcg20","user_attrs_fold6_ndcg50","user_attrs_fold6_r2","user_attrs_fold7_mae","user_attrs_fold7_mape","user_attrs_fold7_ndcg10","user_attrs_fold7_ndcg20","user_attrs_fold7_ndcg50","user_attrs_fold7_r2","user_attrs_fold8_mae","user_attrs_fold8_mape","user_attrs_fold8_ndcg10","user_attrs_fold8_ndcg20","user_attrs_fold8_ndcg50","user_attrs_fold8_r2","user_attrs_fold9_mae","user_attrs_fold9_mape","user_attrs_fold9_ndcg10","user_attrs_fold9_ndcg20","user_attrs_fold9_ndcg50","user_attrs_fold9_r2","user_attrs_pca_components","system_attrs_completed_rung_0","system_attrs_completed_rung_1","state"
10,0.08680075407028198,"2025-05-16 15:39:54.942896","2025-05-16 15:39:56.849086","0 days 00:00:01.906190",16,176.0,"","","",32,16.0,208.0,"",0.00011390768444022964,2,3,0.5,10,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10387390851974487,40.1149787902832,0.717790424823761,0.7754369378089905,0.819146454334259,0.38870787620544434,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08680075407028198,"","PRUNED"
11,0.08624612540006638,"2025-05-16 15:39:56.849361","2025-05-16 15:39:57.961207","0 days 00:00:01.111846",176,"","","","",32,80.0,16.0,176.0,0.0014892198442498757,1,4,0.2,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10001577436923981,39.968406677246094,0.7116585373878479,0.7517802715301514,0.8007426261901855,0.3742038607597351,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08624612540006638,"","PRUNED"
12,0.08998362720012665,"2025-05-16 15:39:57.961475","2025-05-16 15:39:59.099910","0 days 00:00:01.138435",160,"","","","",160,64.0,64.0,16.0,0.00012155711755744906,1,4,0.4,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09917521476745605,38.76395034790039,0.7034551501274109,0.7620803713798523,0.8114752769470215,0.42530643939971924,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08998362720012665,"","PRUNED"
13,0.08290015161037445,"2025-05-16 15:39:59.100184","2025-05-16 15:40:01.247347","0 days 00:00:02.147163",224,176.0,"","","",144,112.0,80.0,96.0,0.0015266458598116185,2,4,0.4,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09968786686658859,36.67807388305664,0.7340752482414246,0.7874607443809509,0.8002073764801025,0.30986255407333374,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08290015161037445,"","PRUNED"
14,0.08334742486476898,"2025-05-16 15:40:01.247752","2025-05-16 15:40:03.609842","0 days 00:00:02.362090",32,16.0,256.0,"","",64,160.0,16.0,"",0.0009058039213470337,3,3,0.1,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1408972293138504,63.8324089050293,0.7549169659614563,0.7710771560668945,0.787771463394165,0.13622134923934937,0.16787271201610565,2955.50341796875,0.6514589190483093,0.7399389147758484,0.8699419498443604,0.2822023630142212,0.0862707868218422,45.891536712646484,0.8741214871406555,0.8674373626708984,0.8803055286407471,0.53207728266716,0.09606791287660599,41.3925666809082,0.6860894560813904,0.7435963749885559,0.8130342364311218,0.4377192258834839,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08219783008098602,0.08334742486476898,"PRUNED"
15,0.08431130647659302,"2025-05-16 15:40:03.610179","2025-05-16 15:40:04.505277","0 days 00:00:00.895098",128,240.0,256.0,"","",16,64.0,"","",0.0048440868536686775,3,2,0.30000000000000004,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10265012085437775,44.007991790771484,0.7120990753173828,0.7570784687995911,0.7999958992004395,0.38951390981674194,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08431130647659302,"","PRUNED"
16,0.08276132494211197,"2025-05-16 15:40:04.505549","2025-05-16 15:40:12.133218","0 days 00:00:07.627669",208,"","","","",64,208.0,112.0,208.0,0.00024964008870226713,1,4,0.2,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1013374999165535,38.79652786254883,0.7419900894165039,0.7739979028701782,0.820052981376648,0.3740289807319641,0.16146627068519592,1734.443115234375,0.6935995817184448,0.663338840007782,0.8513107299804688,0.11156851053237915,0.08129598945379257,50.510746002197266,0.8999922871589661,0.8822373747825623,0.8805397748947144,0.5787496566772461,0.09872162342071533,39.49800109863281,0.6255800724029541,0.6965486407279968,0.7792799472808838,0.29977643489837646,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08221133053302765,0.08276132494211197,"PRUNED"
17,0.08387816697359085,"2025-05-16 15:40:12.133519","2025-05-16 15:40:13.059579","0 days 00:00:00.926060",112,208.0,"","","",128,128.0,48.0,"",0.0001901731308932311,2,3,0.1,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10131751745939255,37.86351013183594,0.7116585373878479,0.7588102221488953,0.8103587627410889,0.3452432155609131,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08387816697359085,"","PRUNED"
18,0.08502661436796188,"2025-05-16 15:40:13.059851","2025-05-16 15:40:14.151698","0 days 00:00:01.091847",48,"","","","",48,96.0,80.0,48.0,0.0006710529851884325,1,4,0.4,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10596685111522675,40.063541412353516,0.7116585373878479,0.7571361660957336,0.8091751933097839,0.3057630658149719,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08502661436796188,"","PRUNED"
19,0.10421054984132448,"2025-05-16 15:40:14.151995","2025-05-16 15:40:26.441682","0 days 00:00:12.289687",160,144.0,160.0,"","",112,32.0,160.0,"",0.0012603844583628015,3,3,0.5,7,0.10421054984132448,275.4547508239746,0.8170863270759583,0.7969178656737009,0.7830568412939708,0.3335458954175313,0.1544889211654663,128.36163330078125,1.0,1.0,0.8325288891792297,0.16611534357070923,0.10531105101108551,56.589054107666016,1.0,1.0,0.9159276485443115,0.6077384948730469,0.09394621849060059,111.77948760986328,1.0,0.8295333385467529,0.7553114891052246,0.3231250047683716,0.08410949259996414,59.87677764892578,0.9384362101554871,0.8565197587013245,0.8184759020805359,0.4990745782852173,0.14579766988754272,96.61177825927734,1.0,1.0,0.9628441333770752,0.4497714042663574,0.07511089742183685,69.34807586669922,0.8924195170402527,0.8404724597930908,0.8193514347076416,0.4161492586135864,0.09427770972251892,41.99849319458008,0.8806446194648743,0.8809929490089417,0.8510412573814392,0.4996517300605774,0.17293059825897217,1720.3101806640625,0.6756114363670349,0.6648784875869751,0.8424033522605896,0.027381062507629395,0.08167269080877304,48.9579963684082,0.9135358333587646,0.8858290314674377,0.8895400762557983,0.5795057415962219,0.09903296083211899,44.72034454345703,0.7319419384002686,0.7404668927192688,0.7975135445594788,0.3942263722419739,0.09892163425683975,483.9185791015625,0.32613417506217957,0.3535037934780121,0.4332139492034912,-0.11902451515197754,0.05689067021012306,462.15447998046875,1.0,0.9968449473381042,0.8128654956817627,0.3950539231300354,0.1164177656173706,271.259765625,0.5204445719718933,0.5768901109695435,0.6347006559371948,0.1446669101715088,0.11170168220996857,221.1595001220703,0.46507176756858826,0.45952045917510986,0.48639824986457825,0.019331037998199463,0.0725482851266861,314.7751159667969,0.9120548367500305,0.8683157563209534,0.8937365412712097,0.6004220843315125,5.0,0.0820109099149704,0.08189558237791061,"COMPLETE"
20,0.11100911349058151,"2025-05-16 15:40:26.442158","2025-05-16 15:40:27.353794","0 days 00:00:00.911636",256,144.0,"","","",144,144.0,"","",0.0062633422397702235,2,2,0.30000000000000004,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.17383988201618195,64.74090576171875,0.6658106446266174,0.7277255654335022,0.7455587983131409,-0.46723473072052,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11100911349058151,"","PRUNED"
21,0.08434206247329712,"2025-05-16 15:40:27.354067","2025-05-16 15:40:29.344537","0 days 00:00:01.990470",144,144.0,176.0,"","",112,64.0,160.0,"",0.0012931116107185296,3,3,0.5,7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10189858824014664,38.87302017211914,0.7928944826126099,0.7891488671302795,0.8123030662536621,0.3642585873603821,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08434206247329712,"","PRUNED"
