"number","value","datetime_start","datetime_complete","duration","params_decoder_layer_width_0","params_decoder_layer_width_1","params_decoder_layer_width_2","params_decoder_layer_width_3","params_decoder_layer_width_4","params_encoder_layer_width_0","params_encoder_layer_width_1","params_encoder_layer_width_2","params_encoder_layer_width_3","params_lr","params_n_decoder_layers","params_n_encoder_layers","params_transformer_dropout","params_transformer_heads","user_attrs_avg_mae","user_attrs_avg_mape","user_attrs_avg_ndcg10","user_attrs_avg_ndcg20","user_attrs_avg_ndcg50","user_attrs_avg_r2","user_attrs_fold10_mae","user_attrs_fold10_mape","user_attrs_fold10_ndcg10","user_attrs_fold10_ndcg20","user_attrs_fold10_ndcg50","user_attrs_fold10_r2","user_attrs_fold11_mae","user_attrs_fold11_mape","user_attrs_fold11_ndcg10","user_attrs_fold11_ndcg20","user_attrs_fold11_ndcg50","user_attrs_fold11_r2","user_attrs_fold12_mae","user_attrs_fold12_mape","user_attrs_fold12_ndcg10","user_attrs_fold12_ndcg20","user_attrs_fold12_ndcg50","user_attrs_fold12_r2","user_attrs_fold13_mae","user_attrs_fold13_mape","user_attrs_fold13_ndcg10","user_attrs_fold13_ndcg20","user_attrs_fold13_ndcg50","user_attrs_fold13_r2","user_attrs_fold14_mae","user_attrs_fold14_mape","user_attrs_fold14_ndcg10","user_attrs_fold14_ndcg20","user_attrs_fold14_ndcg50","user_attrs_fold14_r2","user_attrs_fold15_mae","user_attrs_fold15_mape","user_attrs_fold15_ndcg10","user_attrs_fold15_ndcg20","user_attrs_fold15_ndcg50","user_attrs_fold15_r2","user_attrs_fold1_mae","user_attrs_fold1_mape","user_attrs_fold1_ndcg10","user_attrs_fold1_ndcg20","user_attrs_fold1_ndcg50","user_attrs_fold1_r2","user_attrs_fold2_mae","user_attrs_fold2_mape","user_attrs_fold2_ndcg10","user_attrs_fold2_ndcg20","user_attrs_fold2_ndcg50","user_attrs_fold2_r2","user_attrs_fold3_mae","user_attrs_fold3_mape","user_attrs_fold3_ndcg10","user_attrs_fold3_ndcg20","user_attrs_fold3_ndcg50","user_attrs_fold3_r2","user_attrs_fold4_mae","user_attrs_fold4_mape","user_attrs_fold4_ndcg10","user_attrs_fold4_ndcg20","user_attrs_fold4_ndcg50","user_attrs_fold4_r2","user_attrs_fold5_mae","user_attrs_fold5_mape","user_attrs_fold5_ndcg10","user_attrs_fold5_ndcg20","user_attrs_fold5_ndcg50","user_attrs_fold5_r2","user_attrs_fold6_mae","user_attrs_fold6_mape","user_attrs_fold6_ndcg10","user_attrs_fold6_ndcg20","user_attrs_fold6_ndcg50","user_attrs_fold6_r2","user_attrs_fold7_mae","user_attrs_fold7_mape","user_attrs_fold7_ndcg10","user_attrs_fold7_ndcg20","user_attrs_fold7_ndcg50","user_attrs_fold7_r2","user_attrs_fold8_mae","user_attrs_fold8_mape","user_attrs_fold8_ndcg10","user_attrs_fold8_ndcg20","user_attrs_fold8_ndcg50","user_attrs_fold8_r2","user_attrs_fold9_mae","user_attrs_fold9_mape","user_attrs_fold9_ndcg10","user_attrs_fold9_ndcg20","user_attrs_fold9_ndcg50","user_attrs_fold9_r2","user_attrs_pca_components","system_attrs_completed_rung_0","system_attrs_completed_rung_1","state"
0,0.11564291218916575,"2025-05-16 15:39:06.115837","2025-05-16 15:39:16.286213","0 days 00:00:10.170376",128,112.0,160.0,224.0,"",192,128.0,"","",0.0031881397839147356,4,2,0.0,5,0.11564291218916575,439.0697858174642,0.8211840391159058,0.8058235307534536,0.8001336852709452,0.3244343479474386,0.1512695848941803,210.79441833496094,0.9992663860321045,0.9995265007019043,0.8434860110282898,0.32901960611343384,0.11358143389225006,46.152408599853516,1.0,1.0,0.9048205018043518,0.5152440071105957,0.10148576647043228,177.22088623046875,1.0,0.8706486821174622,0.7920958399772644,0.3902122378349304,0.0906403511762619,90.53834533691406,0.9452588558197021,0.8727408647537231,0.8443244099617004,0.5356444120407104,0.14530989527702332,134.68630981445312,1.0,1.0,0.9700127840042114,0.5370341539382935,0.08709230273962021,118.93012237548828,0.8842548727989197,0.8402207493782043,0.8289000391960144,0.3662225008010864,0.11724080890417099,45.98311233520508,0.7145124077796936,0.7631891369819641,0.7882159948348999,0.2724995017051697,0.17436446249485016,2820.1650390625,0.6886612176895142,0.6374539136886597,0.849168598651886,0.11737895011901855,0.10654458403587341,51.03523635864258,0.8736978769302368,0.8509647846221924,0.8547349572181702,0.35176873207092285,0.1499440222978592,69.23329162597656,0.7517406940460205,0.7186239361763,0.789483904838562,-0.021906733512878418,0.09819766879081726,480.3044738769531,0.22942548990249634,0.34035810828208923,0.4910948872566223,-0.08025145530700684,0.058162249624729156,528.1751708984375,1.0,0.9961963295936584,0.8389299511909485,0.45527803897857666,0.13803379237651825,325.7887878417969,0.6267188191413879,0.6867411732673645,0.7195741534233093,0.1585792899131775,0.1180964931845665,463.53570556640625,0.6786377429962158,0.6342372894287109,0.6260731816291809,0.273220956325531,0.08468026667833328,1023.5034790039062,0.9255862236022949,0.8764514923095703,0.8610900640487671,0.6665710210800171,5.0,"","","COMPLETE"
1,0.11911375721295675,"2025-05-16 15:39:16.286682","2025-05-16 15:39:19.168085","0 days 00:00:02.881403",64,112.0,"","","",128,"","","",0.03594166466300191,2,1,0.1,1,0.11911375721295675,439.15381418863933,0.7646275629599889,0.7527080019315083,0.7566391328970591,0.2371613621711731,0.1492287516593933,177.8314208984375,1.0,1.0,0.8313586711883545,0.3044569492340088,0.11104775965213776,57.12174606323242,1.0,1.0,0.9070736765861511,0.5600177049636841,0.09528008103370667,120.4281234741211,1.0,0.8577882051467896,0.7808755040168762,0.38756442070007324,0.0857095867395401,70.87250518798828,0.9386910200119019,0.8468982577323914,0.8257837891578674,0.5188300013542175,0.14219701290130615,142.36126708984375,1.0,1.0,0.9628448486328125,0.5433030128479004,0.07507935911417007,77.61795806884766,0.8962821960449219,0.8400846719741821,0.8184283971786499,0.4395056366920471,0.11526058614253998,45.33674240112305,0.7152077555656433,0.776697039604187,0.7720631957054138,0.22018229961395264,0.18178924918174744,3280.92236328125,0.6322655081748962,0.6608213782310486,0.8504342436790466,0.15233010053634644,0.16581659018993378,93.48039245605469,0.6785752773284912,0.7122433185577393,0.7019138932228088,-0.2306886911392212,0.14452950656414032,68.0374526977539,0.5723754167556763,0.6496331095695496,0.7609132528305054,0.07027453184127808,0.09975879639387131,505.61126708984375,0.14307783544063568,0.23064804077148438,0.3573125898838043,-0.14650487899780273,0.0656747817993164,703.4163208007812,1.0,0.9958203434944153,0.7860406637191772,0.34568125009536743,0.12201324105262756,197.853271484375,0.49243593215942383,0.4055466651916504,0.6168541312217712,-0.019002437591552734,0.120352603495121,400.132080078125,0.5672076344490051,0.6044968366622925,0.5802125930786133,0.21662026643753052,0.11296845227479935,646.2843017578125,0.8332948684692383,0.7099421620368958,0.7974775433540344,0.19485026597976685,5.0,0.08584669977426529,0.08617207407951355,"COMPLETE"
2,0.13014261424541473,"2025-05-16 15:39:19.168513","2025-05-16 15:39:19.816217","0 days 00:00:00.647704",176,224.0,"","","",80,"","","",0.07246170589301952,2,1,0.30000000000000004,7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.17249788343906403,55.542236328125,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.6855190992355347,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13014261424541473,"","PRUNED"
3,0.10288395608464877,"2025-05-16 15:39:19.816477","2025-05-16 15:39:29.932280","0 days 00:00:10.115803",96,240.0,"","","",128,128.0,32.0,"",0.00016452507481276137,2,3,0.4,6,0.10288395608464877,321.5036460876465,0.8119918743769328,0.8074555695056915,0.7963448723157247,0.3608304838339488,0.14746451377868652,152.6243896484375,0.9993637800216675,0.9995894432067871,0.8260571360588074,0.24689245223999023,0.10287027060985565,49.36235809326172,1.0,1.0,0.9090543389320374,0.5824695229530334,0.09195531904697418,109.56324005126953,1.0,0.830112874507904,0.7606515884399414,0.35795557498931885,0.08251973986625671,63.72611618041992,0.9191439151763916,0.867405354976654,0.8305157423019409,0.5321370959281921,0.13989539444446564,74.22892761230469,1.0,1.0,0.9628441333770752,0.46055155992507935,0.07516847550868988,81.14437103271484,0.8880692720413208,0.8398364782333374,0.81828773021698,0.44319283962249756,0.10164709389209747,38.28765869140625,0.7189474701881409,0.7593469023704529,0.8086052536964417,0.33552390336990356,0.166142538189888,1918.5123291015625,0.6795506477355957,0.656783401966095,0.8481869101524353,0.08508867025375366,0.08687672764062881,49.764434814453125,0.8997347950935364,0.8970231413841248,0.8794028162956238,0.5400770008563995,0.09901714324951172,45.883941650390625,0.626444935798645,0.7003218531608582,0.7813048958778381,0.3957560658454895,0.09234891086816788,579.52197265625,0.38585883378982544,0.41775456070899963,0.5667197704315186,0.06598985195159912,0.057195041328668594,479.4905700683594,1.0,1.0,0.8006304502487183,0.4060784578323364,0.1153634712100029,252.5330352783203,0.6620782613754272,0.6767491698265076,0.6611688733100891,0.17670607566833496,0.1133362278342247,352.9454650878906,0.48863136768341064,0.5780834555625916,0.6213229894638062,0.14585334062576294,0.07145847380161285,574.9658813476562,0.9120548367500305,0.8888269066810608,0.8704204559326172,0.6381848454475403,5.0,0.08270306885242462,0.0847095474600792,"COMPLETE"
4,0.09212356805801392,"2025-05-16 15:39:29.932704","2025-05-16 15:39:30.733860","0 days 00:00:00.801156",80,96.0,48.0,192.0,"",176,160.0,128.0,"",0.013046351983564056,4,3,0.4,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10382983833551407,34.688941955566406,0.7006012797355652,0.7422194480895996,0.7973886132240295,0.21204757690429688,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09212356805801392,"","PRUNED"
5,0.0842333734035492,"2025-05-16 15:39:30.734137","2025-05-16 15:39:32.108152","0 days 00:00:01.374015",80,48.0,128.0,96.0,208.0,80,112.0,"","",0.00026628993602889427,5,2,0.30000000000000004,8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15258724987506866,55.94251251220703,0.6865542531013489,0.7651528120040894,0.7765710353851318,-0.17715930938720703,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0842333734035492,"","PRUNED"
6,0.10481830214460691,"2025-05-16 15:39:32.108431","2025-05-16 15:39:41.942182","0 days 00:00:09.833751",256,192.0,64.0,144.0,"",96,160.0,48.0,"",0.0003874522787864902,4,3,0.5,5,0.10481830214460691,298.89266713460285,0.8048911333084107,0.7897140880425771,0.7810420493284861,0.3053548991680145,0.14873731136322021,123.05713653564453,1.0,1.0,0.8261126279830933,0.1946229338645935,0.10872603207826614,48.923622131347656,1.0,1.0,0.9090673923492432,0.5538682341575623,0.09493282437324524,84.1900405883789,1.0,0.8295333385467529,0.7532520294189453,0.2657914161682129,0.0832555741071701,65.19279479980469,0.9191439151763916,0.8535195589065552,0.8116763830184937,0.5274580121040344,0.14647361636161804,86.19061279296875,1.0,1.0,0.9628441333770752,0.4422506093978882,0.07456352561712265,77.20750427246094,0.8921757340431213,0.8400254249572754,0.8129590153694153,0.4388245940208435,0.10329364985227585,39.481170654296875,0.7452681064605713,0.7854452729225159,0.8070260882377625,0.3209840655326843,0.17394424974918365,2134.283935546875,0.6338675618171692,0.652225136756897,0.8466485738754272,0.07311564683914185,0.09122566133737564,46.93519592285156,0.8767703175544739,0.8716462850570679,0.8615939021110535,0.46251875162124634,0.10096165537834167,40.17771911621094,0.6259068846702576,0.6768011450767517,0.7757267951965332,0.27235299348831177,0.0914304181933403,440.462890625,0.4186766445636749,0.4267551600933075,0.5805215835571289,0.010797858238220215,0.054997097700834274,421.5001525878906,1.0,1.0,0.8122361302375793,0.3956405520439148,0.11744680255651474,189.43931579589844,0.6083757281303406,0.5707734823226929,0.5738417506217957,-0.022173047065734863,0.11098789423704147,216.3252410888672,0.44058945775032043,0.47648608684539795,0.47843149304389954,0.01143038272857666,0.07129821926355362,470.0226745605469,0.9125926494598389,0.8625004291534424,0.9036928415298462,0.632840484380722,5.0,0.08261338621377945,0.0843091830611229,"COMPLETE"
7,0.10357781325777372,"2025-05-16 15:39:41.942639","2025-05-16 15:39:51.056598","0 days 00:00:09.113959",256,"","","","",64,112.0,64.0,112.0,0.0004304944215464299,1,4,0.2,4,0.10357781325777372,348.56959126790366,0.8083585778872172,0.8030593891938528,0.7997838735580445,0.3871947010358175,0.1512516736984253,173.46913146972656,1.0,1.0,0.8264473676681519,0.2822480797767639,0.10436189919710159,51.793827056884766,1.0,1.0,0.9090659022331238,0.5911542773246765,0.09446556121110916,100.705322265625,1.0,0.8674891591072083,0.779394805431366,0.3274909257888794,0.08322083950042725,67.10714721679688,0.9191439151763916,0.853254497051239,0.8369657397270203,0.5361555516719818,0.14079627394676208,119.76244354248047,1.0,1.0,0.9628441333770752,0.5279943943023682,0.07445765286684036,93.13226318359375,0.8964791297912598,0.8411696553230286,0.820326030254364,0.4944310784339905,0.10383905470371246,41.41147994995117,0.7102981805801392,0.7934302091598511,0.8099549412727356,0.3966786861419678,0.16900834441184998,2262.918212890625,0.6795506477355957,0.6326348185539246,0.8423483967781067,0.11676061153411865,0.09012474864721298,51.287227630615234,0.8725929260253906,0.8812170028686523,0.8931573033332825,0.5424769520759583,0.09687335789203644,42.223567962646484,0.6465378999710083,0.7438790202140808,0.7900168895721436,0.3874913454055786,0.093393974006176,592.9119873046875,0.33755579590797424,0.3743017017841339,0.5380208492279053,0.06639015674591064,0.05035636946558952,315.9700012207031,1.0,1.0,0.8121640086174011,0.4392361044883728,0.1132303848862648,313.02789306640625,0.6609407067298889,0.6493576765060425,0.6806216835975647,0.24483919143676758,0.11562816798686981,406.47271728515625,0.4896868169307709,0.5376631021499634,0.6097724437713623,0.20500785112380981,0.07265889644622803,596.3506469726562,0.9125926494598389,0.8714939951896667,0.8856576085090637,0.6495653092861176,5.0,0.08239554613828659,0.0820942223072052,"COMPLETE"
8,0.1304107904434204,"2025-05-16 15:39:51.057063","2025-05-16 15:39:51.666243","0 days 00:00:00.609180",224,256.0,16.0,32.0,"",208,"","","",0.06930447810043791,4,1,0.0,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1841665804386139,61.60885238647461,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.7960618734359741,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1304107904434204,"","PRUNED"
9,0.0831095427274704,"2025-05-16 15:39:51.666521","2025-05-16 15:39:54.942615","0 days 00:00:03.276094",96,"","","","",112,208.0,112.0,112.0,0.0005742450773350004,1,4,0.2,7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0998932346701622,39.16611862182617,0.7116585373878479,0.7571361660957336,0.7948237061500549,0.34326171875,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0831095427274704,"","PRUNED"
