"number","value","datetime_start","datetime_complete","duration","params_decoder_layer_width_0","params_decoder_layer_width_1","params_decoder_layer_width_2","params_decoder_layer_width_3","params_decoder_layer_width_4","params_encoder_layer_width_0","params_encoder_layer_width_1","params_encoder_layer_width_2","params_encoder_layer_width_3","params_encoder_layer_width_4","params_graphsage_aggregator","params_lr","params_n_decoder_layers","params_n_encoder_layers","user_attrs_avg_mae","user_attrs_avg_mape","user_attrs_avg_ndcg10","user_attrs_avg_ndcg20","user_attrs_avg_ndcg50","user_attrs_avg_r2","user_attrs_fold10_mae","user_attrs_fold10_mape","user_attrs_fold10_ndcg10","user_attrs_fold10_ndcg20","user_attrs_fold10_ndcg50","user_attrs_fold10_r2","user_attrs_fold11_mae","user_attrs_fold11_mape","user_attrs_fold11_ndcg10","user_attrs_fold11_ndcg20","user_attrs_fold11_ndcg50","user_attrs_fold11_r2","user_attrs_fold12_mae","user_attrs_fold12_mape","user_attrs_fold12_ndcg10","user_attrs_fold12_ndcg20","user_attrs_fold12_ndcg50","user_attrs_fold12_r2","user_attrs_fold13_mae","user_attrs_fold13_mape","user_attrs_fold13_ndcg10","user_attrs_fold13_ndcg20","user_attrs_fold13_ndcg50","user_attrs_fold13_r2","user_attrs_fold14_mae","user_attrs_fold14_mape","user_attrs_fold14_ndcg10","user_attrs_fold14_ndcg20","user_attrs_fold14_ndcg50","user_attrs_fold14_r2","user_attrs_fold15_mae","user_attrs_fold15_mape","user_attrs_fold15_ndcg10","user_attrs_fold15_ndcg20","user_attrs_fold15_ndcg50","user_attrs_fold15_r2","user_attrs_fold1_mae","user_attrs_fold1_mape","user_attrs_fold1_ndcg10","user_attrs_fold1_ndcg20","user_attrs_fold1_ndcg50","user_attrs_fold1_r2","user_attrs_fold2_mae","user_attrs_fold2_mape","user_attrs_fold2_ndcg10","user_attrs_fold2_ndcg20","user_attrs_fold2_ndcg50","user_attrs_fold2_r2","user_attrs_fold3_mae","user_attrs_fold3_mape","user_attrs_fold3_ndcg10","user_attrs_fold3_ndcg20","user_attrs_fold3_ndcg50","user_attrs_fold3_r2","user_attrs_fold4_mae","user_attrs_fold4_mape","user_attrs_fold4_ndcg10","user_attrs_fold4_ndcg20","user_attrs_fold4_ndcg50","user_attrs_fold4_r2","user_attrs_fold5_mae","user_attrs_fold5_mape","user_attrs_fold5_ndcg10","user_attrs_fold5_ndcg20","user_attrs_fold5_ndcg50","user_attrs_fold5_r2","user_attrs_fold6_mae","user_attrs_fold6_mape","user_attrs_fold6_ndcg10","user_attrs_fold6_ndcg20","user_attrs_fold6_ndcg50","user_attrs_fold6_r2","user_attrs_fold7_mae","user_attrs_fold7_mape","user_attrs_fold7_ndcg10","user_attrs_fold7_ndcg20","user_attrs_fold7_ndcg50","user_attrs_fold7_r2","user_attrs_fold8_mae","user_attrs_fold8_mape","user_attrs_fold8_ndcg10","user_attrs_fold8_ndcg20","user_attrs_fold8_ndcg50","user_attrs_fold8_r2","user_attrs_fold9_mae","user_attrs_fold9_mape","user_attrs_fold9_ndcg10","user_attrs_fold9_ndcg20","user_attrs_fold9_ndcg50","user_attrs_fold9_r2","user_attrs_pca_components","system_attrs_completed_rung_0","system_attrs_completed_rung_1","state"
0,0.14263197978337605,"2025-05-16 15:32:54.559634","2025-05-16 15:32:57.420997","0 days 00:00:02.861363",208,"","","","",128,224.0,"","","","max",0.0002456337754928052,1,2,0.14263197978337605,426.47514623006185,0.5923442115386327,0.5473847111066182,0.5580834339062373,-0.039515372117360434,0.19889496266841888,273.5487976074219,0.2234247624874115,0.17871078848838806,0.15732848644256592,-0.14138543605804443,0.18380433320999146,62.440223693847656,0.6585444211959839,0.5286354422569275,0.5727130770683289,-0.4111928939819336,0.11793734133243561,197.13958740234375,0.2582673132419586,0.2153337448835373,0.20110924541950226,-0.014182806015014648,0.1152331531047821,96.14472198486328,0.6554761528968811,0.588254988193512,0.5374785661697388,-0.05783534049987793,0.23456060886383057,165.67434692382812,0.817978024482727,0.7798646092414856,0.6374602913856506,-0.3062177896499634,0.11803486198186874,215.5599822998047,0.1883305162191391,0.19219915568828583,0.25868305563926697,-0.036243557929992676,0.14396224915981293,50.08919143676758,0.836707353591919,0.7453917264938354,0.6904155611991882,-0.20881712436676025,0.20202870666980743,1407.6387939453125,0.6815935969352722,0.6882070302963257,0.8470340371131897,-0.14758312702178955,0.1473972499370575,69.8128662109375,0.87834233045578,0.8248460292816162,0.7953439950942993,-0.1674879789352417,0.12905892729759216,62.32263946533203,0.8068399429321289,0.7508206963539124,0.787980318069458,0.1365448236465454,0.1021578460931778,495.47882080078125,0.2919309437274933,0.26791131496429443,0.3779125511646271,-0.1440211534500122,0.08367230743169785,993.5399780273438,0.46632683277130127,0.38695305585861206,0.35870465636253357,0.12274688482284546,0.12820830941200256,461.62548828125,0.8824065923690796,0.7360196709632874,0.7371171712875366,0.23506861925125122,0.12523145973682404,540.8163452148438,0.3001456558704376,0.45337367057800293,0.5173407793045044,0.11726832389831543,0.10929737985134125,1305.29541015625,0.9388487339019775,0.874248743057251,0.894629716873169,0.43060797452926636,5.0,"","","COMPLETE"
1,1.9095955193042755,"2025-05-16 15:32:57.421408","2025-05-16 15:33:01.579855","0 days 00:00:04.158447",192,48.0,176.0,144.0,"",256,144.0,112.0,112.0,"","max",0.09154080294822678,4,4,1.9095955193042755,31275.6641998291,0.29672369696199896,0.34446292333304884,0.41769843455404043,-531.3114251454671,0.20326054096221924,109.81427764892578,0.37938931584358215,0.4339168965816498,0.3819175958633423,-0.4269566535949707,2.6698052883148193,2177.5009765625,0.38391774892807007,0.4002876281738281,0.3655586540699005,-120.04426574707031,0.12253551930189133,85.83060455322266,0.18742690980434418,0.28259921073913574,0.2967640161514282,-0.368019700050354,0.15597973763942719,69.1959457397461,0.42674726247787476,0.3965179920196533,0.4997186064720154,-0.7168431282043457,0.2378702610731125,166.1014404296875,0.4681253135204315,0.6776140928268433,0.5763584971427917,-0.34477436542510986,0.1354583203792572,74.21026611328125,0.3347392678260803,0.3480515778064728,0.4575369358062744,-0.7097684144973755,0.17815275490283966,58.177154541015625,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.740734338760376,0.4403052031993866,3793.352783203125,0.5616838932037354,0.40270331501960754,0.723856508731842,-2.5252649784088135,0.19302256405353546,89.69816589355469,0.15729229152202606,0.44170698523521423,0.5248095989227295,-1.0310206413269043,0.15876726806163788,53.867393493652344,0.14052796363830566,0.1728532761335373,0.4216603934764862,-0.49262499809265137,0.10425587743520737,656.0128173828125,0.10077051818370819,0.16893522441387177,0.19974727928638458,-0.10176563262939453,0.09739002585411072,1338.867431640625,0.01697789691388607,0.00923118181526661,0.01368717197328806,-0.004654645919799805,0.29108256101608276,1691.211669921875,0.1929292529821396,0.17804193496704102,0.2638821005821228,-0.9179798364639282,2.7281084060668945,14642.8408203125,0.17855799198150635,0.1929423213005066,0.3449734151363373,-147.1524658203125,20.92793846130371,444128.28125,0.6138339042663574,0.7223054766654968,0.8099972605705261,-7694.09423828125,5.0,0.5842074751853943,0.13134765625,"COMPLETE"
2,0.1283744956056277,"2025-05-16 15:33:01.580286","2025-05-16 15:33:04.402068","0 days 00:00:02.821782",144,208.0,240.0,144.0,"",160,"","","","","add",0.0007631194431841256,4,1,0.1283744956056277,747.6459904988607,0.7057727868358294,0.6900545467933019,0.6925882091124852,0.18648391962051392,0.16120168566703796,256.2745056152344,0.9993374347686768,0.9995265007019043,0.7942487597465515,0.3380240797996521,0.11209452897310257,59.526485443115234,1.0,1.0,0.9088811278343201,0.5793271660804749,0.09958589822053909,102.5166244506836,1.0,0.8623937964439392,0.7559191584587097,0.3200996518135071,0.08682073652744293,73.23535919189453,0.9564111232757568,0.8532443642616272,0.8447657227516174,0.5303748548030853,0.15833468735218048,125.26371765136719,1.0,1.0,0.9545109272003174,0.49231988191604614,0.07931318134069443,122.23540496826172,0.9352508187294006,0.853642463684082,0.8298546671867371,0.5212030708789825,0.13348622620105743,61.9647102355957,0.6112362742424011,0.7284839749336243,0.7129890322685242,0.15349411964416504,0.21667596697807312,5414.7197265625,0.38739368319511414,0.4247019588947296,0.678695797920227,-0.16384685039520264,0.12538114190101624,74.94941711425781,0.43390801548957825,0.4320288598537445,0.5507959127426147,-0.09575104713439941,0.12438403815031052,76.77703857421875,0.6904750466346741,0.6562972664833069,0.7489152550697327,0.30334657430648804,0.13039322197437286,1414.4471435546875,0.41747814416885376,0.3788723051548004,0.4320319592952728,-0.5161465406417847,0.08629229664802551,1027.7059326171875,0.8823518753051758,0.7630234956741333,0.7064473628997803,0.2340031862258911,0.1609751433134079,325.47259521484375,0.10182579606771469,0.14010660350322723,0.19109858572483063,-0.4251973628997803,0.13561849296092987,534.593505859375,0.31781846284866333,0.49555715918540955,0.5097600817680359,0.08371901512145996,0.11506018787622452,1545.0076904296875,0.8531051278114319,0.762939453125,0.7699087858200073,0.44228899478912354,5.0,0.08668455481529236,0.09147967398166656,"COMPLETE"
3,0.11190479248762131,"2025-05-16 15:33:04.402474","2025-05-16 15:33:04.867273","0 days 00:00:00.464799",64,240.0,256.0,32.0,"",192,160.0,208.0,"","","add",0.0003725676624064644,4,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.135757178068161,44.424827575683594,0.7843493223190308,0.7592571973800659,0.8009287714958191,-0.10255002975463867,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11190479248762131,"","PRUNED"
4,0.13009242713451385,"2025-05-16 15:33:04.867568","2025-05-16 15:33:05.418106","0 days 00:00:00.550538",208,128.0,48.0,"","",64,80.0,176.0,112.0,112.0,"mean",0.05012261389327922,3,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.182017982006073,60.212581634521484,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.7775957584381104,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13009242713451385,"","PRUNED"
5,0.11029744893312454,"2025-05-16 15:33:05.418390","2025-05-16 15:33:05.875354","0 days 00:00:00.456964",208,"","","","",112,192.0,128.0,128.0,"","mean",0.007729607455407804,1,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14452452957630157,53.44157409667969,0.796072244644165,0.7427124381065369,0.7556222081184387,-0.11189615726470947,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11029744893312454,"","PRUNED"
6,0.13069015741348267,"2025-05-16 15:33:05.875648","2025-05-16 15:33:06.243225","0 days 00:00:00.367577",96,64.0,160.0,"","",224,16.0,48.0,"","","add",0.04171677464664892,3,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12967519462108612,35.5888557434082,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.33680129051208496,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13069015741348267,"","PRUNED"
7,0.10634749382734299,"2025-05-16 15:33:06.243479","2025-05-16 15:33:06.624559","0 days 00:00:00.381080",176,16.0,64.0,256.0,160.0,80,"","","","","mean",0.002682744744584002,5,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1355273276567459,52.222354888916016,0.7792801260948181,0.7210203409194946,0.7065109014511108,0.006633341312408447,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10634749382734299,"","PRUNED"
8,0.14452682435512543,"2025-05-16 15:33:06.624835","2025-05-16 15:33:07.067223","0 days 00:00:00.442388",128,176.0,128.0,240.0,192.0,144,64.0,"","","","add",0.059649796107220716,5,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.23095551133155823,92.0147705078125,0.3079359233379364,0.3392367362976074,0.38500848412513733,-1.2519352436065674,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14452682435512543,"","PRUNED"
9,0.11380630731582642,"2025-05-16 15:33:07.067537","2025-05-16 15:33:07.547169","0 days 00:00:00.479632",96,"","","","",208,128.0,240.0,32.0,"","max",0.00030979252137241923,1,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1509953886270523,47.19858169555664,0.6607255935668945,0.6655246019363403,0.7160701751708984,-0.413547158241272,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11380630731582642,"","PRUNED"
