"number","value","datetime_start","datetime_complete","duration","params_decoder_layer_width_0","params_decoder_layer_width_1","params_decoder_layer_width_2","params_decoder_layer_width_3","params_decoder_layer_width_4","params_encoder_layer_width_0","params_encoder_layer_width_1","params_encoder_layer_width_2","params_encoder_layer_width_3","params_encoder_layer_width_4","params_lr","params_n_decoder_layers","params_n_encoder_layers","user_attrs_avg_mae","user_attrs_avg_mape","user_attrs_avg_ndcg10","user_attrs_avg_ndcg20","user_attrs_avg_ndcg50","user_attrs_avg_r2","user_attrs_fold10_mae","user_attrs_fold10_mape","user_attrs_fold10_ndcg10","user_attrs_fold10_ndcg20","user_attrs_fold10_ndcg50","user_attrs_fold10_r2","user_attrs_fold11_mae","user_attrs_fold11_mape","user_attrs_fold11_ndcg10","user_attrs_fold11_ndcg20","user_attrs_fold11_ndcg50","user_attrs_fold11_r2","user_attrs_fold12_mae","user_attrs_fold12_mape","user_attrs_fold12_ndcg10","user_attrs_fold12_ndcg20","user_attrs_fold12_ndcg50","user_attrs_fold12_r2","user_attrs_fold13_mae","user_attrs_fold13_mape","user_attrs_fold13_ndcg10","user_attrs_fold13_ndcg20","user_attrs_fold13_ndcg50","user_attrs_fold13_r2","user_attrs_fold14_mae","user_attrs_fold14_mape","user_attrs_fold14_ndcg10","user_attrs_fold14_ndcg20","user_attrs_fold14_ndcg50","user_attrs_fold14_r2","user_attrs_fold15_mae","user_attrs_fold15_mape","user_attrs_fold15_ndcg10","user_attrs_fold15_ndcg20","user_attrs_fold15_ndcg50","user_attrs_fold15_r2","user_attrs_fold16_mae","user_attrs_fold16_mape","user_attrs_fold16_ndcg10","user_attrs_fold16_ndcg20","user_attrs_fold16_ndcg50","user_attrs_fold16_r2","user_attrs_fold17_mae","user_attrs_fold17_mape","user_attrs_fold17_ndcg10","user_attrs_fold17_ndcg20","user_attrs_fold17_ndcg50","user_attrs_fold17_r2","user_attrs_fold1_mae","user_attrs_fold1_mape","user_attrs_fold1_ndcg10","user_attrs_fold1_ndcg20","user_attrs_fold1_ndcg50","user_attrs_fold1_r2","user_attrs_fold2_mae","user_attrs_fold2_mape","user_attrs_fold2_ndcg10","user_attrs_fold2_ndcg20","user_attrs_fold2_ndcg50","user_attrs_fold2_r2","user_attrs_fold3_mae","user_attrs_fold3_mape","user_attrs_fold3_ndcg10","user_attrs_fold3_ndcg20","user_attrs_fold3_ndcg50","user_attrs_fold3_r2","user_attrs_fold4_mae","user_attrs_fold4_mape","user_attrs_fold4_ndcg10","user_attrs_fold4_ndcg20","user_attrs_fold4_ndcg50","user_attrs_fold4_r2","user_attrs_fold5_mae","user_attrs_fold5_mape","user_attrs_fold5_ndcg10","user_attrs_fold5_ndcg20","user_attrs_fold5_ndcg50","user_attrs_fold5_r2","user_attrs_fold6_mae","user_attrs_fold6_mape","user_attrs_fold6_ndcg10","user_attrs_fold6_ndcg20","user_attrs_fold6_ndcg50","user_attrs_fold6_r2","user_attrs_fold7_mae","user_attrs_fold7_mape","user_attrs_fold7_ndcg10","user_attrs_fold7_ndcg20","user_attrs_fold7_ndcg50","user_attrs_fold7_r2","user_attrs_fold8_mae","user_attrs_fold8_mape","user_attrs_fold8_ndcg10","user_attrs_fold8_ndcg20","user_attrs_fold8_ndcg50","user_attrs_fold8_r2","user_attrs_fold9_mae","user_attrs_fold9_mape","user_attrs_fold9_ndcg10","user_attrs_fold9_ndcg20","user_attrs_fold9_ndcg50","user_attrs_fold9_r2","user_attrs_pca_components","system_attrs_completed_rung_0","system_attrs_completed_rung_1","system_attrs_completed_rung_2","state"
10,0.12880584597587585,"2025-05-16 16:21:45.624689","2025-05-16 16:21:46.145985","0 days 00:00:00.521296",256,192.0,112.0,16.0,"",224,"","","","",0.09394216055889469,4,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1465039998292923,43.43030548095703,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.4592170715332031,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12880584597587585,"","","PRUNED"
11,0.09904125332832336,"2025-05-16 16:21:46.146243","2025-05-16 16:21:47.157597","0 days 00:00:01.011354",208,112.0,256.0,"","",240,96.0,256.0,80.0,240.0,0.0013275657991835771,3,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14208205044269562,54.06207275390625,0.3925876319408417,0.4403376579284668,0.5353444218635559,-0.19958603382110596,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09904125332832336,"","","PRUNED"
12,0.19184112548828125,"2025-05-16 16:21:47.157878","2025-05-16 16:21:48.248112","0 days 00:00:01.090234",192,112.0,192.0,"","",208,208.0,208.0,240.0,176.0,0.04330894666462039,3,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.20852215588092804,77.4364013671875,0.3079359233379364,0.3392367362976074,0.38500848412513733,-1.0205395221710205,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.19184112548828125,"","","PRUNED"
13,0.10180727392435074,"2025-05-16 16:21:48.248389","2025-05-16 16:21:49.219214","0 days 00:00:00.970825",224,16.0,128.0,16.0,"",192,96.0,208.0,96.0,112.0,0.001217314543969797,4,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.2043483853340149,74.81867980957031,0.388110876083374,0.4323805570602417,0.441999614238739,-0.9856717586517334,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10180727392435074,"","","PRUNED"
14,0.12133391201496124,"2025-05-16 16:21:49.219482","2025-05-16 16:21:50.024199","0 days 00:00:00.804717",176,96.0,"","","",16,256.0,256.0,16.0,"",0.0009153234253302095,2,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14226599037647247,50.662567138671875,0.7732697129249573,0.6712532043457031,0.6688041090965271,-0.16069114208221436,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12133391201496124,"","","PRUNED"
15,0.1287086457014084,"2025-05-16 16:21:50.024533","2025-05-16 16:21:50.732575","0 days 00:00:00.708042",256,176.0,256.0,"","",256,176.0,"","","",0.025370972631904087,3,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.18740414083003998,63.712806701660156,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.8242968320846558,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1287086457014084,"","","PRUNED"
16,0.10728239268064499,"2025-05-16 16:21:50.732835","2025-05-16 16:21:51.787416","0 days 00:00:01.054581",176,96.0,208.0,96.0,224.0,64,112.0,208.0,80.0,160.0,0.003594903221562027,5,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13686290383338928,45.68669509887695,0.8437128067016602,0.7300184965133667,0.6954570412635803,-0.09660816192626953,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10728239268064499,"","","PRUNED"
17,0.10167679935693741,"2025-05-16 16:21:51.787712","2025-05-16 16:21:52.458640","0 days 00:00:00.670928",224,"","","","",176,224.0,128.0,"","",0.0005369013310380717,1,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15411339700222015,57.558006286621094,0.6552855372428894,0.6173227429389954,0.6524193286895752,-0.2683379650115967,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10167679935693741,"","","PRUNED"
18,0.12883254885673523,"2025-05-16 16:21:52.458886","2025-05-16 16:21:53.321569","0 days 00:00:00.862683",112,128.0,144.0,80.0,"",96,16.0,224.0,208.0,"",0.01445625196420738,4,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.195794478058815,70.06659698486328,0.5562036037445068,0.450591117143631,0.5316271781921387,-0.8721021413803101,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12883254885673523,"","","PRUNED"
19,0.12568139898426392,"2025-05-16 16:21:53.321827","2025-05-16 16:21:58.050875","0 days 00:00:04.729048",160,208.0,"","","",144,112.0,"","","",0.0026926772672012456,2,2,0.12568139898426392,2083.2582565756406,0.8283126389279085,0.7754371586967918,0.7494741853545693,0.10039094090461731,0.1362110823392868,700.6185302734375,0.3889206051826477,0.41416800022125244,0.524505615234375,0.14895397424697876,0.14570492506027222,3801.43896484375,0.978883683681488,0.8725183010101318,0.7684270143508911,0.3076595664024353,0.12223821133375168,227.2734832763672,0.9755796790122986,0.9579057693481445,0.9059738516807556,0.5275231003761292,0.10091125965118408,60.70677185058594,1.0,0.9251382946968079,0.9067326784133911,0.6331180930137634,0.08515637367963791,161.08824157714844,0.930930495262146,0.8921530842781067,0.8597793579101562,0.5124390721321106,0.07303498685359955,72.41636657714844,0.9629849791526794,0.9356555342674255,0.9118180871009827,0.6422891914844513,0.15707719326019287,171.93380737304688,0.9392659068107605,0.9061911702156067,0.8008540868759155,0.44595736265182495,0.10280926525592804,166.45919799804688,0.716336190700531,0.7124861478805542,0.7375126481056213,-0.008165836334228516,0.13289430737495422,55.793087005615234,0.9228784441947937,0.8389617800712585,0.8352721929550171,0.11430424451828003,0.18512244522571564,2798.9267578125,0.6547425389289856,0.6556469202041626,0.8422966599464417,0.20062988996505737,0.12909242510795593,78.70187377929688,0.7876298427581787,0.799292266368866,0.7884658575057983,0.11062115430831909,0.1093360036611557,72.97312927246094,0.9149229526519775,0.8436354994773865,0.8263366222381592,0.3881550431251526,0.07793764024972916,21381.212890625,0.7270695567131042,0.6630582809448242,0.5919256806373596,0.26097142696380615,0.21498452126979828,2342.47412109375,0.5445823073387146,0.54976487159729,0.5409671664237976,-2.7688164710998535,0.1291114240884781,314.2697448730469,0.8070656061172485,0.7519230842590332,0.690561830997467,0.23590224981307983,0.12927156686782837,2630.56494140625,0.8665660619735718,0.6003408432006836,0.4448249936103821,-0.5237082242965698,0.10569015145301819,378.5384521484375,0.9629560112953186,0.8635918498039246,0.7648068070411682,0.47881215810775757,0.0,0.06396396458148956,0.06600677967071533,0.06843966990709305,"COMPLETE"
20,0.11457881725886289,"2025-05-16 16:21:58.051275","2025-05-16 16:22:01.532209","0 days 00:00:03.480934",128,192.0,"","","",144,"","","","",0.0028157284570722485,2,1,0.11457881725886289,2115.4204483032227,0.8146809339523315,0.7869971745154437,0.7642669537488151,0.2430776077158311,0.12605677545070648,465.7020568847656,0.5273721814155579,0.5450781583786011,0.5617733001708984,0.1321655511856079,0.0891108363866806,1978.384033203125,0.9550353288650513,0.9330249428749084,0.8870449662208557,0.6617178320884705,0.11791833490133286,205.06430053710938,0.9873086214065552,0.9431301951408386,0.9022715091705322,0.5602332353591919,0.11989287286996841,57.738800048828125,1.0,0.9239799976348877,0.8580809235572815,0.43494176864624023,0.06749150902032852,114.92919921875,0.9673982262611389,0.9569942355155945,0.9175812602043152,0.6628912687301636,0.07760995626449585,63.689666748046875,0.9108995795249939,0.8999642133712769,0.8869993090629578,0.5599502921104431,0.1487654745578766,174.18128967285156,0.9736928343772888,0.9603733420372009,0.8559160232543945,0.47070056200027466,0.09024323523044586,140.5797576904297,0.54813551902771,0.642163872718811,0.7176489233970642,0.09169888496398926,0.1198253259062767,49.658626556396484,0.9114218950271606,0.8585227727890015,0.8453741073608398,0.25562071800231934,0.1879483014345169,2938.2333984375,0.5676102042198181,0.6086713671684265,0.8183159232139587,0.117892324924469,0.12150988727807999,81.48065948486328,0.7220995426177979,0.7526463270187378,0.7420201897621155,0.0630185604095459,0.09444042295217514,51.21310806274414,0.9436207413673401,0.8177874088287354,0.837022066116333,0.4627268314361572,0.07849172502756119,23925.4921875,0.7862066626548767,0.6856594085693359,0.6453201770782471,0.32071220874786377,0.11467655003070831,1094.9251708984375,0.63449627161026,0.6418774724006653,0.6562856435775757,-0.0767747163772583,0.11976240575313568,349.66259765625,0.654326319694519,0.7458149194717407,0.7447953224182129,0.36945104598999023,0.17826485633850098,3950.125,0.7852108478546143,0.5756099224090576,0.33968234062194824,-1.5176701545715332,0.09583142399787903,321.0877685546875,0.9747411012649536,0.8876534104347229,0.7764062285423279,0.5630431175231934,0.0,0.06488937139511108,0.06529080122709274,0.05929676815867424,"COMPLETE"
21,0.06926339119672775,"2025-05-16 16:22:01.532619","2025-05-16 16:22:02.556713","0 days 00:00:01.024094",112,208.0,"","","",144,"","","","",0.0023203392247688054,2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1169733852148056,51.67704772949219,0.9228784441947937,0.8644850254058838,0.8264224529266357,0.2715885639190674,0.20215587317943573,3692.22119140625,0.5215924382209778,0.5626461505889893,0.7923737168312073,0.08083397150039673,0.11960911005735397,80.67781829833984,0.7712274193763733,0.7883904576301575,0.7707492113113403,0.14520221948623657,0.1004311665892601,60.558040618896484,0.8850330710411072,0.8238723278045654,0.8254747986793518,0.4596479535102844,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.06596866995096207,0.06926339119672775,"","PRUNED"
22,0.07710745185613632,"2025-05-16 16:22:02.556960","2025-05-16 16:22:03.716823","0 days 00:00:01.159863",160,"","","","",128,64.0,"","","",0.0047921908196685336,1,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13003499805927277,52.952049255371094,0.840461254119873,0.7613487839698792,0.7892874479293823,0.12248116731643677,0.20326483249664307,3380.384033203125,0.583875834941864,0.5726088285446167,0.8186653256416321,0.0743483304977417,0.12616321444511414,71.21528625488281,0.809760332107544,0.744500994682312,0.8045325875282288,0.14138537645339966,0.10067252069711685,68.94424438476562,0.9074724912643433,0.8403292298316956,0.8760013580322266,0.4611469507217407,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08159616589546204,0.07710745185613632,"","PRUNED"
23,0.07407191395759583,"2025-05-16 16:22:03.717074","2025-05-16 16:22:04.754596","0 days 00:00:01.037522",112,208.0,"","","",144,"","","","",0.0020310152312402355,2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1131843775510788,51.558631896972656,0.9215181469917297,0.8485824465751648,0.8148382902145386,0.2853824496269226,0.21263906359672546,4024.119140625,0.48678067326545715,0.5162572264671326,0.781330943107605,-0.010387420654296875,0.12582722306251526,77.86624145507812,0.8027792572975159,0.8083499073982239,0.7766306400299072,0.08955585956573486,0.1006900817155838,63.96287155151367,0.9423115253448486,0.8076066374778748,0.7969515919685364,0.4341352581977844,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08227664232254028,0.07407191395759583,"","PRUNED"
