"number","value","datetime_start","datetime_complete","duration","params_decoder_layer_width_0","params_decoder_layer_width_1","params_decoder_layer_width_2","params_decoder_layer_width_3","params_decoder_layer_width_4","params_encoder_layer_width_0","params_encoder_layer_width_1","params_encoder_layer_width_2","params_encoder_layer_width_3","params_encoder_layer_width_4","params_graphsage_aggregator","params_lr","params_n_decoder_layers","params_n_encoder_layers","user_attrs_avg_mae","user_attrs_avg_mape","user_attrs_avg_ndcg10","user_attrs_avg_ndcg20","user_attrs_avg_ndcg50","user_attrs_avg_r2","user_attrs_fold10_mae","user_attrs_fold10_mape","user_attrs_fold10_ndcg10","user_attrs_fold10_ndcg20","user_attrs_fold10_ndcg50","user_attrs_fold10_r2","user_attrs_fold11_mae","user_attrs_fold11_mape","user_attrs_fold11_ndcg10","user_attrs_fold11_ndcg20","user_attrs_fold11_ndcg50","user_attrs_fold11_r2","user_attrs_fold12_mae","user_attrs_fold12_mape","user_attrs_fold12_ndcg10","user_attrs_fold12_ndcg20","user_attrs_fold12_ndcg50","user_attrs_fold12_r2","user_attrs_fold13_mae","user_attrs_fold13_mape","user_attrs_fold13_ndcg10","user_attrs_fold13_ndcg20","user_attrs_fold13_ndcg50","user_attrs_fold13_r2","user_attrs_fold14_mae","user_attrs_fold14_mape","user_attrs_fold14_ndcg10","user_attrs_fold14_ndcg20","user_attrs_fold14_ndcg50","user_attrs_fold14_r2","user_attrs_fold15_mae","user_attrs_fold15_mape","user_attrs_fold15_ndcg10","user_attrs_fold15_ndcg20","user_attrs_fold15_ndcg50","user_attrs_fold15_r2","user_attrs_fold16_mae","user_attrs_fold16_mape","user_attrs_fold16_ndcg10","user_attrs_fold16_ndcg20","user_attrs_fold16_ndcg50","user_attrs_fold16_r2","user_attrs_fold17_mae","user_attrs_fold17_mape","user_attrs_fold17_ndcg10","user_attrs_fold17_ndcg20","user_attrs_fold17_ndcg50","user_attrs_fold17_r2","user_attrs_fold1_mae","user_attrs_fold1_mape","user_attrs_fold1_ndcg10","user_attrs_fold1_ndcg20","user_attrs_fold1_ndcg50","user_attrs_fold1_r2","user_attrs_fold2_mae","user_attrs_fold2_mape","user_attrs_fold2_ndcg10","user_attrs_fold2_ndcg20","user_attrs_fold2_ndcg50","user_attrs_fold2_r2","user_attrs_fold3_mae","user_attrs_fold3_mape","user_attrs_fold3_ndcg10","user_attrs_fold3_ndcg20","user_attrs_fold3_ndcg50","user_attrs_fold3_r2","user_attrs_fold4_mae","user_attrs_fold4_mape","user_attrs_fold4_ndcg10","user_attrs_fold4_ndcg20","user_attrs_fold4_ndcg50","user_attrs_fold4_r2","user_attrs_fold5_mae","user_attrs_fold5_mape","user_attrs_fold5_ndcg10","user_attrs_fold5_ndcg20","user_attrs_fold5_ndcg50","user_attrs_fold5_r2","user_attrs_fold6_mae","user_attrs_fold6_mape","user_attrs_fold6_ndcg10","user_attrs_fold6_ndcg20","user_attrs_fold6_ndcg50","user_attrs_fold6_r2","user_attrs_fold7_mae","user_attrs_fold7_mape","user_attrs_fold7_ndcg10","user_attrs_fold7_ndcg20","user_attrs_fold7_ndcg50","user_attrs_fold7_r2","user_attrs_fold8_mae","user_attrs_fold8_mape","user_attrs_fold8_ndcg10","user_attrs_fold8_ndcg20","user_attrs_fold8_ndcg50","user_attrs_fold8_r2","user_attrs_fold9_mae","user_attrs_fold9_mape","user_attrs_fold9_ndcg10","user_attrs_fold9_ndcg20","user_attrs_fold9_ndcg50","user_attrs_fold9_r2","user_attrs_pca_components","system_attrs_completed_rung_0","system_attrs_completed_rung_1","system_attrs_completed_rung_2","state"
0,0.11502778048024458,"2025-05-16 16:23:33.150330","2025-05-16 16:23:36.759844","0 days 00:00:03.609514",176,176.0,"","","",96,80.0,"","","","max",0.0007176106487621652,2,2,0.11502778048024458,1956.3835204629338,0.7669484615325928,0.7471953402547276,0.758594853036544,0.34472892915501313,0.12596000730991364,545.1220092773438,0.41278573870658875,0.5456040501594543,0.5993290543556213,0.24711215496063232,0.08427765220403671,584.3212890625,0.9328606128692627,0.8519055843353271,0.8880977034568787,0.607839435338974,0.154251828789711,267.3667297363281,0.9172590374946594,0.9182800650596619,0.8352527618408203,0.39531558752059937,0.12698550522327423,70.24837493896484,1.0,0.959499716758728,0.8568167686462402,0.5064941048622131,0.09507209062576294,121.5947494506836,0.7269328236579895,0.716783344745636,0.7172609567642212,0.3649900555610657,0.08658238500356674,68.02613067626953,0.8896164298057556,0.8173369765281677,0.8356193900108337,0.5086528360843658,0.172651007771492,117.58780670166016,0.7832782864570618,0.7777043581008911,0.8026613593101501,0.3507022261619568,0.08384836465120316,104.52800750732422,0.8052365183830261,0.7367298007011414,0.7886435985565186,0.393424391746521,0.10432548075914383,46.58342361450195,0.6945849657058716,0.762482762336731,0.8142533898353577,0.37583041191101074,0.19740451872348785,2925.30712890625,0.6218069791793823,0.5489605665206909,0.8169702887535095,0.0020647048950195312,0.10884061455726624,74.35800170898438,0.8714112639427185,0.8193836212158203,0.8611201047897339,0.42680615186691284,0.1153397411108017,52.75238037109375,0.7215853929519653,0.7510929107666016,0.7990427017211914,0.3181167244911194,0.08279171586036682,25998.1015625,0.7475804686546326,0.7327739596366882,0.6821587085723877,0.31910401582717896,0.0956537276506424,631.669921875,0.37137290835380554,0.49439916014671326,0.5131975412368774,0.0830984115600586,0.13661615550518036,569.4595947265625,0.8066772818565369,0.7783471941947937,0.7472303509712219,0.37072569131851196,0.07403852045536041,793.7777099609375,0.8727524280548096,0.7474471926689148,0.6746501326560974,0.26076894998550415,0.11083295196294785,287.71502685546875,0.862382709980011,0.7435895204544067,0.6638076901435852,0.3293459415435791,0.0,"","","","COMPLETE"
1,0.11988724198411493,"2025-05-16 16:23:36.760290","2025-05-16 16:23:39.926850","0 days 00:00:03.166560",80,96.0,"","","",240,"","","","","add",0.006828806447664747,2,1,0.11988724198411493,1310.6016017689424,0.7157699588467094,0.7087116749847636,0.7134683465256411,0.23419493086197796,0.10388492792844772,442.2978820800781,0.6911517977714539,0.6799626350402832,0.6433952450752258,0.38150328397750854,0.08724076300859451,516.8619384765625,0.4149968922138214,0.5807362198829651,0.7066546678543091,0.508547306060791,0.14803484082221985,244.2423858642578,0.8264515995979309,0.8216860890388489,0.7966195940971375,0.4003602862358093,0.14051014184951782,65.45092010498047,0.9414592981338501,0.8309957981109619,0.7979037761688232,0.3539960980415344,0.09431503713130951,115.9964828491211,0.7935888767242432,0.7734747529029846,0.7382053136825562,0.3499413728713989,0.09090506285429001,60.5360221862793,0.7944775819778442,0.7728027105331421,0.7929672598838806,0.42574113607406616,0.19846318662166595,144.79835510253906,0.6888620257377625,0.7147918939590454,0.5867685079574585,0.0534132719039917,0.0906301811337471,119.03446960449219,0.72284334897995,0.765929639339447,0.7396715879440308,0.2708436846733093,0.1088164895772934,42.05339050292969,0.6774486303329468,0.7380006909370422,0.7685314416885376,0.2416202425956726,0.19747941195964813,3279.408203125,0.5866006016731262,0.5411728024482727,0.8106511831283569,0.08477574586868286,0.11579232662916183,60.161338806152344,0.8941864967346191,0.8703560829162598,0.8703609108924866,0.34859544038772583,0.12084082514047623,64.46891021728516,0.6675949096679688,0.6861719489097595,0.7264100909233093,0.12017041444778442,0.07831680774688721,13609.5244140625,0.671276867389679,0.6248660683631897,0.5972868204116821,0.23053979873657227,0.09679228067398071,651.6812133789062,0.29869455099105835,0.4412550628185272,0.44749030470848083,0.012779712677001953,0.1284596174955368,246.96603393554688,0.8515418767929077,0.7176976203918457,0.7546257376670837,0.2559540271759033,0.13141199946403503,2188.291259765625,0.7424927353858948,0.7220973968505859,0.6281478404998779,-0.44698524475097656,0.10618921369314194,428.4540100097656,0.9044212102890015,0.766101062297821,0.7232716083526611,0.38951724767684937,0.0,0.0841764360666275,0.08398253470659256,0.09672687202692032,"COMPLETE"
2,0.11325536668300629,"2025-05-16 16:23:39.927282","2025-05-16 16:23:40.373464","0 days 00:00:00.446182",144,144.0,128.0,208.0,"",48,96.0,"","","","add",0.00014479217665538903,4,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1466635912656784,44.645057678222656,0.7364376783370972,0.7232765555381775,0.7765615582466125,-0.3917860984802246,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11325536668300629,"","","PRUNED"
3,0.11086753010749817,"2025-05-16 16:23:40.373754","2025-05-16 16:23:40.800495","0 days 00:00:00.426741",160,32.0,"","","",240,"","","","","mean",0.00024588524168758135,2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14961028099060059,52.10000991821289,0.7463377118110657,0.7008166313171387,0.7567794322967529,-0.3074396848678589,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11086753010749817,"","","PRUNED"
4,0.11668517309076645,"2025-05-16 16:23:40.800748","2025-05-16 16:23:45.458279","0 days 00:00:04.657531",48,208.0,64.0,192.0,16.0,256,160.0,"","","","max",0.0014554862949660015,5,2,0.11668517309076645,2553.655043882482,0.7030908491681603,0.7133692397790796,0.723679723108516,0.23858782824348002,0.12193067371845245,443.9608154296875,0.48791006207466125,0.5389404296875,0.6114418506622314,0.2131960391998291,0.09032969176769257,1046.81689453125,0.8483724594116211,0.8027079701423645,0.842490553855896,0.610467404127121,0.1532248556613922,236.22853088378906,0.9405752420425415,0.9398205280303955,0.817406952381134,0.3659318685531616,0.12444407492876053,63.819217681884766,1.0,0.9602185487747192,0.8917120695114136,0.48985064029693604,0.1067660003900528,130.15948486328125,0.8260275721549988,0.7578216791152954,0.656708300113678,0.023213744163513184,0.09934601932764053,65.79192352294922,0.3719806373119354,0.5046024322509766,0.6451244950294495,0.15931755304336548,0.14146466553211212,134.17469787597656,1.0,1.0,0.9135195016860962,0.5484835803508759,0.08313070237636566,101.41751861572266,0.844339907169342,0.8160062432289124,0.8019213080406189,0.40466904640197754,0.10994789749383926,41.52956771850586,0.7036349177360535,0.7241183519363403,0.769731342792511,0.2800074815750122,0.19360347092151642,2498.99365234375,0.5456272959709167,0.5388327240943909,0.8055115938186646,0.03242778778076172,0.11797768622636795,57.621551513671875,0.8315750360488892,0.849871039390564,0.8508209586143494,-0.09649550914764404,0.13960115611553192,62.311466217041016,0.20835985243320465,0.3382093608379364,0.4954007565975189,-0.215232253074646,0.0907745510339737,36708.92578125,0.7268145084381104,0.6940828561782837,0.6452091336250305,0.2839227318763733,0.08921516686677933,479.4862365722656,0.3207557499408722,0.4660416543483734,0.5002636909484863,0.08784610033035278,0.14174368977546692,574.960693359375,0.7440772652626038,0.7455720901489258,0.7014939785003662,0.3618161678314209,0.06445082277059555,464.2858581542969,0.8345203399658203,0.7803992629051208,0.70084547996521,0.2618798017501831,0.11569681763648987,301.65185546875,0.7179735898971558,0.6700319051742554,0.6529533267021179,0.2446908950805664,0.0,0.08018343895673752,0.08032134175300598,0.08102285116910934,"COMPLETE"
5,0.10269441455602646,"2025-05-16 16:23:45.458729","2025-05-16 16:23:46.013981","0 days 00:00:00.555252",144,144.0,32.0,240.0,"",208,224.0,"","","","max",0.0002751065723294157,4,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12219522893428802,41.22272872924805,0.7332795858383179,0.689791202545166,0.7867783308029175,-0.04929375648498535,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10269441455602646,"","","PRUNED"
6,0.08461089432239532,"2025-05-16 16:23:46.014267","2025-05-16 16:23:47.580939","0 days 00:00:01.566672",208,192.0,"","","",128,144.0,64.0,240.0,"","max",0.005412933233277882,2,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13345368206501007,51.335289001464844,0.6901543736457825,0.7130598425865173,0.7564099431037903,0.05020707845687866,0.1803179234266281,1881.0927734375,0.6829749941825867,0.627787172794342,0.8371472954750061,0.0470699667930603,0.0898425355553627,57.840736389160156,0.8607369065284729,0.867398202419281,0.8658730387687683,0.5547465085983276,0.1241442859172821,54.82448959350586,0.7406408786773682,0.7974850535392761,0.8023937344551086,0.21664589643478394,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0800120010972023,0.08461089432239532,"","PRUNED"
7,0.08176415413618088,"2025-05-16 16:23:47.581221","2025-05-16 16:23:48.125577","0 days 00:00:00.544356",208,192.0,"","","",16,224.0,96.0,144.0,"","max",0.002334724982014838,2,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13079369068145752,50.38555908203125,0.6504481434822083,0.753787100315094,0.8009703755378723,0.1150473952293396,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08176415413618088,"","","PRUNED"
8,0.08360345661640167,"2025-05-16 16:23:48.125835","2025-05-16 16:23:48.618133","0 days 00:00:00.492298",128,96.0,128.0,176.0,"",144,160.0,192.0,"","","add",0.0018385917099975808,4,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10131378471851349,39.409732818603516,0.7401637434959412,0.756262481212616,0.8014840483665466,0.3813129663467407,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08360345661640167,"","","PRUNED"
9,0.09532100707292557,"2025-05-16 16:23:48.618412","2025-05-16 16:23:48.982585","0 days 00:00:00.364173",208,"","","","",176,"","","","","mean",0.00032024889419000863,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13690441846847534,55.3294677734375,0.786702036857605,0.7027236819267273,0.7531326413154602,-0.0063059329986572266,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09532100707292557,"","","PRUNED"
