"number","value","datetime_start","datetime_complete","duration","params_decoder_layer_width_0","params_decoder_layer_width_1","params_decoder_layer_width_2","params_decoder_layer_width_3","params_decoder_layer_width_4","params_encoder_layer_width_0","params_encoder_layer_width_1","params_encoder_layer_width_2","params_encoder_layer_width_3","params_encoder_layer_width_4","params_lr","params_n_decoder_layers","params_n_encoder_layers","user_attrs_avg_mae","user_attrs_avg_mape","user_attrs_avg_ndcg10","user_attrs_avg_ndcg20","user_attrs_avg_ndcg50","user_attrs_avg_r2","user_attrs_fold10_mae","user_attrs_fold10_mape","user_attrs_fold10_ndcg10","user_attrs_fold10_ndcg20","user_attrs_fold10_ndcg50","user_attrs_fold10_r2","user_attrs_fold11_mae","user_attrs_fold11_mape","user_attrs_fold11_ndcg10","user_attrs_fold11_ndcg20","user_attrs_fold11_ndcg50","user_attrs_fold11_r2","user_attrs_fold12_mae","user_attrs_fold12_mape","user_attrs_fold12_ndcg10","user_attrs_fold12_ndcg20","user_attrs_fold12_ndcg50","user_attrs_fold12_r2","user_attrs_fold13_mae","user_attrs_fold13_mape","user_attrs_fold13_ndcg10","user_attrs_fold13_ndcg20","user_attrs_fold13_ndcg50","user_attrs_fold13_r2","user_attrs_fold14_mae","user_attrs_fold14_mape","user_attrs_fold14_ndcg10","user_attrs_fold14_ndcg20","user_attrs_fold14_ndcg50","user_attrs_fold14_r2","user_attrs_fold15_mae","user_attrs_fold15_mape","user_attrs_fold15_ndcg10","user_attrs_fold15_ndcg20","user_attrs_fold15_ndcg50","user_attrs_fold15_r2","user_attrs_fold1_mae","user_attrs_fold1_mape","user_attrs_fold1_ndcg10","user_attrs_fold1_ndcg20","user_attrs_fold1_ndcg50","user_attrs_fold1_r2","user_attrs_fold2_mae","user_attrs_fold2_mape","user_attrs_fold2_ndcg10","user_attrs_fold2_ndcg20","user_attrs_fold2_ndcg50","user_attrs_fold2_r2","user_attrs_fold3_mae","user_attrs_fold3_mape","user_attrs_fold3_ndcg10","user_attrs_fold3_ndcg20","user_attrs_fold3_ndcg50","user_attrs_fold3_r2","user_attrs_fold4_mae","user_attrs_fold4_mape","user_attrs_fold4_ndcg10","user_attrs_fold4_ndcg20","user_attrs_fold4_ndcg50","user_attrs_fold4_r2","user_attrs_fold5_mae","user_attrs_fold5_mape","user_attrs_fold5_ndcg10","user_attrs_fold5_ndcg20","user_attrs_fold5_ndcg50","user_attrs_fold5_r2","user_attrs_fold6_mae","user_attrs_fold6_mape","user_attrs_fold6_ndcg10","user_attrs_fold6_ndcg20","user_attrs_fold6_ndcg50","user_attrs_fold6_r2","user_attrs_fold7_mae","user_attrs_fold7_mape","user_attrs_fold7_ndcg10","user_attrs_fold7_ndcg20","user_attrs_fold7_ndcg50","user_attrs_fold7_r2","user_attrs_fold8_mae","user_attrs_fold8_mape","user_attrs_fold8_ndcg10","user_attrs_fold8_ndcg20","user_attrs_fold8_ndcg50","user_attrs_fold8_r2","user_attrs_fold9_mae","user_attrs_fold9_mape","user_attrs_fold9_ndcg10","user_attrs_fold9_ndcg20","user_attrs_fold9_ndcg50","user_attrs_fold9_r2","user_attrs_pca_components","system_attrs_completed_rung_0","system_attrs_completed_rung_1","state"
10,0.11490906029939651,"2025-05-16 16:01:58.606795","2025-05-16 16:01:59.609919","0 days 00:00:01.003124",192,256.0,256.0,16.0,"",192,240.0,256.0,32.0,48.0,0.002343180600703102,4,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14426776766777039,44.67909622192383,0.4329952299594879,0.3860492706298828,0.529215395450592,-0.3748544454574585,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11490906029939651,"","PRUNED"
11,0.11228974908590317,"2025-05-16 16:01:59.610184","2025-05-16 16:02:01.433520","0 days 00:00:01.823336",16,192.0,160.0,256.0,"",112,208.0,256.0,"","",0.010903943298391615,4,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16857610642910004,58.7613525390625,0.3491162955760956,0.3973797559738159,0.4724041521549225,-0.5507410764694214,0.21215680241584778,1183.14599609375,0.42547518014907837,0.5822434425354004,0.728246808052063,-0.30376577377319336,0.19730158150196075,93.46524047851562,0.15729229152202606,0.44170698523521423,0.5248095989227295,-1.0772395133972168,0.12738284468650818,63.03303146362305,0.4589415490627289,0.5516313910484314,0.6947746872901917,0.07456165552139282,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11357099562883377,0.11228974908590317,"PRUNED"
12,0.1510017082095146,"2025-05-16 16:02:01.433796","2025-05-16 16:02:07.238188","0 days 00:00:05.804392",48,192.0,144.0,"","",176,176.0,32.0,16.0,"",0.006515225728137477,3,4,0.1510017082095146,657.9981201171875,0.3913571576277415,0.3898524731397629,0.4460042188564936,-0.10922909180323283,0.2008814662694931,314.0218505859375,0.2931137979030609,0.31294411420822144,0.264117568731308,-0.0901113748550415,0.191618412733078,60.58430480957031,0.6172363758087158,0.6501392722129822,0.5410689115524292,-0.5091574192047119,0.11513183265924454,184.64260864257812,0.3998010754585266,0.397066205739975,0.34093284606933594,-0.04782378673553467,0.12557777762413025,117.53160858154297,0.08820856362581253,0.11841189116239548,0.16226544976234436,-0.19558095932006836,0.23414303362369537,156.00706481933594,0.09207708388566971,0.09792018681764603,0.214260533452034,-0.3228245973587036,0.10173255205154419,136.25445556640625,0.0738987922668457,0.10406962037086487,0.14347559213638306,-0.057135820388793945,0.1648513823747635,57.449012756347656,0.5928768515586853,0.6390401721000671,0.7240980863571167,-0.4624803066253662,0.23551198840141296,3082.68701171875,0.1432155817747116,0.24653521180152893,0.5679271817207336,-0.2806251049041748,0.14530007541179657,91.8128662109375,0.7634571194648743,0.7486423850059509,0.7542300224304199,-0.04543304443359375,0.1297386735677719,83.44796752929688,0.8579814434051514,0.7517066597938538,0.8049002289772034,0.2675018310546875,0.1000845655798912,402.4621887207031,0.181645467877388,0.2206094115972519,0.34301215410232544,-0.15528500080108643,0.08005359023809433,881.4945068359375,0.20866040885448456,0.23456591367721558,0.19881775975227356,0.01930081844329834,0.14952512085437775,763.5751342773438,0.29631027579307556,0.3060357868671417,0.5171108245849609,0.08557897806167603,0.12496306002140045,427.22216796875,0.2808091938495636,0.30186977982521057,0.4417176842689514,0.022529423236846924,0.16591209173202515,3110.779052734375,0.9810653328895569,0.7182304859161377,0.672128438949585,0.13310998678207397,10.0,0.111757792532444,0.11070972681045532,"COMPLETE"
13,0.11461100727319717,"2025-05-16 16:02:07.238631","2025-05-16 16:02:09.359645","0 days 00:00:02.121014",64,192.0,64.0,"","",176,176.0,32.0,16.0,"",0.0019067942557412605,3,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14811699092388153,48.52394485473633,0.5679096579551697,0.6017758250236511,0.6760265827178955,-0.33342742919921875,0.21768750250339508,2102.9091796875,0.28665488958358765,0.3627432584762573,0.633980929851532,-0.32720887660980225,0.1704658418893814,77.49553680419922,0.6706074476242065,0.6366174817085266,0.7101824283599854,-0.5708606243133545,0.12650465965270996,72.34837341308594,0.8194137811660767,0.7259493470191956,0.7703405618667603,0.1823093295097351,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.109689861536026,0.11461100727319717,"PRUNED"
14,0.13007241487503052,"2025-05-16 16:02:09.359927","2025-05-16 16:02:10.250577","0 days 00:00:00.890650",48,192.0,"","","",224,160.0,32.0,128.0,"",0.033171781132747304,2,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.2158970832824707,82.80148315429688,0.47231605648994446,0.443744421005249,0.6218005418777466,-1.0689313411712646,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13007241487503052,"","PRUNED"
15,0.11285995692014694,"2025-05-16 16:02:10.250863","2025-05-16 16:02:11.340574","0 days 00:00:01.089711",160,224.0,160.0,"","",160,256.0,192.0,112.0,224.0,0.004548099605151542,3,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15020892024040222,51.52228927612305,0.742749810218811,0.688559353351593,0.6785188913345337,-0.30679285526275635,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11285995692014694,"","PRUNED"
16,0.12569965422153473,"2025-05-16 16:02:11.340844","2025-05-16 16:02:12.092852","0 days 00:00:00.752008",96,160.0,112.0,96.0,32.0,96,192.0,192.0,"","",0.0001123751689996771,5,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15122352540493011,47.09794998168945,0.26524418592453003,0.2904968559741974,0.5608779788017273,-0.4344620704650879,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12569965422153473,"","PRUNED"
17,0.11412670463323593,"2025-05-16 16:02:12.093163","2025-05-16 16:02:14.293407","0 days 00:00:02.200244",48,224.0,192.0,64.0,"",192,144.0,80.0,256.0,"",0.005023792067768712,4,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16798020899295807,58.08656311035156,0.5551992058753967,0.5990566611289978,0.689602792263031,-0.5240018367767334,0.21596717834472656,2681.000732421875,0.16081543266773224,0.36550939083099365,0.6090239882469177,-0.2735792398452759,0.16802702844142914,71.96977233886719,0.6517238616943359,0.6572617292404175,0.6737039685249329,-0.6517324447631836,0.12808319926261902,60.030155181884766,0.7576549053192139,0.6731826066970825,0.7907559871673584,0.022030532360076904,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11172059178352356,0.11412670463323593,"PRUNED"
18,0.11583997309207916,"2025-05-16 16:02:14.293698","2025-05-16 16:02:16.822280","0 days 00:00:02.528582",176,160.0,16.0,"","",224,224.0,192.0,80.0,16.0,0.0005848310223937875,3,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1598871648311615,51.079795837402344,0.2978415787220001,0.35479113459587097,0.5352146029472351,-0.5358619689941406,0.22580605745315552,2539.127197265625,0.11935088783502579,0.29660239815711975,0.5542197227478027,-0.37784552574157715,0.1753217875957489,75.33306121826172,0.7743374705314636,0.7350154519081116,0.7457162141799927,-0.7983337640762329,0.12772813439369202,58.17735290527344,0.7224828004837036,0.6839147806167603,0.7233501076698303,0.008312523365020752,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11232727766036987,0.11583997309207916,"PRUNED"
19,0.11564178019762039,"2025-05-16 16:02:16.822565","2025-05-16 16:02:17.749977","0 days 00:00:00.927412",128,96.0,96.0,"","",128,128.0,80.0,192.0,"",0.028967686280527965,3,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.19390621781349182,67.65959167480469,0.35165658593177795,0.36186546087265015,0.446982204914093,-0.8814595937728882,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11564178019762039,"","PRUNED"
20,0.14775511225064594,"2025-05-16 16:02:17.750231","2025-05-16 16:02:23.097440","0 days 00:00:05.347209",48,224.0,"","","",80,192.0,160.0,"","",0.0010658447464074584,2,3,0.14775511225064594,602.5892875671386,0.3854884502788385,0.39800139913956323,0.45049211333195366,-0.11445934375127156,0.19699469208717346,258.8393859863281,0.035564739257097244,0.04510318487882614,0.103312186896801,-0.14574897289276123,0.18466027081012726,65.31082916259766,0.327260822057724,0.26914042234420776,0.2674129903316498,-0.44355762004852295,0.11480367183685303,178.1021270751953,0.4955527186393738,0.3920268714427948,0.3345591127872467,-0.05624079704284668,0.12735489010810852,114.90775299072266,0.20174384117126465,0.1883886307477951,0.20898322761058807,-0.23466455936431885,0.23532485961914062,162.8639373779297,0.0744146853685379,0.15069910883903503,0.19548551738262177,-0.3269503116607666,0.10358291864395142,152.2747344970703,0.25674083828926086,0.2616718113422394,0.2802717685699463,-0.040408968925476074,0.15357524156570435,53.873939514160156,0.7031733989715576,0.7041767835617065,0.7360255718231201,-0.29490625858306885,0.21485529839992523,2118.989013671875,0.22234483063220978,0.39842790365219116,0.6034867167472839,-0.26351046562194824,0.15536360442638397,69.6573715209961,0.6855370998382568,0.6701046228408813,0.6847672462463379,-0.3630176782608032,0.11927219480276108,51.12154006958008,0.8168900609016418,0.7165993452072144,0.8057093024253845,0.17266154289245605,0.10097107291221619,748.1961059570312,0.4074905514717102,0.3922242522239685,0.511411726474762,0.010156512260437012,0.08095791190862656,922.0662841796875,0.16077864170074463,0.19538447260856628,0.23732414841651917,0.0015114545822143555,0.13337916135787964,417.041015625,0.08241394907236099,0.27525174617767334,0.4894593060016632,0.06483101844787598,0.12729667127132416,550.8526000976562,0.4096130430698395,0.5898796916007996,0.5944643020629883,0.11085355281829834,0.16793422400951385,3174.74267578125,0.9028075337409973,0.7209421396255493,0.7047085762023926,0.09210139513015747,10.0,0.11200827360153198,0.11066580563783646,"COMPLETE"
21,0.15027525673309963,"2025-05-16 16:02:23.097860","2025-05-16 16:02:28.439473","0 days 00:00:05.341613",48,224.0,"","","",96,192.0,160.0,"","",0.0012301890458111893,2,3,0.15027525673309963,566.616742960612,0.4101254977285862,0.4067325823009014,0.4484254335363706,-0.150674307346344,0.2001665234565735,285.9118957519531,0.033008020371198654,0.04650162532925606,0.09389310330152512,-0.13803458213806152,0.18679119646549225,63.54004669189453,0.15838193893432617,0.18081317842006683,0.22467274963855743,-0.4621274471282959,0.11466925591230392,178.4356231689453,0.4519280791282654,0.3803366720676422,0.35564133524894714,-0.05284690856933594,0.12233409285545349,96.91425323486328,0.18652936816215515,0.16847331821918488,0.19056273996829987,-0.2170625925064087,0.23843201994895935,183.3202667236328,0.377558171749115,0.46256518363952637,0.3824807107448578,-0.3266167640686035,0.10544539988040924,162.19354248046875,0.2113797664642334,0.17914089560508728,0.16453367471694946,-0.026922941207885742,0.16986101865768433,61.54957580566406,0.6351258158683777,0.6772496700286865,0.7097068428993225,-0.4617418050765991,0.20667709410190582,2146.156982421875,0.5100705027580261,0.5900093913078308,0.7936338186264038,-0.17232811450958252,0.15936006605625153,69.21955871582031,0.7007367014884949,0.6529922485351562,0.706527590751648,-0.4505960941314697,0.12951672077178955,82.0457992553711,0.8308648467063904,0.7324246764183044,0.8050583600997925,0.27628660202026367,0.11049444228410721,117.70767974853516,0.1500817984342575,0.22552812099456787,0.284867525100708,-0.5123851299285889,0.09024345874786377,1297.568359375,0.33725088834762573,0.30606603622436523,0.27430135011672974,0.02082139253616333,0.14011889696121216,594.620849609375,0.4133838415145874,0.3742014169692993,0.5875453352928162,0.08769267797470093,0.12378392368555069,482.66314697265625,0.2942843437194824,0.4573092460632324,0.5256786346435547,0.08325701951980591,0.1562347412109375,2677.403564453125,0.8612983822822571,0.6673770546913147,0.6272777318954468,0.09249007701873779,10.0,0.11209673434495926,0.11013949662446976,"COMPLETE"
22,0.11239338666200638,"2025-05-16 16:02:28.439898","2025-05-16 16:02:30.243964","0 days 00:00:01.804066",80,224.0,"","","",80,208.0,160.0,"","",0.0010737192922376777,2,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15212002396583557,52.4920768737793,0.7103666663169861,0.7258354425430298,0.6884645223617554,-0.2849733829498291,0.20684204995632172,2232.6787109375,0.48428717255592346,0.5648115873336792,0.7878064513206482,-0.1806011199951172,0.16044437885284424,69.32306671142578,0.7038685083389282,0.6575568914413452,0.7048078179359436,-0.4781069755554199,0.12680093944072723,71.66386413574219,0.8425599932670593,0.7179287672042847,0.7576423287391663,0.24075853824615479,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10952799767255783,0.11239338666200638,"PRUNED"
23,0.11228335648775101,"2025-05-16 16:02:30.244258","2025-05-16 16:02:30.927323","0 days 00:00:00.683065",32,"","","","",96,224.0,224.0,"","",0.00058013436661297,1,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15915489196777344,54.79452133178711,0.7249752879142761,0.6827762722969055,0.713160514831543,-0.394429087638855,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11228335648775101,"","PRUNED"
