"number","value","datetime_start","datetime_complete","duration","params_decoder_layer_width_0","params_decoder_layer_width_1","params_decoder_layer_width_2","params_decoder_layer_width_3","params_decoder_layer_width_4","params_encoder_layer_width_0","params_encoder_layer_width_1","params_encoder_layer_width_2","params_encoder_layer_width_3","params_lr","params_n_decoder_layers","params_n_encoder_layers","params_transformer_dropout","params_transformer_heads","user_attrs_avg_mae","user_attrs_avg_mape","user_attrs_avg_ndcg10","user_attrs_avg_ndcg20","user_attrs_avg_ndcg50","user_attrs_avg_r2","user_attrs_fold10_mae","user_attrs_fold10_mape","user_attrs_fold10_ndcg10","user_attrs_fold10_ndcg20","user_attrs_fold10_ndcg50","user_attrs_fold10_r2","user_attrs_fold11_mae","user_attrs_fold11_mape","user_attrs_fold11_ndcg10","user_attrs_fold11_ndcg20","user_attrs_fold11_ndcg50","user_attrs_fold11_r2","user_attrs_fold12_mae","user_attrs_fold12_mape","user_attrs_fold12_ndcg10","user_attrs_fold12_ndcg20","user_attrs_fold12_ndcg50","user_attrs_fold12_r2","user_attrs_fold13_mae","user_attrs_fold13_mape","user_attrs_fold13_ndcg10","user_attrs_fold13_ndcg20","user_attrs_fold13_ndcg50","user_attrs_fold13_r2","user_attrs_fold14_mae","user_attrs_fold14_mape","user_attrs_fold14_ndcg10","user_attrs_fold14_ndcg20","user_attrs_fold14_ndcg50","user_attrs_fold14_r2","user_attrs_fold15_mae","user_attrs_fold15_mape","user_attrs_fold15_ndcg10","user_attrs_fold15_ndcg20","user_attrs_fold15_ndcg50","user_attrs_fold15_r2","user_attrs_fold16_mae","user_attrs_fold16_mape","user_attrs_fold16_ndcg10","user_attrs_fold16_ndcg20","user_attrs_fold16_ndcg50","user_attrs_fold16_r2","user_attrs_fold17_mae","user_attrs_fold17_mape","user_attrs_fold17_ndcg10","user_attrs_fold17_ndcg20","user_attrs_fold17_ndcg50","user_attrs_fold17_r2","user_attrs_fold1_mae","user_attrs_fold1_mape","user_attrs_fold1_ndcg10","user_attrs_fold1_ndcg20","user_attrs_fold1_ndcg50","user_attrs_fold1_r2","user_attrs_fold2_mae","user_attrs_fold2_mape","user_attrs_fold2_ndcg10","user_attrs_fold2_ndcg20","user_attrs_fold2_ndcg50","user_attrs_fold2_r2","user_attrs_fold3_mae","user_attrs_fold3_mape","user_attrs_fold3_ndcg10","user_attrs_fold3_ndcg20","user_attrs_fold3_ndcg50","user_attrs_fold3_r2","user_attrs_fold4_mae","user_attrs_fold4_mape","user_attrs_fold4_ndcg10","user_attrs_fold4_ndcg20","user_attrs_fold4_ndcg50","user_attrs_fold4_r2","user_attrs_fold5_mae","user_attrs_fold5_mape","user_attrs_fold5_ndcg10","user_attrs_fold5_ndcg20","user_attrs_fold5_ndcg50","user_attrs_fold5_r2","user_attrs_fold6_mae","user_attrs_fold6_mape","user_attrs_fold6_ndcg10","user_attrs_fold6_ndcg20","user_attrs_fold6_ndcg50","user_attrs_fold6_r2","user_attrs_fold7_mae","user_attrs_fold7_mape","user_attrs_fold7_ndcg10","user_attrs_fold7_ndcg20","user_attrs_fold7_ndcg50","user_attrs_fold7_r2","user_attrs_fold8_mae","user_attrs_fold8_mape","user_attrs_fold8_ndcg10","user_attrs_fold8_ndcg20","user_attrs_fold8_ndcg50","user_attrs_fold8_r2","user_attrs_fold9_mae","user_attrs_fold9_mape","user_attrs_fold9_ndcg10","user_attrs_fold9_ndcg20","user_attrs_fold9_ndcg50","user_attrs_fold9_r2","user_attrs_pca_components","system_attrs_completed_rung_0","system_attrs_completed_rung_1","system_attrs_completed_rung_2","state"
10,0.19032065570354462,"2025-05-16 21:41:14.085986","2025-05-16 21:41:15.293158","0 days 00:00:01.207172",16,176.0,"","","",48,16.0,48.0,176.0,0.062290667535847714,2,4,0.0,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1283983588218689,35.049842834472656,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.3271782398223877,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.19032065570354462,"","","PRUNED"
11,0.09807731211185455,"2025-05-16 21:41:15.293433","2025-05-16 21:41:16.045451","0 days 00:00:00.752018",64,48.0,48.0,"","",160,64.0,208.0,"",0.00013633844617265452,3,3,0.1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12452280521392822,43.76095962524414,0.7084469199180603,0.7590265274047852,0.8171592950820923,0.10851871967315674,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09807731211185455,"","","PRUNED"
12,0.08510652184486389,"2025-05-16 21:41:16.045741","2025-05-16 21:41:18.166570","0 days 00:00:02.120829",208,96.0,128.0,"","",208,192.0,160.0,"",0.00036022555321513656,3,3,0.2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09859898686408997,38.073665618896484,0.7419900894165039,0.7810800671577454,0.7912688255310059,0.3522108793258667,0.16514591872692108,1894.319091796875,0.696406364440918,0.6215755939483643,0.84299635887146,0.09131217002868652,0.0881170853972435,47.422340393066406,0.8766089677810669,0.8836811184883118,0.880646288394928,0.5250730514526367,0.09759248793125153,40.4431266784668,0.6295602917671204,0.700420618057251,0.8039788007736206,0.33416247367858887,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.084715336561203,0.08510652184486389,"","PRUNED"
13,0.08118793368339539,"2025-05-16 21:41:18.166870","2025-05-16 21:41:20.199113","0 days 00:00:02.032243",64,80.0,160.0,144.0,256.0,16,48.0,16.0,"",0.0036392930202594925,5,3,0.1,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10335726290941238,41.60736083984375,0.7364615201950073,0.7810684442520142,0.7941927909851074,0.34984320402145386,0.1673291176557541,1631.353759765625,0.6803448796272278,0.6712508797645569,0.8494081497192383,0.06627452373504639,0.08958721160888672,49.448265075683594,0.8570985198020935,0.8647878766059875,0.87892746925354,0.4978588819503784,0.098596952855587,43.32639694213867,0.7163442373275757,0.797050952911377,0.8127934336662292,0.4088898301124573,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08047103136777878,0.08118793368339539,"","PRUNED"
14,0.08499730378389359,"2025-05-16 21:41:20.199417","2025-05-16 21:41:22.765662","0 days 00:00:02.566245",240,16.0,"","","",176,128.0,96.0,16.0,0.0002967986008947363,2,4,0.1,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09940023720264435,37.885948181152344,0.7044777870178223,0.779542863368988,0.8259122967720032,0.35716378688812256,0.163845956325531,2044.9866943359375,0.696406364440918,0.6683445572853088,0.8485212326049805,0.13685059547424316,0.09787667542695999,52.396087646484375,0.8762755990028381,0.9110574722290039,0.8781996369361877,0.4417338967323303,0.11745967715978622,58.54336166381836,0.5874072909355164,0.6975486874580383,0.7845593690872192,0.3571113348007202,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08256467431783676,0.08499730378389359,"","PRUNED"
15,0.11010018736124039,"2025-05-16 21:41:22.765976","2025-05-16 21:41:23.607873","0 days 00:00:00.841897",96,160.0,"","","",144,64.0,"","",0.028227095431665926,2,2,0.2,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1781977117061615,58.19809341430664,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.7411816120147705,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11010018736124039,"","","PRUNED"
16,0.08207990229129791,"2025-05-16 21:41:23.608138","2025-05-16 21:41:25.497141","0 days 00:00:01.889003",16,64.0,48.0,"","",160,16.0,112.0,"",0.0014677356764011239,3,3,0.0,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09936230629682541,40.07735061645508,0.7011000514030457,0.7777296900749207,0.7997661232948303,0.3882424235343933,0.17020687460899353,2691.4033203125,0.6795506477355957,0.6325647234916687,0.8414745330810547,0.12372857332229614,0.09852545708417892,60.03498458862305,0.8774812817573547,0.9032375812530518,0.8771408796310425,0.5195586383342743,0.10318317264318466,42.76493835449219,0.6583649516105652,0.7130915522575378,0.8129891157150269,0.3232206702232361,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08284835517406464,0.08207990229129791,"","PRUNED"
17,0.0825597271323204,"2025-05-16 21:41:25.497447","2025-05-16 21:41:27.908861","0 days 00:00:02.411414",176,208.0,192.0,160.0,240.0,112,128.0,"","",0.0008672593155149603,5,2,0.2,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10334283113479614,42.46173095703125,0.7149364948272705,0.7567040324211121,0.8025078177452087,0.38044339418411255,0.17585931718349457,2413.541259765625,0.6735732555389404,0.6439287662506104,0.8422219753265381,0.08071225881576538,0.08469259738922119,48.55038070678711,0.9033660292625427,0.8792233467102051,0.8830143213272095,0.5494853556156158,0.10057169198989868,47.31616973876953,0.6248799562454224,0.6987592577934265,0.7895689606666565,0.3859216570854187,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08227375149726868,0.0825597271323204,"","PRUNED"
18,0.08265863358974457,"2025-05-16 21:41:27.909159","2025-05-16 21:41:29.514156","0 days 00:00:01.604997",48,112.0,"","","",80,80.0,208.0,"",0.002474196826137208,2,3,0.1,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09985692799091339,40.39654541015625,0.7065148949623108,0.748271644115448,0.7975414395332336,0.35478734970092773,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08265863358974457,"","","PRUNED"
19,0.08639263361692429,"2025-05-16 21:41:29.514422","2025-05-16 21:41:30.060111","0 days 00:00:00.545689",176,128.0,96.0,"","",144,"","","",0.00046707506177998375,3,1,0.4,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11760818213224411,47.859092712402344,0.7537574172019958,0.7743092179298401,0.7967736124992371,0.2936347723007202,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08639263361692429,"","","PRUNED"
20,0.08457629382610321,"2025-05-16 21:41:30.060383","2025-05-16 21:41:31.159789","0 days 00:00:01.099406",96,64.0,240.0,16.0,"",208,48.0,"","",0.0002341349798554793,4,2,0.30000000000000004,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16517274081707,62.598907470703125,0.7612661123275757,0.7742007374763489,0.8022081851959229,-0.29450857639312744,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08457629382610321,"","","PRUNED"
21,0.12873360514640808,"2025-05-16 21:41:31.160102","2025-05-16 21:41:32.228732","0 days 00:00:01.068630",112,"","","","",128,"","","",0.0018306966868570302,1,1,0.4,10,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.22805574536323547,89.1800537109375,0.22870776057243347,0.2371143400669098,0.3065098524093628,-1.3240997791290283,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12873360514640808,"","","PRUNED"
22,0.08714820444583893,"2025-05-16 21:41:32.228988","2025-05-16 21:41:33.328945","0 days 00:00:01.099957",128,16.0,"","","",128,"","","",0.0009118240153355231,2,1,0.2,10,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10860618948936462,46.38371276855469,0.7688208222389221,0.8080089092254639,0.8112674951553345,0.4196503758430481,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08714820444583893,"","","PRUNED"
23,0.1289219856262207,"2025-05-16 21:41:33.329206","2025-05-16 21:41:36.553251","0 days 00:00:03.224045",96,"","","","",160,208.0,"","",0.004807591275854012,1,2,0.4,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1768200546503067,57.5561637878418,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.7275286912918091,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1289219856262207,"","","PRUNED"
24,0.08358202874660492,"2025-05-16 21:41:36.553524","2025-05-16 21:41:39.721589","0 days 00:00:03.168065",160,192.0,"","","",176,"","","",0.000735176395604834,2,1,0.0,8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1067446768283844,45.73216247558594,0.7523970007896423,0.7992463707923889,0.804431140422821,0.4315757155418396,0.18236126005649567,3227.73046875,0.6244441866874695,0.6274948120117188,0.8362899422645569,0.11464029550552368,0.10123901814222336,58.022708892822266,0.8762755990028381,0.8746111989021301,0.8690599203109741,0.4796779751777649,0.10373511910438538,51.60478973388672,0.7330102324485779,0.7637678384780884,0.8160085678100586,0.485140860080719,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0824861228466034,0.08358202874660492,"","PRUNED"
