"number","value","datetime_start","datetime_complete","duration","params_decoder_layer_width_0","params_decoder_layer_width_1","params_decoder_layer_width_2","params_decoder_layer_width_3","params_decoder_layer_width_4","params_encoder_layer_width_0","params_encoder_layer_width_1","params_encoder_layer_width_2","params_encoder_layer_width_3","params_encoder_layer_width_4","params_graphsage_aggregator","params_lr","params_n_decoder_layers","params_n_encoder_layers","user_attrs_avg_mae","user_attrs_avg_mape","user_attrs_avg_ndcg10","user_attrs_avg_ndcg20","user_attrs_avg_ndcg50","user_attrs_avg_r2","user_attrs_fold10_mae","user_attrs_fold10_mape","user_attrs_fold10_ndcg10","user_attrs_fold10_ndcg20","user_attrs_fold10_ndcg50","user_attrs_fold10_r2","user_attrs_fold11_mae","user_attrs_fold11_mape","user_attrs_fold11_ndcg10","user_attrs_fold11_ndcg20","user_attrs_fold11_ndcg50","user_attrs_fold11_r2","user_attrs_fold12_mae","user_attrs_fold12_mape","user_attrs_fold12_ndcg10","user_attrs_fold12_ndcg20","user_attrs_fold12_ndcg50","user_attrs_fold12_r2","user_attrs_fold13_mae","user_attrs_fold13_mape","user_attrs_fold13_ndcg10","user_attrs_fold13_ndcg20","user_attrs_fold13_ndcg50","user_attrs_fold13_r2","user_attrs_fold14_mae","user_attrs_fold14_mape","user_attrs_fold14_ndcg10","user_attrs_fold14_ndcg20","user_attrs_fold14_ndcg50","user_attrs_fold14_r2","user_attrs_fold15_mae","user_attrs_fold15_mape","user_attrs_fold15_ndcg10","user_attrs_fold15_ndcg20","user_attrs_fold15_ndcg50","user_attrs_fold15_r2","user_attrs_fold16_mae","user_attrs_fold16_mape","user_attrs_fold16_ndcg10","user_attrs_fold16_ndcg20","user_attrs_fold16_ndcg50","user_attrs_fold16_r2","user_attrs_fold17_mae","user_attrs_fold17_mape","user_attrs_fold17_ndcg10","user_attrs_fold17_ndcg20","user_attrs_fold17_ndcg50","user_attrs_fold17_r2","user_attrs_fold1_mae","user_attrs_fold1_mape","user_attrs_fold1_ndcg10","user_attrs_fold1_ndcg20","user_attrs_fold1_ndcg50","user_attrs_fold1_r2","user_attrs_fold2_mae","user_attrs_fold2_mape","user_attrs_fold2_ndcg10","user_attrs_fold2_ndcg20","user_attrs_fold2_ndcg50","user_attrs_fold2_r2","user_attrs_fold3_mae","user_attrs_fold3_mape","user_attrs_fold3_ndcg10","user_attrs_fold3_ndcg20","user_attrs_fold3_ndcg50","user_attrs_fold3_r2","user_attrs_fold4_mae","user_attrs_fold4_mape","user_attrs_fold4_ndcg10","user_attrs_fold4_ndcg20","user_attrs_fold4_ndcg50","user_attrs_fold4_r2","user_attrs_fold5_mae","user_attrs_fold5_mape","user_attrs_fold5_ndcg10","user_attrs_fold5_ndcg20","user_attrs_fold5_ndcg50","user_attrs_fold5_r2","user_attrs_fold6_mae","user_attrs_fold6_mape","user_attrs_fold6_ndcg10","user_attrs_fold6_ndcg20","user_attrs_fold6_ndcg50","user_attrs_fold6_r2","user_attrs_fold7_mae","user_attrs_fold7_mape","user_attrs_fold7_ndcg10","user_attrs_fold7_ndcg20","user_attrs_fold7_ndcg50","user_attrs_fold7_r2","user_attrs_fold8_mae","user_attrs_fold8_mape","user_attrs_fold8_ndcg10","user_attrs_fold8_ndcg20","user_attrs_fold8_ndcg50","user_attrs_fold8_r2","user_attrs_fold9_mae","user_attrs_fold9_mape","user_attrs_fold9_ndcg10","user_attrs_fold9_ndcg20","user_attrs_fold9_ndcg50","user_attrs_fold9_r2","user_attrs_pca_components","system_attrs_completed_rung_0","system_attrs_completed_rung_1","system_attrs_completed_rung_2","state"
10,0.09765774756669998,"2025-05-16 21:32:06.531198","2025-05-16 21:32:07.422336","0 days 00:00:00.891138",32,256.0,16.0,32.0,16.0,16,48.0,"","","","add",0.002056674895430655,5,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11877336353063583,45.324493408203125,0.7775468826293945,0.8152456879615784,0.8542265892028809,0.23221218585968018,0.20287343859672546,3499.4560546875,0.6224828362464905,0.5858175754547119,0.8315016031265259,0.0628432035446167,0.11050302535295486,56.466529846191406,0.8561424016952515,0.8745088577270508,0.853640079498291,0.14140814542770386,0.12341265380382538,60.16932678222656,0.725439727306366,0.7418989539146423,0.8245195746421814,0.1661214828491211,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09958581626415253,0.09765774756669998,"","PRUNED"
11,0.1311886398231282,"2025-05-16 21:32:07.422606","2025-05-16 21:32:10.284841","0 days 00:00:02.862235",80,192.0,128.0,256.0,"",64,"","","","","add",0.0056929218321758734,4,1,0.1311886398231282,4465.061659420237,0.7306081928751048,0.7047724885975614,0.7142331039204317,0.07323842013583463,0.12204673141241074,438.97503662109375,0.7013964653015137,0.5918474197387695,0.6465070843696594,0.24284666776657104,0.08120153844356537,896.65185546875,0.955298125743866,0.8608753085136414,0.8852366209030151,0.6720805764198303,0.1596062183380127,220.75100708007812,1.0,0.9996765851974487,0.7905207872390747,0.31682926416397095,0.11048191040754318,58.91801071166992,1.0,1.0,0.9045339822769165,0.6065986156463623,0.1016262024641037,85.91612243652344,1.0,0.8610894083976746,0.7698887586593628,0.26899999380111694,0.08740116655826569,68.4957275390625,0.9203439950942993,0.866371750831604,0.834234356880188,0.5359912812709808,0.17162543535232544,164.6496124267578,1.0,1.0,0.943896472454071,0.4631497859954834,0.078562431037426,86.98628997802734,0.9171983003616333,0.8422118425369263,0.8319575190544128,0.4548131823539734,0.1351902186870575,59.87392044067383,0.6671040654182434,0.7247441411018372,0.7181472182273865,0.12940984964370728,0.2362397313117981,6557.63330078125,0.5409572124481201,0.5040761828422546,0.7784410119056702,-0.3345540761947632,0.1613968014717102,80.41777038574219,0.27084124088287354,0.29158592224121094,0.4857274293899536,-0.633913516998291,0.14201956987380981,78.58641052246094,0.7068783640861511,0.6788094639778137,0.7983479499816895,0.043774306774139404,0.09074888378381729,62820.34375,0.7438279390335083,0.7397553324699402,0.67398601770401,0.2784997224807739,0.17735043168067932,2403.917236328125,0.17805218696594238,0.26376524567604065,0.35973891615867615,-1.864530086517334,0.11943752318620682,371.11474609375,0.7983131408691406,0.7222979068756104,0.7431915998458862,0.32449740171432495,0.09794499725103378,1067.0333251953125,0.9790913462638855,0.9761337637901306,0.7612341642379761,0.05778098106384277,0.1573270857334137,445.7840881347656,0.04103689640760422,0.05789203196763992,0.21637287735939026,-0.3172208070755005,10.0,0.08496130257844925,0.0854460671544075,0.08459006994962692,"COMPLETE"
12,0.08995703607797623,"2025-05-16 21:32:10.285349","2025-05-16 21:32:11.130515","0 days 00:00:00.845166",48,208.0,96.0,256.0,"",16,"","","","","add",0.005242621418178897,4,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1341330111026764,59.06830978393555,0.5495911240577698,0.6171779632568359,0.7316514253616333,0.1656588912010193,0.23631282150745392,5268.06494140625,0.5271255373954773,0.4820077419281006,0.7481053471565247,-0.3057647943496704,0.1476699709892273,63.387786865234375,0.3591046929359436,0.3651552200317383,0.4845428764820099,-0.5117307901382446,0.1304371953010559,71.67488098144531,0.6960391402244568,0.7127357125282288,0.7775472402572632,0.2228107452392578,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.085287906229496,0.08995703607797623,"","PRUNED"
13,0.08676326274871826,"2025-05-16 21:32:11.130824","2025-05-16 21:32:12.183438","0 days 00:00:01.052614",80,208.0,128.0,256.0,"",80,80.0,"","","","add",0.0015423288546034194,4,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13091932237148285,49.629241943359375,0.7127920389175415,0.7243652939796448,0.8596906065940857,0.13079959154129028,0.17995700240135193,2970.21875,0.6730796098709106,0.6230073571205139,0.844563364982605,0.1154935359954834,0.09493196755647659,55.74418258666992,0.8744774460792542,0.8403136134147644,0.8184182643890381,0.47786515951156616,0.11814215779304504,57.356380462646484,0.7393778562545776,0.7827818393707275,0.8413047194480896,0.40924400091171265,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0863652154803276,0.08676326274871826,"","PRUNED"
14,0.1286778450012207,"2025-05-16 21:32:12.183718","2025-05-16 21:32:12.608836","0 days 00:00:00.425118",80,256.0,64.0,144.0,96.0,96,80.0,"","","","add",0.011097438992708814,5,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.19127483665943146,66.2281723022461,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.8586989641189575,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1286778450012207,"","","PRUNED"
15,0.0901816189289093,"2025-05-16 21:32:12.609148","2025-05-16 21:32:12.963344","0 days 00:00:00.354196",16,48.0,144.0,192.0,"",48,"","","","","add",0.01085431977356502,4,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1522561013698578,80.77241516113281,0.7538939714431763,0.7168469429016113,0.7397782802581787,-0.08761978149414062,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0901816189289093,"","","PRUNED"
16,0.12026005983352661,"2025-05-16 21:32:12.963638","2025-05-16 21:32:13.511473","0 days 00:00:00.547835",112,160.0,176.0,80.0,"",32,80.0,96.0,144.0,"","add",0.001004676832474319,4,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12028070539236069,46.03061294555664,0.8017486929893494,0.8353081941604614,0.8568481802940369,0.2665950059890747,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12026005983352661,"","","PRUNED"
17,0.09422298520803452,"2025-05-16 21:32:13.511757","2025-05-16 21:32:13.966591","0 days 00:00:00.454834",64,192.0,64.0,192.0,256.0,112,16.0,"","","","add",0.00502343309795263,5,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12078747153282166,51.26996612548828,0.7522108554840088,0.7708763480186462,0.82796710729599,0.32194799184799194,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09422298520803452,"","","PRUNED"
18,0.69669508934021,"2025-05-16 21:32:13.966883","2025-05-16 21:32:14.553989","0 days 00:00:00.587106",160,224.0,"","","",48,192.0,128.0,144.0,256.0,"add",0.02298169404506922,2,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9.106817245483398,6017.62158203125,0.7726842164993286,0.7695099115371704,0.8184191584587097,-1959.6885986328125,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.69669508934021,"","","PRUNED"
19,0.10306095331907272,"2025-05-16 21:32:14.554304","2025-05-16 21:32:15.069489","0 days 00:00:00.515185",112,48.0,96.0,80.0,"",96,112.0,80.0,96.0,"","add",0.0029552437474185756,4,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1212957352399826,45.302032470703125,0.7941267490386963,0.8015180826187134,0.8622643947601318,0.24648058414459229,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10306095331907272,"","","PRUNED"
20,4.2068047523498535,"2025-05-16 21:32:15.069781","2025-05-16 21:32:15.664598","0 days 00:00:00.594817",48,144.0,176.0,208.0,144.0,128,112.0,176.0,"","","max",0.08478253589653992,5,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13701899349689484,61.140708923339844,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.055818915367126465,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.2068047523498535,"","","PRUNED"
21,0.10279692709445953,"2025-05-16 21:32:15.664889","2025-05-16 21:32:16.035336","0 days 00:00:00.370447",128,176.0,240.0,"","",64,"","","","","mean",0.005967244878577052,3,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1394946426153183,53.71136474609375,0.7917433977127075,0.6332591772079468,0.6544275283813477,-0.05761563777923584,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10279692709445953,"","","PRUNED"
22,0.10129435360431671,"2025-05-16 21:32:16.035605","2025-05-16 21:32:16.398371","0 days 00:00:00.362766",128,128.0,256.0,"","",64,"","","","","mean",0.006157846104606441,3,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14590424299240112,54.44759750366211,0.7834944128990173,0.6871210932731628,0.6740050315856934,-0.13468456268310547,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10129435360431671,"","","PRUNED"
23,0.10283543169498444,"2025-05-16 21:32:16.398660","2025-05-16 21:32:16.783543","0 days 00:00:00.384883",96,176.0,192.0,96.0,"",32,"","","","","mean",0.002543629668966626,4,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14424702525138855,56.106040954589844,0.7449232935905457,0.6519958972930908,0.7042206525802612,-0.05350852012634277,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10283543169498444,"","","PRUNED"
