"number","value","datetime_start","datetime_complete","duration","params_decoder_layer_width_0","params_decoder_layer_width_1","params_decoder_layer_width_2","params_decoder_layer_width_3","params_decoder_layer_width_4","params_encoder_layer_width_0","params_encoder_layer_width_1","params_encoder_layer_width_2","params_encoder_layer_width_3","params_encoder_layer_width_4","params_lr","params_n_decoder_layers","params_n_encoder_layers","user_attrs_avg_mae","user_attrs_avg_mape","user_attrs_avg_ndcg10","user_attrs_avg_ndcg20","user_attrs_avg_ndcg50","user_attrs_avg_r2","user_attrs_fold10_mae","user_attrs_fold10_mape","user_attrs_fold10_ndcg10","user_attrs_fold10_ndcg20","user_attrs_fold10_ndcg50","user_attrs_fold10_r2","user_attrs_fold11_mae","user_attrs_fold11_mape","user_attrs_fold11_ndcg10","user_attrs_fold11_ndcg20","user_attrs_fold11_ndcg50","user_attrs_fold11_r2","user_attrs_fold12_mae","user_attrs_fold12_mape","user_attrs_fold12_ndcg10","user_attrs_fold12_ndcg20","user_attrs_fold12_ndcg50","user_attrs_fold12_r2","user_attrs_fold13_mae","user_attrs_fold13_mape","user_attrs_fold13_ndcg10","user_attrs_fold13_ndcg20","user_attrs_fold13_ndcg50","user_attrs_fold13_r2","user_attrs_fold14_mae","user_attrs_fold14_mape","user_attrs_fold14_ndcg10","user_attrs_fold14_ndcg20","user_attrs_fold14_ndcg50","user_attrs_fold14_r2","user_attrs_fold15_mae","user_attrs_fold15_mape","user_attrs_fold15_ndcg10","user_attrs_fold15_ndcg20","user_attrs_fold15_ndcg50","user_attrs_fold15_r2","user_attrs_fold16_mae","user_attrs_fold16_mape","user_attrs_fold16_ndcg10","user_attrs_fold16_ndcg20","user_attrs_fold16_ndcg50","user_attrs_fold16_r2","user_attrs_fold17_mae","user_attrs_fold17_mape","user_attrs_fold17_ndcg10","user_attrs_fold17_ndcg20","user_attrs_fold17_ndcg50","user_attrs_fold17_r2","user_attrs_fold1_mae","user_attrs_fold1_mape","user_attrs_fold1_ndcg10","user_attrs_fold1_ndcg20","user_attrs_fold1_ndcg50","user_attrs_fold1_r2","user_attrs_fold2_mae","user_attrs_fold2_mape","user_attrs_fold2_ndcg10","user_attrs_fold2_ndcg20","user_attrs_fold2_ndcg50","user_attrs_fold2_r2","user_attrs_fold3_mae","user_attrs_fold3_mape","user_attrs_fold3_ndcg10","user_attrs_fold3_ndcg20","user_attrs_fold3_ndcg50","user_attrs_fold3_r2","user_attrs_fold4_mae","user_attrs_fold4_mape","user_attrs_fold4_ndcg10","user_attrs_fold4_ndcg20","user_attrs_fold4_ndcg50","user_attrs_fold4_r2","user_attrs_fold5_mae","user_attrs_fold5_mape","user_attrs_fold5_ndcg10","user_attrs_fold5_ndcg20","user_attrs_fold5_ndcg50","user_attrs_fold5_r2","user_attrs_fold6_mae","user_attrs_fold6_mape","user_attrs_fold6_ndcg10","user_attrs_fold6_ndcg20","user_attrs_fold6_ndcg50","user_attrs_fold6_r2","user_attrs_fold7_mae","user_attrs_fold7_mape","user_attrs_fold7_ndcg10","user_attrs_fold7_ndcg20","user_attrs_fold7_ndcg50","user_attrs_fold7_r2","user_attrs_fold8_mae","user_attrs_fold8_mape","user_attrs_fold8_ndcg10","user_attrs_fold8_ndcg20","user_attrs_fold8_ndcg50","user_attrs_fold8_r2","user_attrs_fold9_mae","user_attrs_fold9_mape","user_attrs_fold9_ndcg10","user_attrs_fold9_ndcg20","user_attrs_fold9_ndcg50","user_attrs_fold9_r2","user_attrs_pca_components","system_attrs_completed_rung_0","system_attrs_completed_rung_1","system_attrs_completed_rung_2","state"
20,0.11056573688983917,"2025-05-16 21:30:04.862642","2025-05-16 21:30:05.445286","0 days 00:00:00.582644",176,48.0,144.0,128.0,"",32,144.0,"","","",0.000875079054118915,4,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1475183218717575,57.62352752685547,0.8147180080413818,0.7309973239898682,0.7502689957618713,-0.07498466968536377,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11056573688983917,"","","PRUNED"
21,0.12811724841594696,"2025-05-16 21:30:05.445546","2025-05-16 21:30:05.817416","0 days 00:00:00.371870",48,112.0,"","","",160,"","","","",0.06549303895674649,2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.18175199627876282,62.63271713256836,0.9181697368621826,0.7525957822799683,0.7531967163085938,-0.6968773603439331,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12811724841594696,"","","PRUNED"
22,0.11118075251579285,"2025-05-16 21:30:05.817697","2025-05-16 21:30:06.185540","0 days 00:00:00.367843",32,128.0,"","","",128,"","","","",0.02877248987343519,2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16327890753746033,57.07150650024414,0.24017782509326935,0.3600752651691437,0.5780692100524902,-0.49441051483154297,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11118075251579285,"","","PRUNED"
23,0.11382311582565308,"2025-05-16 21:30:06.185816","2025-05-16 21:30:07.123023","0 days 00:00:00.937207",16,96.0,"","","",208,"","","","",0.014213279715749436,2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.18261319398880005,70.22708892822266,0.4289586544036865,0.45699453353881836,0.6364455819129944,-0.6183937788009644,0.23068177700042725,1421.4945068359375,0.4705313742160797,0.49339160323143005,0.7335912585258484,-0.44572877883911133,0.15619659423828125,86.52860260009766,0.8246034383773804,0.7383889555931091,0.7162995934486389,-0.07734990119934082,0.14240989089012146,57.460506439208984,0.40991726517677307,0.44400545954704285,0.6602671146392822,-0.21344125270843506,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10928202420473099,0.11382311582565308,"","PRUNED"
24,0.11396469175815582,"2025-05-16 21:30:07.123287","2025-05-16 21:30:07.707576","0 days 00:00:00.584289",64,208.0,224.0,"","",160,48.0,"","","",0.045340711472201166,3,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1558072865009308,56.3641471862793,0.317912220954895,0.38638973236083984,0.5590444207191467,-0.31987273693084717,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11396469175815582,"","","PRUNED"
25,0.11060380190610886,"2025-05-16 21:30:07.707836","2025-05-16 21:30:11.952424","0 days 00:00:04.244588",48,144.0,160.0,224.0,144.0,112,"","","","",0.0022613065434317126,5,1,"","","","","","",0.11679007112979889,452.42987060546875,0.5475903153419495,0.6078516840934753,0.6149123907089233,0.16619986295700073,0.2625040113925934,7197.794921875,0.5523824095726013,0.5213740468025208,0.6355517506599426,-1.2089433670043945,0.19517293572425842,229.3335418701172,0.07136748731136322,0.09087087959051132,0.1613980531692505,-0.17716968059539795,0.19112437963485718,71.82498931884766,0.15244612097740173,0.15929871797561646,0.25418078899383545,-0.4753326177597046,0.13048334419727325,271.2495422363281,0.2864866852760315,0.2831876277923584,0.27954959869384766,-0.018453359603881836,0.11838352680206299,93.05127716064453,0.14288108050823212,0.17185385525226593,0.20819127559661865,-0.1462184190750122,0.23933164775371552,211.73150634765625,0.18030890822410583,0.1525963693857193,0.16059614717960358,-0.2667654752731323,"","","","","","",0.14289160072803497,63.9576416015625,0.7499403953552246,0.7011708617210388,0.6989242434501648,0.054437994956970215,0.19382800161838531,1465.678955078125,0.7054117918014526,0.7940528392791748,0.8696433305740356,0.023640573024749756,0.15662556886672974,90.39596557617188,0.8123396635055542,0.7516766786575317,0.7320113778114319,-0.11060953140258789,0.13968540728092194,66.62027740478516,0.6881411671638489,0.7029027938842773,0.7683850526809692,0.06292867660522461,0.09448587894439697,20086.373046875,0.44462350010871887,0.3564305603504181,0.363104909658432,-0.10293173789978027,0.09980672597885132,307.41168212890625,0.26321205496788025,0.3067736029624939,0.3586389124393463,-0.18186604976654053,0.14236019551753998,232.68582153320312,0.48086097836494446,0.4166008234024048,0.5796850919723511,-0.08867406845092773,0.10637979954481125,1598.128662109375,0.6354519724845886,0.45939186215400696,0.3088087737560272,-0.06145811080932617,0.12867841124534607,543.9171142578125,0.7546944618225098,0.7901975512504578,0.7325666546821594,0.2661767601966858,"",0.10570332407951355,0.10858368128538132,0.11060380190610886,"PRUNED"
26,0.11107077449560165,"2025-05-16 21:30:11.952780","2025-05-16 21:30:12.451720","0 days 00:00:00.498940",16,16.0,"","","",64,128.0,"","","",0.00815836453111223,2,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15241359174251556,54.70317077636719,0.5980084538459778,0.6232351064682007,0.6514237523078918,-0.26220500469207764,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11107077449560165,"","","PRUNED"
27,0.10935403406620026,"2025-05-16 21:30:12.451975","2025-05-16 21:30:12.871074","0 days 00:00:00.419099",80,48.0,80.0,"","",176,"","","","",0.017904986727091187,3,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.17453603446483612,66.93718719482422,0.48456910252571106,0.5587883591651917,0.6859797239303589,-0.45097601413726807,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10935403406620026,"","","PRUNED"
28,0.10562842339277267,"2025-05-16 21:30:12.871338","2025-05-16 21:30:16.705044","0 days 00:00:03.833706",144,208.0,16.0,48.0,"",208,"","","","",0.003125741890390516,4,1,"","","","","","",0.11883088946342468,380.6676025390625,0.6534252166748047,0.738766074180603,0.6633884310722351,0.22920292615890503,0.23337745666503906,6396.96435546875,0.8413479328155518,0.6481339931488037,0.6047936677932739,-0.554326057434082,0.1959831714630127,227.0516815185547,0.521808922290802,0.5927582383155823,0.42945680022239685,-0.18905270099639893,0.18211732804775238,64.98311614990234,0.2676764726638794,0.20831716060638428,0.2910520136356354,-0.3945564031600952,0.12067042291164398,215.00775146484375,0.15806229412555695,0.1627212017774582,0.23117564618587494,-0.04213762283325195,0.12220678478479385,89.41838836669922,0.19948671758174896,0.19654804468154907,0.2252093106508255,-0.20659947395324707,0.23966506123542786,189.32359313964844,0.16846780478954315,0.27136489748954773,0.2479047179222107,-0.32687532901763916,"","","","","","",0.14857950806617737,59.657127380371094,0.8373662829399109,0.7256779670715332,0.7153279185295105,-0.05564713478088379,0.16213318705558777,591.2559814453125,0.899749219417572,0.8854163289070129,0.9449559450149536,0.2620121240615845,0.16823451220989227,80.66320037841797,0.8561795353889465,0.7935465574264526,0.7481333017349243,-0.4263427257537842,0.13416126370429993,75.76457214355469,0.7725911140441895,0.6919168829917908,0.6653746962547302,0.22751623392105103,0.10236065089702606,27086.42578125,0.22637343406677246,0.2691265642642975,0.4008416533470154,-0.10989189147949219,0.10679584741592407,313.65216064453125,0.1717260479927063,0.15778693556785583,0.2611328959465027,-0.32178354263305664,0.13627661764621735,367.1288146972656,0.721827507019043,0.5656270980834961,0.6319320201873779,0.1601724624633789,0.0865284726023674,1145.029296875,0.6182301640510559,0.4840109944343567,0.31540825963020325,0.12097090482711792,0.13669952750205994,410.4209899902344,0.4344010353088379,0.49877843260765076,0.5671239495277405,0.0636630654335022,"",0.10153927654027939,0.10448914766311646,0.10562842339277267,"PRUNED"
29,0.11266561597585678,"2025-05-16 21:30:16.705388","2025-05-16 21:30:17.280224","0 days 00:00:00.574836",32,80.0,112.0,144.0,16.0,224,224.0,"","","",0.0014969568475338248,5,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16228333115577698,55.869529724121094,0.37733542919158936,0.4669714570045471,0.6503279209136963,-0.4703807830810547,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11266561597585678,"","","PRUNED"
30,0.11678420007228851,"2025-05-16 21:30:17.280502","2025-05-16 21:30:18.027685","0 days 00:00:00.747183",80,112.0,208.0,192.0,192.0,192,32.0,144.0,"","",0.0004037599794857751,5,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15156708657741547,48.07112503051758,0.37198302149772644,0.38446366786956787,0.5764486193656921,-0.42877495288848877,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11678420007228851,"","","PRUNED"
31,0.11237453669309616,"2025-05-16 21:30:18.027966","2025-05-16 21:30:18.496869","0 days 00:00:00.468903",96,"","","","",256,112.0,"","","",0.004541688918438864,1,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16813020408153534,60.38669204711914,0.6850297451019287,0.6505154371261597,0.6777610182762146,-0.4509260654449463,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11237453669309616,"","","PRUNED"
32,0.1109781414270401,"2025-05-16 21:30:18.497144","2025-05-16 21:30:19.216098","0 days 00:00:00.718954",48,"","","","",240,96.0,256.0,16.0,"",0.007493319702066309,1,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15372015535831451,51.12525939941406,0.6722115278244019,0.6528444886207581,0.6947669386863708,-0.36608994007110596,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1109781414270401,"","","PRUNED"
33,0.10972849279642105,"2025-05-16 21:30:19.216376","2025-05-16 21:30:19.686214","0 days 00:00:00.469838",112,"","","","",240,128.0,"","","",0.0010833461975231246,1,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15179844200611115,54.486610412597656,0.70826256275177,0.6755471229553223,0.6910544633865356,-0.2374880313873291,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10972849279642105,"","","PRUNED"
34,0.128923237323761,"2025-05-16 21:30:19.686505","2025-05-16 21:30:20.295591","0 days 00:00:00.609086",96,"","","","",224,64.0,192.0,"","",0.043146032770922466,1,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.2295544445514679,91.10429382324219,0.3079359233379364,0.3392367362976074,0.38500848412513733,-1.2367920875549316,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.128923237323761,"","","PRUNED"
35,0.11008460074663162,"2025-05-16 21:30:20.295849","2025-05-16 21:30:21.310630","0 days 00:00:01.014781",64,144.0,"","","",160,"","","","",0.002094687100407627,2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1457284539937973,60.35306930541992,0.7862356901168823,0.6726329326629639,0.7531191110610962,0.0034621357917785645,0.1763858050107956,1237.474365234375,0.7796347737312317,0.7866475582122803,0.8746863007545471,0.08658897876739502,0.1649344116449356,81.50912475585938,0.7201124429702759,0.7055888772010803,0.7032598853111267,-0.44252824783325195,0.12468372285366058,67.73748016357422,0.8476448655128479,0.7646462321281433,0.7955513596534729,0.3042246699333191,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10691404342651367,0.11008460074663162,"","PRUNED"
36,0.11246731877326965,"2025-05-16 21:30:21.310884","2025-05-16 21:30:22.332681","0 days 00:00:01.021797",32,"","","","",256,224.0,112.0,256.0,256.0,0.0012274018451909848,1,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1522124707698822,51.671226501464844,0.8326207399368286,0.7337729334831238,0.7031691074371338,-0.3170236349105835,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11246731877326965,"","","PRUNED"
37,0.10994876176118851,"2025-05-16 21:30:22.332940","2025-05-16 21:30:23.650935","0 days 00:00:01.317995",96,112.0,"","","",144,96.0,"","","",0.003704217608874215,2,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14708451926708221,57.35038375854492,0.8244389891624451,0.7463645339012146,0.7427092790603638,-0.09674084186553955,0.20014186203479767,1378.1805419921875,0.6093432903289795,0.6321695446968079,0.8288845419883728,-0.18224120140075684,0.18287226557731628,84.98846435546875,0.6101611852645874,0.6033886671066284,0.6202037334442139,-0.8019030094146729,0.13581141829490662,53.54997634887695,0.8108246922492981,0.7614425420761108,0.7914564609527588,0.0040013790130615234,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10867641121149063,0.10994876176118851,"","PRUNED"
38,0.15361685218179927,"2025-05-16 21:30:23.651193","2025-05-16 21:30:27.356819","0 days 00:00:03.705626",128,48.0,160.0,"","",240,"","","","",0.004832590338337786,3,1,0.15361685218179927,2411.8344870174633,0.4053511825554511,0.4225464125766474,0.4497320485465667,-0.1222772668389713,0.13375964760780334,548.1116943359375,0.6201124787330627,0.6439990401268005,0.5950520634651184,0.18872427940368652,0.19808845221996307,4526.51171875,0.5873981714248657,0.5706337690353394,0.5698294043540955,-0.07063698768615723,0.20102857053279877,316.0477600097656,0.18654926121234894,0.17516236007213593,0.18950830399990082,-0.08158838748931885,0.18407849967479706,89.40965270996094,0.10450625419616699,0.12739068269729614,0.17995192110538483,-0.2973710298538208,0.12679420411586761,236.97665405273438,0.11314012110233307,0.15207256376743317,0.1955767273902893,-0.05141913890838623,0.11406493932008743,105.28582000732422,0.519410252571106,0.4814997911453247,0.46023884415626526,0.030051887035369873,0.24098356068134308,199.8302459716797,0.06707007437944412,0.07065369933843613,0.10154391825199127,-0.31024372577667236,0.13661399483680725,266.57568359375,0.46880942583084106,0.46410277485847473,0.42456555366516113,-0.1779423952102661,0.15704502165317535,62.360687255859375,0.7124399542808533,0.6568114757537842,0.703921914100647,-0.18333518505096436,0.1873578578233719,1323.861572265625,0.7219268083572388,0.7681469321250916,0.8741436004638672,0.11205583810806274,0.1757543832063675,82.26732635498047,0.7932978272438049,0.7508126497268677,0.7378227114677429,-0.6347588300704956,0.15555329620838165,82.53239440917969,0.3816796541213989,0.5229848623275757,0.6627139449119568,-0.23069846630096436,0.10214608907699585,30488.693359375,0.3857734501361847,0.33224964141845703,0.2894897758960724,-0.21089768409729004,0.10437901318073273,504.5193786621094,0.24131803214550018,0.26102495193481445,0.3036556541919708,-0.20834600925445557,0.1420677751302719,249.4814453125,0.35615792870521545,0.4613643288612366,0.5282900333404541,0.014083623886108398,0.10082142055034637,1301.0950927734375,0.15245380997657776,0.20442059636116028,0.16518571972846985,-0.008394956588745117,0.15094976127147675,617.6257934570312,0.4789265990257263,0.5399588942527771,0.6639547348022461,0.042003631591796875,10.0,0.10505261272192001,0.10372743010520935,0.10088517516851425,"COMPLETE"
39,0.12446503341197968,"2025-05-16 21:30:27.357268","2025-05-16 21:30:28.067640","0 days 00:00:00.710372",208,"","","","",208,32.0,208.0,16.0,"",0.014917359362210367,1,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14437812566757202,43.51549530029297,0.5845510363578796,0.5295307040214539,0.7146244049072266,-0.3980525732040405,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12446503341197968,"","","PRUNED"
40,0.11059661954641342,"2025-05-16 21:30:28.067914","2025-05-16 21:30:28.783486","0 days 00:00:00.715572",160,240.0,128.0,"","",112,144.0,160.0,"","",0.0007411835554232226,3,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1423778533935547,55.190032958984375,0.7242490649223328,0.6905649304389954,0.6959691643714905,-0.061466336250305176,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11059661954641342,"","","PRUNED"
41,0.11460841447114944,"2025-05-16 21:30:28.783749","2025-05-16 21:30:29.236599","0 days 00:00:00.452850",64,192.0,176.0,112.0,16.0,80,"","","","",0.0015828128248265218,5,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16949541866779327,60.520965576171875,0.6566290259361267,0.6162145733833313,0.6873664259910583,-0.47152459621429443,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11460841447114944,"","","PRUNED"
42,0.11324582993984222,"2025-05-16 21:30:29.236876","2025-05-16 21:30:30.354042","0 days 00:00:01.117166",48,176.0,192.0,48.0,80.0,112,"","","","",0.0031046253451331727,5,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16075186431407928,59.45272445678711,0.7594246864318848,0.7071588635444641,0.7119065523147583,-0.3468281030654907,0.1869385540485382,1485.8748779296875,0.5179029703140259,0.6767325401306152,0.792319118976593,-0.0074656009674072266,0.17069339752197266,75.62627410888672,0.34276315569877625,0.4917844235897064,0.5682944059371948,-0.7098003625869751,0.15306583046913147,78.00955963134766,0.45952871441841125,0.5867919921875,0.6850996613502502,-0.13911759853363037,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10602793842554092,0.11324582993984222,"","PRUNED"
43,0.10949507355690002,"2025-05-16 21:30:30.354308","2025-05-16 21:30:30.816338","0 days 00:00:00.462030",64,224.0,208.0,128.0,"",48,"","","","",0.0019114055105357063,4,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16791702806949615,63.71882629394531,0.6491574645042419,0.6698317527770996,0.699431836605072,-0.34397614002227783,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10949507355690002,"","","PRUNED"
44,0.11050329357385635,"2025-05-16 21:30:30.816596","2025-05-16 21:30:31.390256","0 days 00:00:00.573660",80,160.0,160.0,96.0,64.0,128,80.0,"","","",0.0062132842813495855,5,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15301935374736786,60.83554458618164,0.5668039321899414,0.5913630723953247,0.6884668469429016,-0.16943109035491943,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11050329357385635,"","","PRUNED"
45,0.11450120806694031,"2025-05-16 21:30:31.390553","2025-05-16 21:30:31.864221","0 days 00:00:00.473668",16,240.0,192.0,160.0,"",144,"","","","",0.0005204459626730986,4,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16610196232795715,60.416812896728516,0.7895939350128174,0.6909158825874329,0.7435328364372253,-0.3988083600997925,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11450120806694031,"","","PRUNED"
46,0.11733758449554443,"2025-05-16 21:30:31.864474","2025-05-16 21:30:32.288153","0 days 00:00:00.423679",32,32.0,64.0,48.0,176.0,96,"","","","",0.0009669743753715106,5,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1743398904800415,62.68659973144531,0.6510022282600403,0.5527472496032715,0.6600587964057922,-0.5712624788284302,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11733758449554443,"","","PRUNED"
47,0.11340636014938354,"2025-05-16 21:30:32.288414","2025-05-16 21:30:33.943667","0 days 00:00:01.655253",112,208.0,240.0,208.0,"",256,192.0,"","","",0.0029491927165916794,4,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15836533904075623,60.32079315185547,0.7592509388923645,0.6950622200965881,0.7312118411064148,-0.2668389081954956,0.22009152173995972,3040.71875,0.4262809157371521,0.5723671913146973,0.7552794218063354,-0.16236984729766846,0.1359945386648178,76.24766540527344,0.8107404112815857,0.7587794661521912,0.7873682975769043,0.09460222721099854,0.1345541924238205,63.97561264038086,0.6988241672515869,0.671611487865448,0.7389214634895325,0.10774350166320801,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10772617161273956,0.11340636014938354,"","PRUNED"
48,0.11997994780540466,"2025-05-16 21:30:33.943938","2025-05-16 21:30:34.620189","0 days 00:00:00.676251",240,128.0,112.0,256.0,64.0,192,224.0,"","","",0.000242905723118317,5,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16069653630256653,53.1081428527832,0.3328177034854889,0.4551249146461487,0.5856717824935913,-0.4729074239730835,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11997994780540466,"","","PRUNED"
49,0.1116219013929367,"2025-05-16 21:30:34.620457","2025-05-16 21:30:35.349846","0 days 00:00:00.729389",48,160.0,192.0,112.0,"",96,16.0,112.0,"","",0.0015865202214923255,4,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15907210111618042,53.791194915771484,0.38376834988594055,0.410427987575531,0.5207470655441284,-0.4565967321395874,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1116219013929367,"","","PRUNED"
50,0.12893427908420563,"2025-05-16 21:30:35.350149","2025-05-16 21:30:35.890221","0 days 00:00:00.540072",80,96.0,144.0,144.0,224.0,224,"","","","",0.09724837193462757,5,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1926720291376114,67.13615417480469,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.871289849281311,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12893427908420563,"","","PRUNED"
