"number","value","datetime_start","datetime_complete","duration","params_decoder_layer_width_0","params_decoder_layer_width_1","params_decoder_layer_width_2","params_decoder_layer_width_3","params_decoder_layer_width_4","params_encoder_layer_width_0","params_encoder_layer_width_1","params_encoder_layer_width_2","params_encoder_layer_width_3","params_encoder_layer_width_4","params_lr","params_n_decoder_layers","params_n_encoder_layers","user_attrs_avg_mae","user_attrs_avg_mape","user_attrs_avg_ndcg10","user_attrs_avg_ndcg20","user_attrs_avg_ndcg50","user_attrs_avg_r2","user_attrs_fold10_mae","user_attrs_fold10_mape","user_attrs_fold10_ndcg10","user_attrs_fold10_ndcg20","user_attrs_fold10_ndcg50","user_attrs_fold10_r2","user_attrs_fold11_mae","user_attrs_fold11_mape","user_attrs_fold11_ndcg10","user_attrs_fold11_ndcg20","user_attrs_fold11_ndcg50","user_attrs_fold11_r2","user_attrs_fold12_mae","user_attrs_fold12_mape","user_attrs_fold12_ndcg10","user_attrs_fold12_ndcg20","user_attrs_fold12_ndcg50","user_attrs_fold12_r2","user_attrs_fold13_mae","user_attrs_fold13_mape","user_attrs_fold13_ndcg10","user_attrs_fold13_ndcg20","user_attrs_fold13_ndcg50","user_attrs_fold13_r2","user_attrs_fold14_mae","user_attrs_fold14_mape","user_attrs_fold14_ndcg10","user_attrs_fold14_ndcg20","user_attrs_fold14_ndcg50","user_attrs_fold14_r2","user_attrs_fold15_mae","user_attrs_fold15_mape","user_attrs_fold15_ndcg10","user_attrs_fold15_ndcg20","user_attrs_fold15_ndcg50","user_attrs_fold15_r2","user_attrs_fold16_mae","user_attrs_fold16_mape","user_attrs_fold16_ndcg10","user_attrs_fold16_ndcg20","user_attrs_fold16_ndcg50","user_attrs_fold16_r2","user_attrs_fold17_mae","user_attrs_fold17_mape","user_attrs_fold17_ndcg10","user_attrs_fold17_ndcg20","user_attrs_fold17_ndcg50","user_attrs_fold17_r2","user_attrs_fold1_mae","user_attrs_fold1_mape","user_attrs_fold1_ndcg10","user_attrs_fold1_ndcg20","user_attrs_fold1_ndcg50","user_attrs_fold1_r2","user_attrs_fold2_mae","user_attrs_fold2_mape","user_attrs_fold2_ndcg10","user_attrs_fold2_ndcg20","user_attrs_fold2_ndcg50","user_attrs_fold2_r2","user_attrs_fold3_mae","user_attrs_fold3_mape","user_attrs_fold3_ndcg10","user_attrs_fold3_ndcg20","user_attrs_fold3_ndcg50","user_attrs_fold3_r2","user_attrs_fold4_mae","user_attrs_fold4_mape","user_attrs_fold4_ndcg10","user_attrs_fold4_ndcg20","user_attrs_fold4_ndcg50","user_attrs_fold4_r2","user_attrs_fold5_mae","user_attrs_fold5_mape","user_attrs_fold5_ndcg10","user_attrs_fold5_ndcg20","user_attrs_fold5_ndcg50","user_attrs_fold5_r2","user_attrs_fold6_mae","user_attrs_fold6_mape","user_attrs_fold6_ndcg10","user_attrs_fold6_ndcg20","user_attrs_fold6_ndcg50","user_attrs_fold6_r2","user_attrs_fold7_mae","user_attrs_fold7_mape","user_attrs_fold7_ndcg10","user_attrs_fold7_ndcg20","user_attrs_fold7_ndcg50","user_attrs_fold7_r2","user_attrs_fold8_mae","user_attrs_fold8_mape","user_attrs_fold8_ndcg10","user_attrs_fold8_ndcg20","user_attrs_fold8_ndcg50","user_attrs_fold8_r2","user_attrs_fold9_mae","user_attrs_fold9_mape","user_attrs_fold9_ndcg10","user_attrs_fold9_ndcg20","user_attrs_fold9_ndcg50","user_attrs_fold9_r2","user_attrs_pca_components","system_attrs_completed_rung_0","system_attrs_completed_rung_1","system_attrs_completed_rung_2","state"
51,0.15165375611361334,"2025-05-16 21:30:35.890503","2025-05-16 21:30:39.510055","0 days 00:00:03.619552",128,32.0,160.0,"","",240,"","","","",0.0048728052661772304,3,1,0.15165375611361334,3795.1304933884567,0.4767483411466374,0.4856096996980555,0.5018511440824059,-0.12969091359306784,0.12062341719865799,475.8250732421875,0.4239403307437897,0.5223678946495056,0.5941895246505737,0.1576707363128662,0.2424718290567398,7093.68359375,0.17368276417255402,0.42310068011283875,0.49002134799957275,-0.8248124122619629,0.1973210722208023,250.99266052246094,0.38084840774536133,0.269180566072464,0.23516887426376343,-0.1563330888748169,0.19975526630878448,83.35501861572266,0.14625224471092224,0.13479208946228027,0.21832917630672455,-0.5319859981536865,0.11792290210723877,189.6099395751953,0.30643603205680847,0.29157575964927673,0.3010478913784027,-0.04299044609069824,0.14071577787399292,172.17938232421875,0.37611499428749084,0.5435278415679932,0.5228287577629089,-0.11437118053436279,0.23392294347286224,166.2505340576172,0.7316384315490723,0.5679043531417847,0.49082404375076294,-0.29147791862487793,0.13382962346076965,260.3904724121094,0.28865867853164673,0.31261155009269714,0.38196632266044617,-0.1558438539505005,0.14999066293239594,62.82846450805664,0.7992941737174988,0.7012088298797607,0.704454243183136,-0.0384523868560791,0.18962155282497406,1292.1588134765625,0.728917121887207,0.7150872349739075,0.8436529040336609,-0.03224921226501465,0.15755333006381989,79.45761108398438,0.8116093277931213,0.7672168016433716,0.7696213722229004,-0.1584479808807373,0.13746820390224457,73.66161346435547,0.577024519443512,0.6557294726371765,0.6792691946029663,0.11921125650405884,0.09802775830030441,52532.62890625,0.4406017065048218,0.5301894545555115,0.5069459080696106,0.008394956588745117,0.10103433579206467,371.62542724609375,0.3106137216091156,0.34313470125198364,0.38417065143585205,-0.17615020275115967,0.13972729444503784,212.75169372558594,0.5147976279258728,0.6035919785499573,0.6092392802238464,0.034668028354644775,0.08624707907438278,909.2930908203125,0.6222538352012634,0.4620308578014374,0.3218519985675812,-0.016634225845336914,0.13188080489635468,290.5260925292969,0.4720378816127777,0.41211482882499695,0.47788795828819275,0.015058398246765137,10.0,0.1034468337893486,0.10578840225934982,0.10227035731077194,"COMPLETE"
52,0.1093909814953804,"2025-05-16 21:30:39.510478","2025-05-16 21:30:39.969558","0 days 00:00:00.459080",160,16.0,160.0,"","",240,"","","","",0.004179880022468981,3,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13781219720840454,58.73407745361328,0.8520904779434204,0.7166174650192261,0.7252658605575562,0.10562074184417725,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1093909814953804,"","","PRUNED"
53,0.1080026626586914,"2025-05-16 21:30:39.969818","2025-05-16 21:30:43.174257","0 days 00:00:03.204439",128,32.0,"","","",176,"","","","",0.009255397407958593,2,1,"","","","","","",0.1199042871594429,444.16314697265625,0.35169529914855957,0.5067065358161926,0.5476346611976624,0.09408116340637207,0.22678157687187195,5592.92529296875,0.8164859414100647,0.698143720626831,0.6723791360855103,-0.32582974433898926,0.20188157260417938,317.6465148925781,0.21017776429653168,0.22519390285015106,0.19157059490680695,-0.07994592189788818,0.19438594579696655,87.79206848144531,0.13309156894683838,0.1925283521413803,0.1921090930700302,-0.4239884614944458,0.1165161281824112,186.9988555908203,0.11733348667621613,0.20090413093566895,0.27518048882484436,-0.04888641834259033,0.11459865421056747,85.99250030517578,0.3555867373943329,0.3823051154613495,0.40474674105644226,-0.03959953784942627,0.24043431878089905,210.43765258789062,0.19457592070102692,0.18264980614185333,0.24091695249080658,-0.29172074794769287,"","","","","","",0.16140957176685333,58.90749740600586,0.6940786838531494,0.6316484212875366,0.7069668769836426,-0.34358537197113037,0.18644075095653534,1141.1202392578125,0.7575139999389648,0.8641170263290405,0.8971571922302246,0.050710976123809814,0.1704653948545456,80.08039855957031,0.7417082786560059,0.6804481744766235,0.693655252456665,-0.5638705492019653,0.14988678693771362,75.19933319091797,0.5454551577568054,0.5128229260444641,0.6663597226142883,-0.07761693000793457,0.10080523043870926,39562.53125,0.39399152994155884,0.4353449046611786,0.4070858061313629,-0.016480445861816406,0.11615341901779175,405.3088073730469,0.32731205224990845,0.27793580293655396,0.2899937927722931,-0.4847068786621094,0.14109736680984497,263.00738525390625,0.45681506395339966,0.622863233089447,0.5911267399787903,0.0518375039100647,0.09105240553617477,1240.0980224609375,0.6013042330741882,0.46631094813346863,0.3339885175228119,0.060561537742614746,0.11447196453809738,370.04437255859375,0.7780486941337585,0.7579045295715332,0.6748940348625183,0.2998403310775757,"",0.1011861190199852,0.10481256991624832,0.1080026626586914,"PRUNED"
54,0.11387559026479721,"2025-05-16 21:30:43.174560","2025-05-16 21:30:44.067725","0 days 00:00:00.893165",144,64.0,176.0,32.0,"",256,176.0,224.0,176.0,"",0.0058908794573483605,4,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13998818397521973,43.85036087036133,0.5450713038444519,0.5097720623016357,0.6214075684547424,-0.3103858232498169,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11387559026479721,"","","PRUNED"
55,0.1263897716999054,"2025-05-16 21:30:44.067999","2025-05-16 21:30:44.481284","0 days 00:00:00.413285",96,64.0,128.0,"","",160,"","","","",0.02517671138438031,3,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.183810755610466,61.37763214111328,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.7929888963699341,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1263897716999054,"","","PRUNED"
56,0.11435741186141968,"2025-05-16 21:30:44.481625","2025-05-16 21:30:45.009713","0 days 00:00:00.528088",176,16.0,"","","",224,112.0,"","","",0.0027208282998148555,2,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13901786506175995,52.02212905883789,0.8615309000015259,0.7386711835861206,0.7601738572120667,-0.029600977897644043,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11435741186141968,"","","PRUNED"
57,0.15520844740026138,"2025-05-16 21:30:45.009997","2025-05-16 21:30:49.548071","0 days 00:00:04.538074",256,192.0,224.0,96.0,"",240,"","","","",0.0020459583604083066,4,1,0.15520844740026138,2140.2264220293832,0.48546259631128874,0.4855686097460635,0.4973163823871052,-0.1256284994237563,0.12644846737384796,474.0513916015625,0.4535835385322571,0.642678439617157,0.5725820064544678,0.20530521869659424,0.24402585625648499,6361.4873046875,0.9006539583206177,0.7698591351509094,0.6848158240318298,-0.5150331258773804,0.19644086062908173,231.5662384033203,0.1358496993780136,0.13622933626174927,0.15295015275478363,-0.18010318279266357,0.2046392858028412,70.28507232666016,0.08437386155128479,0.10582419484853745,0.1813811957836151,-0.6217222213745117,0.12755905091762543,237.26373291015625,0.17910310626029968,0.18142680823802948,0.20663809776306152,-0.05647552013397217,0.11561039835214615,103.96736907958984,0.5865983963012695,0.5973402261734009,0.5645228624343872,0.03011077642440796,0.23934832215309143,208.23635864257812,0.3093172013759613,0.2607920467853546,0.23706689476966858,-0.29170894622802734,0.16422796249389648,331.9683532714844,0.28800147771835327,0.3475618064403534,0.3865613043308258,-0.5193830728530884,0.15697786211967468,62.576454162597656,0.6551008224487305,0.6709978580474854,0.7094380259513855,-0.17466413974761963,0.177168071269989,454.830322265625,0.6905643343925476,0.7508364319801331,0.8421424031257629,0.07000082731246948,0.16555266082286835,88.98973083496094,0.8342390060424805,0.7890437841415405,0.7742924690246582,-0.1991666555404663,0.1479116678237915,84.84245300292969,0.5262205004692078,0.48997196555137634,0.6993528008460999,0.08062821626663208,0.1012759581208229,24839.525390625,0.3994002342224121,0.39693111181259155,0.3766399621963501,-0.15283417701721191,0.10498441755771637,391.19757080078125,0.29534339904785156,0.30964013934135437,0.32489120960235596,-0.2270432710647583,0.13756634294986725,280.1809997558594,0.5707303881645203,0.5592867732048035,0.6646165251731873,0.12562167644500732,0.10716990381479263,1643.9666748046875,0.6259394288063049,0.4682941734790802,0.34858566522598267,-0.09051501750946045,0.1216365173459053,518.9137573242188,0.7178447842597961,0.7779521346092224,0.7279011011123657,0.38129812479019165,10.0,0.09805314987897873,0.09914141893386841,0.0996597483754158,"COMPLETE"
58,0.10618869960308075,"2025-05-16 21:30:49.548507","2025-05-16 21:30:53.063685","0 days 00:00:03.515178",64,32.0,144.0,"","",208,"","","","",0.011008347982409761,3,1,"","","","","","",0.13097359240055084,331.5509338378906,0.5252799391746521,0.45618197321891785,0.45032450556755066,-0.04450428485870361,0.21349476277828217,5404.7412109375,0.9444001913070679,0.7958372235298157,0.750145673751831,-0.455999493598938,0.19695629179477692,244.9210205078125,0.44047805666923523,0.484853059053421,0.32498711347579956,-0.1741795539855957,0.18967293202877045,80.3165283203125,0.11173379421234131,0.11395958065986633,0.21264883875846863,-0.39711642265319824,0.12092702090740204,206.2257080078125,0.10290417820215225,0.20152656733989716,0.23997724056243896,-0.037262558937072754,0.11879566311836243,80.27899932861328,0.3868614733219147,0.3335787057876587,0.38617217540740967,-0.1674501895904541,0.2401789128780365,193.86839294433594,0.8373007774353027,0.7129808068275452,0.4723055958747864,-0.316713809967041,"","","","","","",0.16714145243167877,66.3322982788086,0.38523903489112854,0.4834515452384949,0.6363458037376404,-0.3729434013366699,0.20986855030059814,1023.1798095703125,0.5944817066192627,0.5934408903121948,0.8122764229774475,-0.2904846668243408,0.16954751312732697,72.8009033203125,0.630913257598877,0.6144101619720459,0.6145523190498352,-0.7057313919067383,0.14255701005458832,89.3018569946289,0.8339688181877136,0.7491192817687988,0.7937288880348206,0.11133158206939697,0.08958009630441666,22311.953125,0.7565650343894958,0.6464871764183044,0.5757958889007568,0.09517449140548706,0.1105547621846199,240.40159606933594,0.264279305934906,0.2547116279602051,0.2586086094379425,-0.4619182348251343,0.14079827070236206,330.8262939453125,0.3573552966117859,0.42621904611587524,0.5681885480880737,0.07085323333740234,0.09793439507484436,1479.12939453125,0.5168276429176331,0.44750091433525085,0.422131210565567,0.023626506328582764,0.22465164959430695,532.2650146484375,0.421996533870697,0.36439573764801025,0.36611104011535645,-1.359384298324585,"",0.10460693389177322,0.10380185395479202,0.10618869960308075,"PRUNED"
59,0.1286907196044922,"2025-05-16 21:30:53.064006","2025-05-16 21:30:53.708998","0 days 00:00:00.644992",16,240.0,256.0,80.0,128.0,144,64.0,"","","",0.038434048473468076,5,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1923067271709442,66.89874267578125,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.8679889440536499,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1286907196044922,"","","PRUNED"
60,0.11042465269565582,"2025-05-16 21:30:53.709262","2025-05-16 21:30:54.735233","0 days 00:00:01.025971",192,64.0,"","","",192,"","","","",0.0012039032561705122,2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.165821835398674,59.847442626953125,0.6475005745887756,0.6293083429336548,0.6931352019309998,-0.4156334400177002,0.15955938398838043,864.38427734375,0.8501358032226562,0.9077439904212952,0.9398052096366882,0.24947410821914673,0.16212691366672516,71.43466186523438,0.8158835172653198,0.7695494294166565,0.7369744777679443,-0.5289713144302368,0.1333458572626114,58.12244415283203,0.7180477976799011,0.7288780808448792,0.7839367985725403,0.04193490743637085,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.101186603307724,0.11042465269565582,"","PRUNED"
61,0.14808540265349782,"2025-05-16 21:30:54.735525","2025-05-16 21:30:58.248879","0 days 00:00:03.513354",128,48.0,160.0,"","",240,"","","","",0.004311339942412007,3,1,0.14808540265349782,2420.255044151755,0.5435367796350928,0.5113698463229572,0.5201248947311851,-0.061675183913286996,0.13021868467330933,483.5470275878906,0.4125012457370758,0.47027966380119324,0.5413737297058105,0.092060387134552,0.23148036003112793,5507.4248046875,0.7866297364234924,0.7139649987220764,0.673180341720581,-0.34327995777130127,0.19495820999145508,222.25088500976562,0.990272045135498,0.6466047763824463,0.41095033288002014,-0.18670344352722168,0.19230712950229645,91.29530334472656,0.11327645182609558,0.13724975287914276,0.1863299459218979,-0.418609619140625,0.11694900691509247,192.91419982910156,0.16797274351119995,0.1875147968530655,0.22161130607128143,-0.029394984245300293,0.12819738686084747,103.52384948730469,0.3456728756427765,0.40047359466552734,0.37653660774230957,-0.2060546875,0.23379157483577728,190.13067626953125,0.7291259765625,0.6664961576461792,0.5381752848625183,-0.25312817096710205,0.1262735277414322,239.186767578125,0.31755274534225464,0.27454596757888794,0.3794693052768707,-0.07309925556182861,0.14806285500526428,58.03378677368164,0.7926528453826904,0.7164694666862488,0.7438252568244934,-0.06141948699951172,0.18568703532218933,489.55194091796875,0.7201727032661438,0.7205381393432617,0.8385422825813293,0.036060988903045654,0.14330324530601501,91.57669830322266,0.7870453596115112,0.7577423453330994,0.7649725675582886,0.04525864124298096,0.13534197211265564,61.81523132324219,0.5575697422027588,0.6460312008857727,0.7441154718399048,0.0592268705368042,0.09853583574295044,30934.505859375,0.4695951044559479,0.47264277935028076,0.5141573548316956,-0.04363560676574707,0.10167338699102402,441.68902587890625,0.3091234564781189,0.29004383087158203,0.33697187900543213,-0.15065574645996094,0.1376703977584839,242.10267639160156,0.7091509103775024,0.6369142532348633,0.6148346662521362,0.06612271070480347,0.10714533179998398,1519.730712890625,0.06646181643009186,0.08924447000026703,0.1747596561908722,-0.04797959327697754,0.10585590451955795,275.0563049316406,0.9653494954109192,0.8665311932563782,0.7823172211647034,0.466752827167511,10.0,0.10126037895679474,0.10127090662717819,0.10125875473022461,"COMPLETE"
62,0.10883384197950363,"2025-05-16 21:30:58.249326","2025-05-16 21:30:59.289531","0 days 00:00:01.040205",128,32.0,160.0,"","",240,"","","","",0.006049906688434304,3,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14713698625564575,59.9403190612793,0.8553670644760132,0.724144697189331,0.7509535551071167,-0.014201164245605469,0.19844482839107513,1527.5823974609375,0.6678848266601562,0.7086131572723389,0.8549208641052246,-0.011696696281433105,0.17049387097358704,74.32808685302734,0.20604388415813446,0.2504962384700775,0.46034324169158936,-0.7800660133361816,0.14030776917934418,67.9859848022461,0.5719224214553833,0.5663551688194275,0.643889844417572,-0.06305217742919922,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10394927859306335,0.10883384197950363,"","PRUNED"
63,0.1488667187445304,"2025-05-16 21:30:59.289804","2025-05-16 21:31:02.834013","0 days 00:00:03.544209",112,48.0,176.0,"","",256,"","","","",0.003827474824379418,3,1,0.1488667187445304,2011.431059669046,0.5217560108970193,0.4809130123432945,0.4828189138103934,-0.0802923651302562,0.1272575557231903,473.62109375,0.4305865168571472,0.4993850588798523,0.547687828540802,0.1329934000968933,0.18663914501667023,4183.11572265625,0.7199939489364624,0.6592416763305664,0.6261464953422546,0.04606187343597412,0.197577103972435,262.86407470703125,0.1838422417640686,0.17543189227581024,0.270372211933136,-0.15159964561462402,0.1906183809041977,77.7940902709961,0.11123035848140717,0.115791916847229,0.20458990335464478,-0.41528451442718506,0.13753880560398102,303.3442077636719,0.13820888102054596,0.15935134887695312,0.23252008855342865,-0.04919445514678955,0.12715065479278564,113.8062973022461,0.54660564661026,0.4689323306083679,0.40217429399490356,-0.13116121292114258,0.23953504860401154,171.54586791992188,0.356513649225235,0.28277990221977234,0.19520871341228485,-0.3480534553527832,0.12250111997127533,223.82846069335938,0.339170902967453,0.3291749358177185,0.3265122175216675,-0.06256067752838135,0.1588962972164154,57.883907318115234,0.732520580291748,0.6492777466773987,0.6669565439224243,-0.34271347522735596,0.1817912757396698,899.2843627929688,0.8097860813140869,0.785678505897522,0.9033828377723694,0.11690616607666016,0.1634407490491867,77.63548278808594,0.831626832485199,0.7640764713287354,0.7289465665817261,-0.3886599540710449,0.13676831126213074,78.12260437011719,0.7498204112052917,0.7140506505966187,0.7223960161209106,0.1750248670578003,0.10007971525192261,24467.359375,0.33701035380363464,0.2934403121471405,0.30205684900283813,-0.17148756980895996,0.10956553369760513,412.16632080078125,0.33900949358940125,0.31596603989601135,0.3125222325325012,-0.26791703701019287,0.13420793414115906,272.3428649902344,0.7613251209259033,0.7225664854049683,0.6778379082679749,0.10799902677536011,0.11069062352180481,1784.659912109375,0.6360138654708862,0.46326613426208496,0.3391149044036865,-0.04539954662322998,0.10647596418857574,334.953369140625,0.8465873003005981,0.7771098017692566,0.7494959235191345,0.430076003074646,10.0,0.10007286816835403,0.10350199043750763,0.09998222440481186,"COMPLETE"
64,0.12900926172733307,"2025-05-16 21:31:02.834465","2025-05-16 21:31:03.289441","0 days 00:00:00.454976",112,96.0,176.0,"","",256,"","","","",0.06906114013752479,3,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.18225465714931488,60.36637878417969,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.7796188592910767,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12900926172733307,"","","PRUNED"
65,0.11182031035423279,"2025-05-16 21:31:03.289707","2025-05-16 21:31:03.762738","0 days 00:00:00.473031",96,80.0,192.0,80.0,"",256,"","","","",0.0024707196056498633,4,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15268629789352417,63.21874237060547,0.7131063342094421,0.6524084210395813,0.6814027428627014,-0.08240461349487305,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11182031035423279,"","","PRUNED"
66,0.10920986533164978,"2025-05-16 21:31:03.762998","2025-05-16 21:31:04.315893","0 days 00:00:00.552895",144,48.0,"","","",224,208.0,"","","",0.003570194607184105,2,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15673242509365082,58.639854431152344,0.5819231867790222,0.6258723139762878,0.6547214984893799,-0.28781843185424805,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10920986533164978,"","","PRUNED"
67,0.11386726796627045,"2025-05-16 21:31:04.316147","2025-05-16 21:31:04.641149","0 days 00:00:00.325002",112,"","","","",80,"","","","",0.0017743029797349335,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15192177891731262,56.8812370300293,0.8551472425460815,0.7320168614387512,0.7123053073883057,-0.19302642345428467,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11386726796627045,"","","PRUNED"
68,0.11070720851421356,"2025-05-16 21:31:04.641384","2025-05-16 21:31:05.099574","0 days 00:00:00.458190",32,256.0,144.0,112.0,"",128,"","","","",0.0007475584458930371,4,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.17819233238697052,66.18687438964844,0.7146685123443604,0.6458454728126526,0.7299320697784424,-0.5502575635910034,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11070720851421356,"","","PRUNED"
69,0.11221179366111755,"2025-05-16 21:31:05.099830","2025-05-16 21:31:05.701906","0 days 00:00:00.602076",80,48.0,96.0,160.0,96.0,208,160.0,"","","",0.01097446233433286,5,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1789894700050354,66.65097045898438,0.692603588104248,0.6917427778244019,0.7027562260627747,-0.5524463653564453,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11221179366111755,"","","PRUNED"
70,0.11225380003452301,"2025-05-16 21:31:05.702170","2025-05-16 21:31:06.355766","0 days 00:00:00.653596",48,16.0,176.0,"","",256,32.0,112.0,"","",0.00712534517521661,3,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13694193959236145,41.24510955810547,0.4814695715904236,0.5326383113861084,0.6264559626579285,-0.30645275115966797,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11225380003452301,"","","PRUNED"
71,0.10110629349946976,"2025-05-16 21:31:06.356029","2025-05-16 21:31:09.767643","0 days 00:00:03.411614",128,32.0,160.0,"","",240,"","","","",0.004209429492101473,3,1,"","","","","","",0.12015099823474884,325.7868957519531,0.35956716537475586,0.54799884557724,0.5640760064125061,0.10323673486709595,0.22207339107990265,5994.861328125,0.9422113299369812,0.7772150039672852,0.717940092086792,-0.44966447353363037,0.19460421800613403,232.75582885742188,0.16766035556793213,0.19484210014343262,0.4864238202571869,-0.16437530517578125,0.19161376357078552,79.198974609375,0.09636681526899338,0.16428804397583008,0.18815679848194122,-0.4311596155166626,0.11775322258472443,199.88739013671875,0.24798347055912018,0.26651671528816223,0.26418551802635193,-0.02784144878387451,0.12230249494314194,94.67349243164062,0.1378617137670517,0.1289653778076172,0.21091759204864502,-0.19250893592834473,0.24397052824497223,150.7530517578125,0.5777884125709534,0.4880598485469818,0.34848394989967346,-0.4086456298828125,"","","","","","",0.14391861855983734,59.97161865234375,0.8072643876075745,0.7073660492897034,0.6795708537101746,0.0011165142059326172,0.18101327121257782,1044.5916748046875,0.7660698890686035,0.8076550960540771,0.9021974802017212,0.07721918821334839,0.18084625899791718,81.130126953125,0.17485228180885315,0.2346775084733963,0.4303530156612396,-0.8891013860702515,0.1399732381105423,75.74210357666016,0.576393723487854,0.6002678871154785,0.711473822593689,0.10583293437957764,0.09477745741605759,28464.376953125,0.5015271902084351,0.4881867468357086,0.43990206718444824,0.0015780329704284668,0.10627897828817368,447.5807800292969,0.2389567494392395,0.24384768307209015,0.2728523313999176,-0.20280194282531738,0.1364612579345703,304.983642578125,0.5697440505027771,0.565527081489563,0.6556580662727356,0.14435815811157227,0.10493623465299606,1603.50537109375,0.39240941405296326,0.3163784444332123,0.23642393946647644,-0.010028839111328125,0.1200300082564354,329.7660217285156,0.812823474407196,0.7847898602485657,0.7353308200836182,0.12865585088729858,"",0.09948514401912689,0.1041526272892952,0.10110629349946976,"PRUNED"
72,0.10549008101224899,"2025-05-16 21:31:09.767980","2025-05-16 21:31:10.677811","0 days 00:00:00.909831",144,64.0,176.0,"","",16,"","","","",0.005305371961693426,3,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15416119992733002,61.843894958496094,0.8426091074943542,0.7233975529670715,0.711365282535553,-0.12473273277282715,0.1951158195734024,1430.474609375,0.4988766610622406,0.6409976482391357,0.8010110259056091,-0.07914924621582031,0.15288357436656952,93.58997344970703,0.7739039063453674,0.7222453355789185,0.7535168528556824,-0.0969012975692749,0.12650594115257263,59.24965286254883,0.6496496200561523,0.7389060258865356,0.7517871856689453,0.19423246383666992,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10188549011945724,0.10549008101224899,"","PRUNED"
73,0.11282171308994293,"2025-05-16 21:31:10.678088","2025-05-16 21:31:11.099985","0 days 00:00:00.421897",112,16.0,128.0,"","",240,"","","","",0.002384284206881902,3,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1615733653306961,59.295021057128906,0.7724210023880005,0.6490874290466309,0.6927752494812012,-0.35866856575012207,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11282171308994293,"","","PRUNED"
