"number","value","datetime_start","datetime_complete","duration","params_decoder_layer_width_0","params_decoder_layer_width_1","params_decoder_layer_width_2","params_decoder_layer_width_3","params_decoder_layer_width_4","params_encoder_layer_width_0","params_encoder_layer_width_1","params_encoder_layer_width_2","params_encoder_layer_width_3","params_lr","params_n_decoder_layers","params_n_encoder_layers","params_transformer_dropout","params_transformer_heads","user_attrs_avg_mae","user_attrs_avg_mape","user_attrs_avg_ndcg10","user_attrs_avg_ndcg20","user_attrs_avg_ndcg50","user_attrs_avg_r2","user_attrs_fold10_mae","user_attrs_fold10_mape","user_attrs_fold10_ndcg10","user_attrs_fold10_ndcg20","user_attrs_fold10_ndcg50","user_attrs_fold10_r2","user_attrs_fold11_mae","user_attrs_fold11_mape","user_attrs_fold11_ndcg10","user_attrs_fold11_ndcg20","user_attrs_fold11_ndcg50","user_attrs_fold11_r2","user_attrs_fold12_mae","user_attrs_fold12_mape","user_attrs_fold12_ndcg10","user_attrs_fold12_ndcg20","user_attrs_fold12_ndcg50","user_attrs_fold12_r2","user_attrs_fold13_mae","user_attrs_fold13_mape","user_attrs_fold13_ndcg10","user_attrs_fold13_ndcg20","user_attrs_fold13_ndcg50","user_attrs_fold13_r2","user_attrs_fold14_mae","user_attrs_fold14_mape","user_attrs_fold14_ndcg10","user_attrs_fold14_ndcg20","user_attrs_fold14_ndcg50","user_attrs_fold14_r2","user_attrs_fold15_mae","user_attrs_fold15_mape","user_attrs_fold15_ndcg10","user_attrs_fold15_ndcg20","user_attrs_fold15_ndcg50","user_attrs_fold15_r2","user_attrs_fold16_mae","user_attrs_fold16_mape","user_attrs_fold16_ndcg10","user_attrs_fold16_ndcg20","user_attrs_fold16_ndcg50","user_attrs_fold16_r2","user_attrs_fold17_mae","user_attrs_fold17_mape","user_attrs_fold17_ndcg10","user_attrs_fold17_ndcg20","user_attrs_fold17_ndcg50","user_attrs_fold17_r2","user_attrs_fold1_mae","user_attrs_fold1_mape","user_attrs_fold1_ndcg10","user_attrs_fold1_ndcg20","user_attrs_fold1_ndcg50","user_attrs_fold1_r2","user_attrs_fold2_mae","user_attrs_fold2_mape","user_attrs_fold2_ndcg10","user_attrs_fold2_ndcg20","user_attrs_fold2_ndcg50","user_attrs_fold2_r2","user_attrs_fold3_mae","user_attrs_fold3_mape","user_attrs_fold3_ndcg10","user_attrs_fold3_ndcg20","user_attrs_fold3_ndcg50","user_attrs_fold3_r2","user_attrs_fold4_mae","user_attrs_fold4_mape","user_attrs_fold4_ndcg10","user_attrs_fold4_ndcg20","user_attrs_fold4_ndcg50","user_attrs_fold4_r2","user_attrs_fold5_mae","user_attrs_fold5_mape","user_attrs_fold5_ndcg10","user_attrs_fold5_ndcg20","user_attrs_fold5_ndcg50","user_attrs_fold5_r2","user_attrs_fold6_mae","user_attrs_fold6_mape","user_attrs_fold6_ndcg10","user_attrs_fold6_ndcg20","user_attrs_fold6_ndcg50","user_attrs_fold6_r2","user_attrs_fold7_mae","user_attrs_fold7_mape","user_attrs_fold7_ndcg10","user_attrs_fold7_ndcg20","user_attrs_fold7_ndcg50","user_attrs_fold7_r2","user_attrs_fold8_mae","user_attrs_fold8_mape","user_attrs_fold8_ndcg10","user_attrs_fold8_ndcg20","user_attrs_fold8_ndcg50","user_attrs_fold8_r2","user_attrs_fold9_mae","user_attrs_fold9_mape","user_attrs_fold9_ndcg10","user_attrs_fold9_ndcg20","user_attrs_fold9_ndcg50","user_attrs_fold9_r2","user_attrs_pca_components","system_attrs_completed_rung_0","system_attrs_completed_rung_1","system_attrs_completed_rung_2","state"
0,0.1291099412038046,"2025-05-16 21:17:39.530663","2025-05-16 21:17:50.439756","0 days 00:00:10.909093",256,32.0,64.0,208.0,"",48,64.0,48.0,"",0.024121069803256175,4,3,0.1,8,0.1291099412038046,954.1244206148035,0.6335014148670084,0.6322643739335677,0.6346339092535132,0.05707258161376504,0.12274061888456345,290.8443298339844,0.17855799198150635,0.1929423213005066,0.3449734151363373,-0.13809823989868164,0.07123921811580658,457.8226623535156,0.9120548367500305,0.879457950592041,0.8723318576812744,0.6475784182548523,0.1614462435245514,316.6366271972656,1.0,1.0,0.8261656165122986,0.3951132297515869,0.17462976276874542,125.46317291259766,0.3968294560909271,0.4850924015045166,0.48804160952568054,0.17154645919799805,0.11760242283344269,225.08705139160156,1.0,0.7755204439163208,0.6584858894348145,0.09718716144561768,0.08474355936050415,57.30094909667969,0.9191439151763916,0.8529781103134155,0.8470099568367004,0.5308084189891815,0.23501448333263397,136.96311950683594,0.955847978591919,0.733724057674408,0.8559501767158508,-0.33990252017974854,0.07646212726831436,103.2740707397461,0.9225963354110718,0.874126672744751,0.8378877639770508,0.5241235494613647,0.18981806933879852,65.28148651123047,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.8456689119338989,0.195550799369812,979.0384521484375,0.34864744544029236,0.7293125987052917,0.8423143625259399,-0.1226125955581665,0.15446583926677704,68.35063934326172,0.8184120655059814,0.8238730430603027,0.8223442435264587,-0.2901068925857544,0.12312408536672592,44.67060089111328,0.7332566380500793,0.7424926161766052,0.8348734378814697,0.07308375835418701,0.08743085712194443,11839.2138671875,0.16561420261859894,0.14103548228740692,0.14870013296604156,-0.21256649494171143,0.10375948250293732,559.2218017578125,0.10077051818370819,0.16893522441387177,0.19974727928638458,-0.1518799066543579,0.11508285999298096,234.246826171875,0.8169274926185608,0.8366773724555969,0.758788526058197,0.34898900985717773,0.05532004311680794,430.48809814453125,1.0,0.995047390460968,0.8022716045379639,0.43799740076065063,0.12643852829933167,286.2113952636719,0.1929292529821396,0.17804193496704102,0.2638821005821228,-0.1553579568862915,5.0,"","","","COMPLETE"
1,0.10284773435662775,"2025-05-16 21:17:50.440214","2025-05-16 21:18:02.606089","0 days 00:00:12.165875",64,192.0,240.0,240.0,48.0,80,128.0,"","",0.0004436001790139255,5,2,0.5,7,0.10284773435662775,1247.5576495002297,0.81494919517461,0.7966459884363062,0.7883749463978935,0.36726322068887596,0.11415453255176544,307.69525146484375,0.5129221081733704,0.4561532735824585,0.5935578346252441,0.1196448802947998,0.07150092720985413,430.1794128417969,0.9255862236022949,0.8224779367446899,0.8868516087532043,0.6237276196479797,0.14787685871124268,115.00384521484375,1.0,1.0,0.8261748552322388,0.21484512090682983,0.10594339668750763,48.699119567871094,1.0,1.0,0.9086816310882568,0.5822065770626068,0.09363076835870743,102.25361633300781,1.0,0.8394365310668945,0.7679122090339661,0.33612382411956787,0.08309783786535263,71.34103393554688,0.9191439151763916,0.8674496412277222,0.8472961187362671,0.5596370100975037,0.14117485284805298,105.14253234863281,1.0,1.0,0.9628441333770752,0.5046354532241821,0.07589513808488846,72.80304718017578,0.8921757340431213,0.8408138751983643,0.8194047212600708,0.4453697204589844,0.10021453350782394,45.743988037109375,0.7277331948280334,0.7738650441169739,0.7997798919677734,0.4435514807701111,0.1698598712682724,2430.092529296875,0.678942859172821,0.6110760569572449,0.8438802361488342,0.14190274477005005,0.09836146980524063,47.03194046020508,0.8725929260253906,0.8686668872833252,0.8790582418441772,0.4353867173194885,0.10287481546401978,51.03226852416992,0.6552486419677734,0.7531971335411072,0.7874570488929749,0.45370668172836304,0.0736541822552681,16214.3583984375,0.8338456153869629,0.7347597479820251,0.7023376226425171,0.34216779470443726,0.09223400801420212,396.47637939453125,0.3469962179660797,0.4278561472892761,0.5504242777824402,-0.04106760025024414,0.11234777420759201,245.3562469482422,0.8178084492683411,0.8281002640724182,0.752437174320221,0.3840973973274231,0.04907152056694031,252.27589416503906,1.0,0.9959576725959778,0.8102583289146423,0.4713484048843384,0.11651899665594101,272.9945373535156,0.6711404323577881,0.723171591758728,0.6640181541442871,0.22619092464447021,5.0,0.08735498785972595,0.0853336825966835,0.08644603937864304,"COMPLETE"
2,0.1289319396018982,"2025-05-16 21:18:02.606556","2025-05-16 21:18:04.093053","0 days 00:00:01.486497",16,48.0,224.0,128.0,"",208,"","","",0.06344137535470036,4,1,0.0,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15596435964107513,47.87033462524414,0.31611117720603943,0.35613030195236206,0.5210988521575928,-0.5348769426345825,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1289319396018982,"","","PRUNED"
3,0.08541993051767349,"2025-05-16 21:18:04.093323","2025-05-16 21:18:05.682263","0 days 00:00:01.588940",128,"","","","",128,208.0,"","",0.0010118072685323517,1,2,0.2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11633138358592987,46.71477508544922,0.7665936946868896,0.7940595149993896,0.8036330938339233,0.2600424885749817,0.17252519726753235,2142.79638671875,0.6245744228363037,0.6083590388298035,0.8322302103042603,0.049636781215667725,0.09642687439918518,47.97355651855469,0.9040508270263672,0.8743208646774292,0.880523681640625,0.4400869607925415,0.10011587291955948,43.29366683959961,0.6526974439620972,0.7646493315696716,0.8174601197242737,0.3488028049468994,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08379242569208145,0.08541993051767349,"","PRUNED"
4,0.08660478889942169,"2025-05-16 21:18:05.682528","2025-05-16 21:18:06.549225","0 days 00:00:00.866697",256,80.0,128.0,32.0,"",64,"","","",0.0004668362488696211,4,1,0.2,10,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10762964189052582,46.18901062011719,0.7549068927764893,0.8072397112846375,0.8102374076843262,0.42605745792388916,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08660478889942169,"","","PRUNED"
5,0.08490978181362152,"2025-05-16 21:18:06.549485","2025-05-16 21:18:09.966885","0 days 00:00:03.417400",256,208.0,32.0,240.0,224.0,208,144.0,"","",0.00044044925312416614,5,2,0.30000000000000004,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10791485011577606,43.88474655151367,0.7350685000419617,0.7976175546646118,0.8032434582710266,0.39036643505096436,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08490978181362152,"","","PRUNED"
6,6.8125200271606445,"2025-05-16 21:18:09.967196","2025-05-16 21:18:12.986463","0 days 00:00:03.019267",112,160.0,224.0,240.0,"",144,64.0,160.0,"",0.06605359541441844,4,3,0.2,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1914059817790985,66.31340789794922,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.8598769903182983,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6.8125200271606445,"","","PRUNED"
7,0.10143215231159154,"2025-05-16 21:18:12.986760","2025-05-16 21:18:21.826362","0 days 00:00:08.839602",224,176.0,16.0,96.0,48.0,16,144.0,"","",0.0007557653847791239,5,2,0.1,5,0.10143215231159154,1252.2789771136115,0.8043601092170266,0.7813484493423911,0.7799321272793938,0.3550844087320216,0.11273813247680664,289.71258544921875,0.4621870219707489,0.4793625473976135,0.564051628112793,0.09012746810913086,0.07634630799293518,688.3831787109375,0.9262351393699646,0.8201220631599426,0.8737710118293762,0.6436563432216644,0.14545635879039764,150.8140869140625,1.0,1.0,0.8262696862220764,0.2541448473930359,0.1012955978512764,55.784034729003906,1.0,1.0,0.915688693523407,0.612923264503479,0.09303566068410873,104.61827850341797,1.0,0.8600515723228455,0.7794152498245239,0.35054904222488403,0.08262095600366592,68.57449340820312,0.9191439151763916,0.8677611351013184,0.8244010210037231,0.5308083593845367,0.135479137301445,97.19039916992188,1.0,1.0,0.9628441333770752,0.5007421970367432,0.07539959251880646,96.69365692138672,0.8926915526390076,0.8408840298652649,0.8200268149375916,0.47799938917160034,0.10223661363124847,42.3358154296875,0.7427001595497131,0.7818892002105713,0.7876073718070984,0.37699180841445923,0.17053259909152985,1949.4906005859375,0.6767438054084778,0.6022512912750244,0.8368567228317261,0.042462944984436035,0.08232234418392181,44.68088150024414,0.901520848274231,0.870002806186676,0.8864052295684814,0.5443079471588135,0.10060371458530426,41.49652099609375,0.6470900177955627,0.7392345070838928,0.8022695779800415,0.3581380248069763,0.07295380532741547,16128.677734375,0.8407384753227234,0.73182612657547,0.6987824440002441,0.3378676772117615,0.08948388695716858,454.8340759277344,0.3549097776412964,0.35968804359436035,0.5277127623558044,0.04637342691421509,0.11019887775182724,226.40542602539062,0.8169274926185608,0.8250044584274292,0.7896134257316589,0.38727205991744995,0.05726482346653938,555.9525756835938,1.0,1.0,0.8134903907775879,0.457408607006073,0.11637818068265915,293.0982666015625,0.49323365092277527,0.5048458576202393,0.5496399998664856,0.024661540985107422,5.0,0.08141350746154785,0.08233164995908737,0.08579698204994202,"COMPLETE"
8,0.08796682208776474,"2025-05-16 21:18:21.826854","2025-05-16 21:18:26.894390","0 days 00:00:05.067536",32,80.0,128.0,"","",128,112.0,80.0,"",0.0001204517015496883,3,3,0.4,7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10601477324962616,44.04585266113281,0.7627650499343872,0.7564228177070618,0.788157045841217,0.39085274934768677,0.16950556635856628,2104.07958984375,0.6749210357666016,0.6544528603553772,0.8425617218017578,0.10087013244628906,0.09035744518041611,46.53774642944336,0.8766089677810669,0.9028855562210083,0.8851627111434937,0.5104560256004333,0.11991660296916962,51.673133850097656,0.7383517026901245,0.777993381023407,0.8553006649017334,0.2590608596801758,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08277741819620132,0.08796682208776474,"","PRUNED"
9,0.08676573634147644,"2025-05-16 21:18:26.894686","2025-05-16 21:18:27.727999","0 days 00:00:00.833313",128,"","","","",32,192.0,112.0,"",0.0026274516813453133,1,3,0.4,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1107454001903534,43.56366729736328,0.795213520526886,0.8234621286392212,0.8153212070465088,0.2907240390777588,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08676573634147644,"","","PRUNED"
