"number","value","datetime_start","datetime_complete","duration","params_decoder_layer_width_0","params_decoder_layer_width_1","params_decoder_layer_width_2","params_decoder_layer_width_3","params_decoder_layer_width_4","params_encoder_layer_width_0","params_encoder_layer_width_1","params_encoder_layer_width_2","params_encoder_layer_width_3","params_lr","params_n_decoder_layers","params_n_encoder_layers","params_transformer_dropout","params_transformer_heads","user_attrs_avg_mae","user_attrs_avg_mape","user_attrs_avg_ndcg10","user_attrs_avg_ndcg20","user_attrs_avg_ndcg50","user_attrs_avg_r2","user_attrs_fold10_mae","user_attrs_fold10_mape","user_attrs_fold10_ndcg10","user_attrs_fold10_ndcg20","user_attrs_fold10_ndcg50","user_attrs_fold10_r2","user_attrs_fold11_mae","user_attrs_fold11_mape","user_attrs_fold11_ndcg10","user_attrs_fold11_ndcg20","user_attrs_fold11_ndcg50","user_attrs_fold11_r2","user_attrs_fold12_mae","user_attrs_fold12_mape","user_attrs_fold12_ndcg10","user_attrs_fold12_ndcg20","user_attrs_fold12_ndcg50","user_attrs_fold12_r2","user_attrs_fold13_mae","user_attrs_fold13_mape","user_attrs_fold13_ndcg10","user_attrs_fold13_ndcg20","user_attrs_fold13_ndcg50","user_attrs_fold13_r2","user_attrs_fold14_mae","user_attrs_fold14_mape","user_attrs_fold14_ndcg10","user_attrs_fold14_ndcg20","user_attrs_fold14_ndcg50","user_attrs_fold14_r2","user_attrs_fold15_mae","user_attrs_fold15_mape","user_attrs_fold15_ndcg10","user_attrs_fold15_ndcg20","user_attrs_fold15_ndcg50","user_attrs_fold15_r2","user_attrs_fold1_mae","user_attrs_fold1_mape","user_attrs_fold1_ndcg10","user_attrs_fold1_ndcg20","user_attrs_fold1_ndcg50","user_attrs_fold1_r2","user_attrs_fold2_mae","user_attrs_fold2_mape","user_attrs_fold2_ndcg10","user_attrs_fold2_ndcg20","user_attrs_fold2_ndcg50","user_attrs_fold2_r2","user_attrs_fold3_mae","user_attrs_fold3_mape","user_attrs_fold3_ndcg10","user_attrs_fold3_ndcg20","user_attrs_fold3_ndcg50","user_attrs_fold3_r2","user_attrs_fold4_mae","user_attrs_fold4_mape","user_attrs_fold4_ndcg10","user_attrs_fold4_ndcg20","user_attrs_fold4_ndcg50","user_attrs_fold4_r2","user_attrs_fold5_mae","user_attrs_fold5_mape","user_attrs_fold5_ndcg10","user_attrs_fold5_ndcg20","user_attrs_fold5_ndcg50","user_attrs_fold5_r2","user_attrs_fold6_mae","user_attrs_fold6_mape","user_attrs_fold6_ndcg10","user_attrs_fold6_ndcg20","user_attrs_fold6_ndcg50","user_attrs_fold6_r2","user_attrs_fold7_mae","user_attrs_fold7_mape","user_attrs_fold7_ndcg10","user_attrs_fold7_ndcg20","user_attrs_fold7_ndcg50","user_attrs_fold7_r2","user_attrs_fold8_mae","user_attrs_fold8_mape","user_attrs_fold8_ndcg10","user_attrs_fold8_ndcg20","user_attrs_fold8_ndcg50","user_attrs_fold8_r2","user_attrs_fold9_mae","user_attrs_fold9_mape","user_attrs_fold9_ndcg10","user_attrs_fold9_ndcg20","user_attrs_fold9_ndcg50","user_attrs_fold9_r2","user_attrs_pca_components","system_attrs_completed_rung_0","system_attrs_completed_rung_1","state"
10,0.07870983332395554,"2025-05-16 15:24:49.834212","2025-05-16 15:24:52.240122","0 days 00:00:02.405910",128,160.0,256.0,128.0,"",208,208.0,16.0,32.0,0.000719474199256864,4,4,0.2,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10107236355543137,40.37926483154297,0.7376173138618469,0.7553755640983582,0.7930536270141602,0.3413674831390381,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.07870983332395554,"","PRUNED"
11,0.10477223843336106,"2025-05-16 15:24:52.240429","2025-05-16 15:25:10.967656","0 days 00:00:18.727227",16,176.0,80.0,16.0,"",192,160.0,"","",0.004079963838619671,4,2,0.0,7,0.10477223843336106,425.6207639058431,0.8405730744202932,0.8295770366986592,0.8072988589604696,0.4169942835966746,0.14033636450767517,182.7709503173828,1.0,0.9996364116668701,0.8315742611885071,0.3951338529586792,0.10801474004983902,63.06639862060547,1.0,1.0,0.9191238880157471,0.624249279499054,0.0905856043100357,126.66144561767578,1.0,0.8441261053085327,0.759829044342041,0.43714964389801025,0.08189623802900314,62.10137176513672,0.9107986688613892,0.8583540320396423,0.8511685729026794,0.5532153844833374,0.13383007049560547,109.41543579101562,1.0,1.0,0.9627906680107117,0.5762268006801605,0.07732808589935303,95.54654693603516,0.8935163617134094,0.8416194915771484,0.8271677494049072,0.47205448150634766,0.10289851576089859,40.91674041748047,0.7868354916572571,0.8060497045516968,0.8358795046806335,0.4122840166091919,0.19026583433151245,2961.593505859375,0.6256021857261658,0.6345005631446838,0.8335490822792053,0.08559036254882812,0.09412156790494919,51.1367073059082,0.9266042113304138,0.8959159851074219,0.8759008049964905,0.541836142539978,0.10841342806816101,55.42938232421875,0.6405932307243347,0.7087705135345459,0.7528870105743408,0.3376181125640869,0.0906561017036438,492.9532165527344,0.4247407615184784,0.5271171927452087,0.5627878308296204,0.07383084297180176,0.07197169214487076,901.568603515625,1.0,0.9961963295936584,0.8015248775482178,0.2579358220100403,0.08949848264455795,213.99884033203125,0.9394329786300659,0.8740701079368591,0.7933326959609985,0.5570565462112427,0.12373142689466476,517.6181030273438,0.46826833486557007,0.5437668561935425,0.5899731516838074,0.21722441911697388,0.06803542375564575,509.5342102050781,0.9922038912773132,0.9135322570800781,0.9119937419891357,0.7135085463523865,0.0,0.0739678367972374,0.06780193746089935,"COMPLETE"
12,0.0792490616440773,"2025-05-16 15:25:10.968126","2025-05-16 15:25:13.714335","0 days 00:00:02.746209",144,112.0,64.0,16.0,"",176,16.0,208.0,"",0.0036599957767566686,4,3,0.2,8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08764282613992691,35.659114837646484,0.8917359113693237,0.9025302529335022,0.8778128623962402,0.5534443557262421,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0792490616440773,"","PRUNED"
13,0.07806263864040375,"2025-05-16 15:25:13.714636","2025-05-16 15:25:15.975635","0 days 00:00:02.260999",160,208.0,144.0,80.0,80.0,176,160.0,"","",0.0009950399404241791,5,2,0.1,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0936507135629654,37.0199089050293,0.7753428816795349,0.7890458106994629,0.8104766011238098,0.4234800934791565,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.07806263864040375,"","PRUNED"
14,0.09968683123588562,"2025-05-16 15:25:15.975924","2025-05-16 15:25:17.556616","0 days 00:00:01.580692",96,80.0,32.0,64.0,"",80,160.0,96.0,80.0,0.0001681833842082539,4,4,0.0,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10129503905773163,47.83187484741211,0.7419900894165039,0.7612887620925903,0.810589611530304,0.4669177532196045,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09968683123588562,"","PRUNED"
15,0.13401055335998535,"2025-05-16 15:25:17.556908","2025-05-16 15:25:21.347809","0 days 00:00:03.790901",256,208.0,"","","",208,112.0,208.0,"",0.09269396905623825,2,3,0.30000000000000004,7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1884334236383438,64.3816909790039,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.833376407623291,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13401055335998535,"","PRUNED"
16,0.072909414768219,"2025-05-16 15:25:21.348084","2025-05-16 15:25:25.974991","0 days 00:00:04.626907",176,224.0,112.0,"","",160,176.0,"","",0.0016290383294371264,3,2,0.2,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08980954438447952,33.1380500793457,0.7362749576568604,0.790148913860321,0.8242233991622925,0.42124485969543457,0.15369199216365814,1340.1397705078125,0.7199497818946838,0.7350289225578308,0.8697700500488281,0.19206136465072632,0.09229225665330887,53.80557632446289,0.9516653418540955,0.903536856174469,0.9116735458374023,0.5760952532291412,0.0989769846200943,42.22105026245117,0.6493343710899353,0.7959575057029724,0.7823024392127991,0.3352334499359131,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.07173679023981094,0.072909414768219,"PRUNED"
17,0.07751572132110596,"2025-05-16 15:25:25.975281","2025-05-16 15:25:28.405075","0 days 00:00:02.429794",16,160.0,256.0,160.0,128.0,80,16.0,48.0,208.0,0.005626342650216824,5,4,0.1,8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09472481906414032,37.648929595947266,0.7144607901573181,0.7660511136054993,0.8037275671958923,0.4132438898086548,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.07751572132110596,"","PRUNED"
18,0.07818469405174255,"2025-05-16 15:25:28.405387","2025-05-16 15:25:29.758875","0 days 00:00:01.353488",96,256.0,64.0,16.0,"",176,128.0,"","",0.00044699908375236627,4,2,0.0,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1006755456328392,40.725006103515625,0.7116585373878479,0.768021821975708,0.801452100276947,0.42851728200912476,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.07818469405174255,"","PRUNED"
19,0.08428626507520676,"2025-05-16 15:25:29.759156","2025-05-16 15:25:31.775152","0 days 00:00:02.015996",96,96.0,"","","",96,64.0,144.0,"",0.009020881036713132,2,3,0.2,7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10414955019950867,41.80268478393555,0.7323904037475586,0.790411114692688,0.7933700680732727,0.3831048011779785,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08428626507520676,"","PRUNED"
20,0.0718565434217453,"2025-05-16 15:25:31.775529","2025-05-16 15:25:37.767865","0 days 00:00:05.992336",176,208.0,128.0,"","",208,"","","",0.001714217552154454,3,1,0.1,10,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09690475463867188,39.06059265136719,0.698471188545227,0.7754523754119873,0.7987140417098999,0.4297404885292053,0.18179088830947876,2410.238525390625,0.6305562257766724,0.6100554466247559,0.8363482356071472,0.10913324356079102,0.08992427587509155,54.64963912963867,0.8783665299415588,0.895545244216919,0.8811532855033875,0.57883021235466,0.1003887951374054,44.49888229370117,0.6989560723304749,0.7620560526847839,0.7736654877662659,0.3984796404838562,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.07333175837993622,0.0718565434217453,"PRUNED"
21,0.08161962777376175,"2025-05-16 15:25:37.768157","2025-05-16 15:25:38.389131","0 days 00:00:00.620974",48,16.0,208.0,"","",144,208.0,"","",0.0003920296830135374,3,2,0.1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09899003803730011,39.704689025878906,0.7102981805801392,0.7742535471916199,0.795339822769165,0.4206830859184265,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08161962777376175,"","PRUNED"
22,0.0787070170044899,"2025-05-16 15:25:38.389447","2025-05-16 15:25:39.561915","0 days 00:00:01.172468",48,48.0,160.0,112.0,"",160,192.0,"","",0.000343355900023213,4,2,0.0,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09800558537244797,39.965721130371094,0.7116585373878479,0.7761768102645874,0.7981085181236267,0.42003101110458374,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0787070170044899,"","PRUNED"
23,0.1213422492146492,"2025-05-16 15:25:39.562194","2025-05-16 15:25:40.153611","0 days 00:00:00.591417",32,144.0,224.0,48.0,256.0,112,"","","",0.00010125852940041562,5,1,0.1,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1438930481672287,46.765533447265625,0.7951089143753052,0.8357254862785339,0.825278103351593,-0.24160635471343994,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1213422492146492,"","PRUNED"
