"number","value","datetime_start","datetime_complete","duration","params_decoder_layer_width_0","params_decoder_layer_width_1","params_decoder_layer_width_2","params_decoder_layer_width_3","params_decoder_layer_width_4","params_encoder_layer_width_0","params_encoder_layer_width_1","params_encoder_layer_width_2","params_encoder_layer_width_3","params_encoder_layer_width_4","params_graphsage_aggregator","params_lr","params_n_decoder_layers","params_n_encoder_layers","user_attrs_avg_mae","user_attrs_avg_mape","user_attrs_avg_ndcg10","user_attrs_avg_ndcg20","user_attrs_avg_ndcg50","user_attrs_avg_r2","user_attrs_fold10_mae","user_attrs_fold10_mape","user_attrs_fold10_ndcg10","user_attrs_fold10_ndcg20","user_attrs_fold10_ndcg50","user_attrs_fold10_r2","user_attrs_fold11_mae","user_attrs_fold11_mape","user_attrs_fold11_ndcg10","user_attrs_fold11_ndcg20","user_attrs_fold11_ndcg50","user_attrs_fold11_r2","user_attrs_fold12_mae","user_attrs_fold12_mape","user_attrs_fold12_ndcg10","user_attrs_fold12_ndcg20","user_attrs_fold12_ndcg50","user_attrs_fold12_r2","user_attrs_fold13_mae","user_attrs_fold13_mape","user_attrs_fold13_ndcg10","user_attrs_fold13_ndcg20","user_attrs_fold13_ndcg50","user_attrs_fold13_r2","user_attrs_fold14_mae","user_attrs_fold14_mape","user_attrs_fold14_ndcg10","user_attrs_fold14_ndcg20","user_attrs_fold14_ndcg50","user_attrs_fold14_r2","user_attrs_fold15_mae","user_attrs_fold15_mape","user_attrs_fold15_ndcg10","user_attrs_fold15_ndcg20","user_attrs_fold15_ndcg50","user_attrs_fold15_r2","user_attrs_fold1_mae","user_attrs_fold1_mape","user_attrs_fold1_ndcg10","user_attrs_fold1_ndcg20","user_attrs_fold1_ndcg50","user_attrs_fold1_r2","user_attrs_fold2_mae","user_attrs_fold2_mape","user_attrs_fold2_ndcg10","user_attrs_fold2_ndcg20","user_attrs_fold2_ndcg50","user_attrs_fold2_r2","user_attrs_fold3_mae","user_attrs_fold3_mape","user_attrs_fold3_ndcg10","user_attrs_fold3_ndcg20","user_attrs_fold3_ndcg50","user_attrs_fold3_r2","user_attrs_fold4_mae","user_attrs_fold4_mape","user_attrs_fold4_ndcg10","user_attrs_fold4_ndcg20","user_attrs_fold4_ndcg50","user_attrs_fold4_r2","user_attrs_fold5_mae","user_attrs_fold5_mape","user_attrs_fold5_ndcg10","user_attrs_fold5_ndcg20","user_attrs_fold5_ndcg50","user_attrs_fold5_r2","user_attrs_fold6_mae","user_attrs_fold6_mape","user_attrs_fold6_ndcg10","user_attrs_fold6_ndcg20","user_attrs_fold6_ndcg50","user_attrs_fold6_r2","user_attrs_fold7_mae","user_attrs_fold7_mape","user_attrs_fold7_ndcg10","user_attrs_fold7_ndcg20","user_attrs_fold7_ndcg50","user_attrs_fold7_r2","user_attrs_fold8_mae","user_attrs_fold8_mape","user_attrs_fold8_ndcg10","user_attrs_fold8_ndcg20","user_attrs_fold8_ndcg50","user_attrs_fold8_r2","user_attrs_fold9_mae","user_attrs_fold9_mape","user_attrs_fold9_ndcg10","user_attrs_fold9_ndcg20","user_attrs_fold9_ndcg50","user_attrs_fold9_r2","user_attrs_pca_components","system_attrs_completed_rung_0","system_attrs_completed_rung_1","state"
10,0.07784958183765411,"2025-05-16 15:09:23.417707","2025-05-16 15:09:24.900938","0 days 00:00:01.483231",256,144.0,64.0,240.0,"",256,160.0,16.0,"","","max",0.0016166499531098332,4,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11511686444282532,61.419498443603516,0.6822324991226196,0.7384982109069824,0.758846640586853,0.3286290764808655,0.18660129606723785,2686.85693359375,0.6077128052711487,0.5619295239448547,0.8080843091011047,0.05179935693740845,0.1000223457813263,78.9583969116211,0.8353796005249023,0.8314297795295715,0.8658286333084106,0.4771201014518738,0.10676433145999908,48.72410202026367,0.6640216708183289,0.7187823057174683,0.7822035551071167,0.3368343114852905,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08263863623142242,0.07784958183765411,"PRUNED"
11,0.08045009523630142,"2025-05-16 15:09:24.901244","2025-05-16 15:09:26.070667","0 days 00:00:01.169423",128,128.0,128.0,"","",176,256.0,"","","","add",0.005460646739284005,3,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10394017398357391,42.18757629394531,0.7291767597198486,0.729625403881073,0.7949299812316895,0.3610694408416748,0.17279572784900665,2316.40380859375,0.6246709227561951,0.5944510102272034,0.8332834839820862,0.07464587688446045,0.09585266560316086,64.24407196044922,0.8648245930671692,0.8414936661720276,0.8560760021209717,0.5141288638114929,0.11789482831954956,53.671104431152344,0.8063550591468811,0.7789066433906555,0.8366509675979614,0.28800058364868164,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.07889547944068909,0.08045009523630142,"PRUNED"
12,0.07929925620555878,"2025-05-16 15:09:26.070993","2025-05-16 15:09:27.311446","0 days 00:00:01.240453",160,128.0,240.0,96.0,"",160,256.0,"","","","add",0.004940638951168251,4,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11719418317079544,58.711177825927734,0.7684157490730286,0.7692598104476929,0.817411482334137,0.33968275785446167,0.1887325942516327,2865.62451171875,0.5616426467895508,0.6408103108406067,0.8226105570793152,0.0547182559967041,0.09506446123123169,72.14733123779297,0.8865216970443726,0.8615342378616333,0.855566680431366,0.5224963128566742,0.10502941161394119,49.57533645629883,0.8345032334327698,0.8009358644485474,0.8654476404190063,0.40489935874938965,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.07688531279563904,0.07929925620555878,"PRUNED"
13,0.11296475281318029,"2025-05-16 15:09:27.311848","2025-05-16 15:09:30.206641","0 days 00:00:02.894793",80,192.0,112.0,"","",208,"","","","","add",0.0018748991668537088,3,1,0.11296475281318029,473.5572957356771,0.8227639536062876,0.7988642394542694,0.7897665937741597,0.34298925002415975,0.14816536009311676,267.0054016113281,0.855195939540863,0.8352378606796265,0.8012155890464783,0.40693199634552,0.12252160906791687,75.0782241821289,0.9633180499076843,0.9655076265335083,0.878452479839325,0.5420639514923096,0.09029492735862732,130.29244995117188,0.9785312414169312,0.884657084941864,0.7831938862800598,0.4483793377876282,0.0869741216301918,63.758880615234375,0.812693178653717,0.8197835683822632,0.8232971429824829,0.45900315046310425,0.14337888360023499,119.4749984741211,1.0,1.0,0.8811208605766296,0.5172012746334076,0.07709040492773056,87.73173522949219,0.8837732672691345,0.8142790198326111,0.8431812524795532,0.4843977093696594,0.11374510079622269,43.49917984008789,0.7569283843040466,0.7728028297424316,0.7881510257720947,0.225446879863739,0.2375408262014389,3912.945556640625,0.5139129757881165,0.5154535174369812,0.7770976424217224,-0.21998083591461182,0.10300349444150925,57.73261260986328,0.884698748588562,0.8974201083183289,0.8803601861000061,0.4226374626159668,0.11710671335458755,62.26785659790039,0.699306845664978,0.7282724380493164,0.7620758414268494,0.24459874629974365,0.09576307982206345,597.446533203125,0.35224148631095886,0.41198620200157166,0.5116482973098755,0.010886311531066895,0.07194874435663223,603.5914916992188,0.9381561875343323,0.8761796355247498,0.7835166454315186,0.2416507601737976,0.10238856822252274,340.76629638671875,0.9115181565284729,0.7935799360275269,0.740142285823822,0.37056487798690796,0.10433390736579895,390.1388244628906,0.8566728234291077,0.784874677658081,0.7206391096115112,0.4146133065223694,0.08021555095911026,351.62939453125,0.9345120191574097,0.8829290866851807,0.8724066615104675,0.5764438211917877,0.0,0.07191280275583267,0.07321521639823914,"COMPLETE"
14,0.07695717364549637,"2025-05-16 15:09:30.207102","2025-05-16 15:09:30.605245","0 days 00:00:00.398143",48,192.0,112.0,"","",208,"","","","","max",0.0010624303080719489,3,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10970615595579147,42.36746597290039,0.7461034059524536,0.7730070948600769,0.7885614037513733,0.2660617232322693,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.07695717364549637,"","PRUNED"
15,0.09881185740232468,"2025-05-16 15:09:30.605523","2025-05-16 15:09:31.010955","0 days 00:00:00.405432",80,192.0,16.0,16.0,"",208,"","","","","add",0.0004080591891419265,4,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1358795315027237,44.301300048828125,0.8326667547225952,0.8143953680992126,0.8139817714691162,-0.1377582550048828,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09881185740232468,"","PRUNED"
16,0.12221868385871251,"2025-05-16 15:09:31.011249","2025-05-16 15:09:33.903564","0 days 00:00:02.892315",16,160.0,112.0,"","",256,"","","","","max",0.001980768128914416,3,1,0.12221868385871251,598.350848642985,0.7556971877813339,0.7300119519233703,0.7333958049615225,0.2670159061749776,0.15419498085975647,252.31103515625,0.8011850714683533,0.7746531367301941,0.7606727480888367,0.35116636753082275,0.12706832587718964,77.5941162109375,1.0,0.9224486351013184,0.8553363084793091,0.47315478324890137,0.09600744396448135,113.29368591308594,0.7784416675567627,0.801028311252594,0.7523850202560425,0.35309821367263794,0.08948086947202682,69.26654815673828,0.7774077653884888,0.7719914317131042,0.7771294713020325,0.45714861154556274,0.15233772993087769,136.08238220214844,0.8955252766609192,0.9068433046340942,0.8301025629043579,0.47087252140045166,0.08641311526298523,111.2202377319336,0.7755595445632935,0.8058894872665405,0.7778115272521973,0.3613623380661011,0.11135277152061462,42.00364303588867,0.7536519169807434,0.7810255885124207,0.7820847034454346,0.24154144525527954,0.21168698370456696,2481.01220703125,0.4880053699016571,0.4605918526649475,0.7554804086685181,-0.0788801908493042,0.1106867864727974,82.48870086669922,0.7753954529762268,0.7663876414299011,0.8191239833831787,0.307606041431427,0.11907324194908142,63.2786865234375,0.7094203233718872,0.698684811592102,0.7240294218063354,0.16913914680480957,0.11984874308109283,1256.160400390625,0.21582667529582977,0.25965988636016846,0.37092265486717224,-0.10086166858673096,0.1268279105424881,2119.8916015625,0.8356413841247559,0.727308988571167,0.588492214679718,-0.08213555812835693,0.10507521033287048,261.59576416015625,0.916182816028595,0.7915163040161133,0.7328037023544312,0.3547334671020508,0.11927520483732224,563.1748046875,0.658563494682312,0.5835251808166504,0.602473795413971,0.2737559676170349,0.10395094007253647,1345.888916015625,0.9546510577201843,0.8986247181892395,0.8720885515213013,0.45353710651397705,0.0,0.07273205369710922,0.07238151878118515,"COMPLETE"
17,0.0835038423538208,"2025-05-16 15:09:33.903994","2025-05-16 15:09:35.385738","0 days 00:00:01.481744",96,224.0,160.0,160.0,256.0,96,112.0,128.0,"","","max",0.0031444670405741046,5,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09721431136131287,40.47168731689453,0.7305933833122253,0.7290809154510498,0.8040974140167236,0.3614068627357483,0.18181198835372925,2109.856689453125,0.5746720433235168,0.6237084269523621,0.8200119733810425,0.03861987590789795,0.1058388352394104,63.603275299072266,0.8350328803062439,0.8371822834014893,0.8699342608451843,0.43950217962265015,0.11932490020990372,48.24506759643555,0.7428074479103088,0.7840585112571716,0.8305601477622986,0.22245872020721436,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.07605091482400894,0.0835038423538208,"PRUNED"
18,0.13042069971561432,"2025-05-16 15:09:35.386029","2025-05-16 15:09:35.778231","0 days 00:00:00.392202",48,80.0,"","","",144,176.0,"","","","add",0.08622270304716356,2,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.2604864835739136,761.0582885742188,0.3079359233379364,0.3392367362976074,0.38500848412513733,-37.290802001953125,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13042069971561432,"","PRUNED"
19,0.12472039461135864,"2025-05-16 15:09:35.778484","2025-05-16 15:09:36.326454","0 days 00:00:00.547970",48,80.0,80.0,240.0,"",224,96.0,16.0,16.0,"","mean",0.00039042897356483895,4,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1592877060174942,53.56678771972656,0.5681136250495911,0.6062636375427246,0.6755290031433105,-0.45091259479522705,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12472039461135864,"","PRUNED"
20,0.07722659409046173,"2025-05-16 15:09:36.326724","2025-05-16 15:09:36.738987","0 days 00:00:00.412263",96,256.0,176.0,"","",192,"","","","","add",0.008978213571576181,3,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10705791413784027,42.82993698120117,0.8107941150665283,0.8118577599525452,0.8133953809738159,0.2986670732498169,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.07722659409046173,"","PRUNED"
21,0.07757051289081573,"2025-05-16 15:09:36.739241","2025-05-16 15:09:37.126385","0 days 00:00:00.387144",16,160.0,96.0,"","",240,"","","","","max",0.002444101959810318,3,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11724808067083359,48.93955612182617,0.8477505445480347,0.7919936776161194,0.8032740354537964,0.2301369309425354,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.07757051289081573,"","PRUNED"
22,0.07978131622076035,"2025-05-16 15:09:37.126644","2025-05-16 15:09:37.499010","0 days 00:00:00.372366",16,176.0,"","","",256,"","","","","max",0.0016531715974027843,2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11372818052768707,42.88743591308594,0.7123351097106934,0.7626972198486328,0.7619257569313049,0.16651254892349243,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.07978131622076035,"","PRUNED"
23,0.08191532641649246,"2025-05-16 15:09:37.499264","2025-05-16 15:09:37.981419","0 days 00:00:00.482155",64,96.0,128.0,"","",256,208.0,"","","","max",0.000892554213928744,3,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10654503107070923,38.76944351196289,0.7437893152236938,0.7894799113273621,0.8194619417190552,0.30420273542404175,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08191532641649246,"","PRUNED"
