"number","value","datetime_start","datetime_complete","duration","params_decoder_layer_width_0","params_decoder_layer_width_1","params_decoder_layer_width_2","params_decoder_layer_width_3","params_decoder_layer_width_4","params_encoder_layer_width_0","params_encoder_layer_width_1","params_encoder_layer_width_2","params_encoder_layer_width_3","params_encoder_layer_width_4","params_lr","params_n_decoder_layers","params_n_encoder_layers","user_attrs_avg_mae","user_attrs_avg_mape","user_attrs_avg_ndcg10","user_attrs_avg_ndcg20","user_attrs_avg_ndcg50","user_attrs_avg_r2","user_attrs_fold10_mae","user_attrs_fold10_mape","user_attrs_fold10_ndcg10","user_attrs_fold10_ndcg20","user_attrs_fold10_ndcg50","user_attrs_fold10_r2","user_attrs_fold11_mae","user_attrs_fold11_mape","user_attrs_fold11_ndcg10","user_attrs_fold11_ndcg20","user_attrs_fold11_ndcg50","user_attrs_fold11_r2","user_attrs_fold12_mae","user_attrs_fold12_mape","user_attrs_fold12_ndcg10","user_attrs_fold12_ndcg20","user_attrs_fold12_ndcg50","user_attrs_fold12_r2","user_attrs_fold13_mae","user_attrs_fold13_mape","user_attrs_fold13_ndcg10","user_attrs_fold13_ndcg20","user_attrs_fold13_ndcg50","user_attrs_fold13_r2","user_attrs_fold14_mae","user_attrs_fold14_mape","user_attrs_fold14_ndcg10","user_attrs_fold14_ndcg20","user_attrs_fold14_ndcg50","user_attrs_fold14_r2","user_attrs_fold15_mae","user_attrs_fold15_mape","user_attrs_fold15_ndcg10","user_attrs_fold15_ndcg20","user_attrs_fold15_ndcg50","user_attrs_fold15_r2","user_attrs_fold1_mae","user_attrs_fold1_mape","user_attrs_fold1_ndcg10","user_attrs_fold1_ndcg20","user_attrs_fold1_ndcg50","user_attrs_fold1_r2","user_attrs_fold2_mae","user_attrs_fold2_mape","user_attrs_fold2_ndcg10","user_attrs_fold2_ndcg20","user_attrs_fold2_ndcg50","user_attrs_fold2_r2","user_attrs_fold3_mae","user_attrs_fold3_mape","user_attrs_fold3_ndcg10","user_attrs_fold3_ndcg20","user_attrs_fold3_ndcg50","user_attrs_fold3_r2","user_attrs_fold4_mae","user_attrs_fold4_mape","user_attrs_fold4_ndcg10","user_attrs_fold4_ndcg20","user_attrs_fold4_ndcg50","user_attrs_fold4_r2","user_attrs_fold5_mae","user_attrs_fold5_mape","user_attrs_fold5_ndcg10","user_attrs_fold5_ndcg20","user_attrs_fold5_ndcg50","user_attrs_fold5_r2","user_attrs_fold6_mae","user_attrs_fold6_mape","user_attrs_fold6_ndcg10","user_attrs_fold6_ndcg20","user_attrs_fold6_ndcg50","user_attrs_fold6_r2","user_attrs_fold7_mae","user_attrs_fold7_mape","user_attrs_fold7_ndcg10","user_attrs_fold7_ndcg20","user_attrs_fold7_ndcg50","user_attrs_fold7_r2","user_attrs_fold8_mae","user_attrs_fold8_mape","user_attrs_fold8_ndcg10","user_attrs_fold8_ndcg20","user_attrs_fold8_ndcg50","user_attrs_fold8_r2","user_attrs_fold9_mae","user_attrs_fold9_mape","user_attrs_fold9_ndcg10","user_attrs_fold9_ndcg20","user_attrs_fold9_ndcg50","user_attrs_fold9_r2","user_attrs_pca_components","system_attrs_completed_rung_0","system_attrs_completed_rung_1","state"
10,0.12858106195926666,"2025-05-16 15:06:43.261846","2025-05-16 15:06:44.008827","0 days 00:00:00.746981",192,80.0,112.0,16.0,256.0,16,256.0,144.0,"","",0.0001611594233683499,5,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.17434684932231903,56.405479431152344,0.3578002154827118,0.34584707021713257,0.5330511927604675,-0.703129768371582,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12858106195926666,"","PRUNED"
11,0.11038985103368759,"2025-05-16 15:06:44.009131","2025-05-16 15:06:44.861913","0 days 00:00:00.852782",16,192.0,256.0,256.0,"",64,16.0,16.0,240.0,"",0.003000554947671756,4,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.183085098862648,67.79681396484375,0.4844065010547638,0.4465648829936981,0.5213571190834045,-0.662605881690979,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11038985103368759,"","PRUNED"
12,0.10825210809707642,"2025-05-16 15:06:44.862174","2025-05-16 15:06:46.690744","0 days 00:00:01.828570",96,"","","","",144,16.0,80.0,144.0,"",0.0009123231597839422,1,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15242478251457214,49.69047927856445,0.42406418919563293,0.37772706151008606,0.4572674036026001,-0.4316387176513672,0.2167963981628418,1707.6571044921875,0.44115403294563293,0.4398126006126404,0.6853973865509033,-0.3306467533111572,0.13098262250423431,57.507205963134766,0.823722779750824,0.7998600006103516,0.8231485486030579,-0.1887751817703247,0.15198977291584015,67.88336944580078,0.31939929723739624,0.2895675003528595,0.5225383043289185,-0.27421844005584717,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10420626401901245,0.10825210809707642,"PRUNED"
13,0.13181977172692616,"2025-05-16 15:06:46.691025","2025-05-16 15:06:50.921881","0 days 00:00:04.230856",64,256.0,256.0,16.0,"",64,16.0,"","","",0.006958402114436887,4,2,0.13181977172692616,1037.6519541422526,0.7257881840070088,0.688745508591334,0.7132421195507049,0.14179684718449911,0.1459902673959732,230.7320556640625,0.9392541646957397,0.9242203235626221,0.8289890289306641,0.3436225652694702,0.12177574634552002,55.79500198364258,0.9627450704574585,0.9124058485031128,0.8388839364051819,0.41289567947387695,0.09533948451280594,152.1169891357422,0.8073620796203613,0.7564635872840881,0.7355994582176208,0.3059486746788025,0.0942966639995575,91.10872650146484,0.8083204030990601,0.7648031115531921,0.8301360607147217,0.4199323058128357,0.1300402283668518,111.78254699707031,0.9815638065338135,0.981104850769043,0.9681953191757202,0.5937034487724304,0.09816522151231766,146.03619384765625,0.738299548625946,0.7370423078536987,0.7211283445358276,0.24321246147155762,0.11665000021457672,56.79283142089844,0.9173988103866577,0.7987704277038574,0.800304114818573,0.2839902639389038,0.2085568904876709,3593.602783203125,0.5844583511352539,0.6193409562110901,0.8180342316627502,0.07349562644958496,0.13629503548145294,60.4911994934082,0.6037180423736572,0.5248515009880066,0.7828556299209595,-0.2836942672729492,0.10431621968746185,65.7479248046875,0.8776565790176392,0.8190149068832397,0.7977718710899353,0.4888765811920166,0.10731527954339981,950.3699340820312,0.29033559560775757,0.368574321269989,0.43439218401908875,0.09486216306686401,0.16136206686496735,3055.989501953125,0.3107564151287079,0.2297748625278473,0.22935497760772705,-0.6335046291351318,0.11286597698926926,370.6986999511719,0.9169131517410278,0.8237704634666443,0.7574151158332825,0.3897857069969177,0.12246763706207275,411.3161926269531,0.2798345983028412,0.3229650855064392,0.44579917192459106,-0.02841043472290039,0.2218598574399948,6212.19873046875,0.8682061433792114,0.7480800747871399,0.7097723484039307,-0.5777634382247925,0.0,0.08346538245677948,0.08453402668237686,"COMPLETE"
14,0.10181224346160889,"2025-05-16 15:06:50.922292","2025-05-16 15:06:52.265676","0 days 00:00:01.343384",80,80.0,144.0,16.0,"",48,176.0,"","","",0.006582252433347499,4,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1281270980834961,50.786407470703125,0.9194110035896301,0.78977370262146,0.792364239692688,0.10092383623123169,0.18862581253051758,2796.0166015625,0.5885367393493652,0.589145302772522,0.8110654950141907,0.1042134165763855,0.11377712339162827,70.12886047363281,0.813980221748352,0.7633247971534729,0.8044636845588684,0.28507494926452637,0.12610939145088196,53.071815490722656,0.7841609120368958,0.7344025373458862,0.7717446684837341,0.1431797742843628,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08907944709062576,0.10181224346160889,"PRUNED"
15,0.09004905819892883,"2025-05-16 15:06:52.265994","2025-05-16 15:06:53.656491","0 days 00:00:01.390497",112,176.0,128.0,112.0,"",80,112.0,"","","",0.006253112837504081,4,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13847039639949799,56.855613708496094,0.8913708329200745,0.7724378705024719,0.782233715057373,0.04906421899795532,0.2182934731245041,4231.552734375,0.5970515608787537,0.5761853456497192,0.8011630177497864,-0.10167574882507324,0.12589691579341888,86.81734466552734,0.8018046617507935,0.7670526504516602,0.7978041768074036,-0.05479991436004639,0.10932616889476776,50.49897384643555,0.8813767433166504,0.7759078741073608,0.8058869242668152,0.3435670733451843,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08734441548585892,0.09004905819892883,"PRUNED"
16,0.09294809401035309,"2025-05-16 15:06:53.656761","2025-05-16 15:06:54.151502","0 days 00:00:00.494741",64,48.0,192.0,"","",32,16.0,"","","",0.0017826778703957545,3,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14695477485656738,50.48374938964844,0.40884068608283997,0.4054393172264099,0.5668503046035767,-0.30947113037109375,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09294809401035309,"","PRUNED"
17,0.09899205714464188,"2025-05-16 15:06:54.151771","2025-05-16 15:06:54.722949","0 days 00:00:00.571178",16,256.0,80.0,96.0,"",112,208.0,"","","",0.009636590937953984,4,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14238278567790985,53.636722564697266,0.674767255783081,0.706098198890686,0.7726429104804993,-0.04964172840118408,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09899205714464188,"","PRUNED"
18,0.12485028058290482,"2025-05-16 15:06:54.723249","2025-05-16 15:06:55.489778","0 days 00:00:00.766529",112,112.0,256.0,192.0,192.0,64,64.0,208.0,"","",0.02020749368297703,5,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.23080754280090332,92.71240234375,0.35983771085739136,0.3530172109603882,0.5287074446678162,-1.2330679893493652,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12485028058290482,"","PRUNED"
19,0.11381235718727112,"2025-05-16 15:06:55.490047","2025-05-16 15:06:56.125707","0 days 00:00:00.635660",176,"","","","",96,96.0,192.0,"","",0.0001887361144328083,1,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1622549295425415,54.87185287475586,0.507668137550354,0.5274684429168701,0.6590756773948669,-0.47979283332824707,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11381235718727112,"","PRUNED"
20,0.09875661879777908,"2025-05-16 15:06:56.125971","2025-05-16 15:06:57.401155","0 days 00:00:01.275184",48,48.0,176.0,"","",144,48.0,"","","",0.001597539117156126,3,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1258055567741394,53.80708694458008,0.8711840510368347,0.7431081533432007,0.7663633823394775,0.16328901052474976,0.2281631976366043,3659.9150390625,0.5398569703102112,0.5326600670814514,0.7982474565505981,-0.11244595050811768,0.12885574996471405,66.72947692871094,0.8229622840881348,0.7601484060287476,0.8100729584693909,0.06144338846206665,0.12169857323169708,67.29447174072266,0.7580060362815857,0.7559345364570618,0.7682293653488159,0.3129459619522095,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09287095814943314,0.09875661879777908,"PRUNED"
21,0.11798246204853058,"2025-05-16 15:06:57.401425","2025-05-16 15:06:58.217144","0 days 00:00:00.815719",48,256.0,224.0,"","",160,48.0,64.0,160.0,"",0.00037740322469387934,3,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.20263886451721191,75.18243408203125,0.3847716152667999,0.3396870493888855,0.47546786069869995,-0.9316966533660889,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11798246204853058,"","PRUNED"
22,0.10557364672422409,"2025-05-16 15:06:58.217428","2025-05-16 15:06:59.036863","0 days 00:00:00.819435",128,240.0,"","","",112,32.0,80.0,256.0,"",0.00442429996813766,2,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1636349856853485,60.02995300292969,0.8459777235984802,0.7544927000999451,0.7438541054725647,-0.3206291198730469,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10557364672422409,"","PRUNED"
23,0.10864400118589401,"2025-05-16 15:06:59.037126","2025-05-16 15:06:59.707976","0 days 00:00:00.670850",64,176.0,224.0,64.0,"",16,48.0,112.0,"","",0.0004264940173797675,4,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.17357541620731354,60.05554962158203,0.5173784494400024,0.4513334631919861,0.5164201855659485,-0.6307603120803833,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.10864400118589401,"","PRUNED"
