"number","value","datetime_start","datetime_complete","duration","params_decoder_layer_width_0","params_decoder_layer_width_1","params_decoder_layer_width_2","params_decoder_layer_width_3","params_decoder_layer_width_4","params_lr","params_n_decoder_layers","user_attrs_avg_mae","user_attrs_avg_mape","user_attrs_avg_ndcg10","user_attrs_avg_ndcg20","user_attrs_avg_ndcg50","user_attrs_avg_r2","user_attrs_fold10_mae","user_attrs_fold10_mape","user_attrs_fold10_ndcg10","user_attrs_fold10_ndcg20","user_attrs_fold10_ndcg50","user_attrs_fold10_r2","user_attrs_fold11_mae","user_attrs_fold11_mape","user_attrs_fold11_ndcg10","user_attrs_fold11_ndcg20","user_attrs_fold11_ndcg50","user_attrs_fold11_r2","user_attrs_fold12_mae","user_attrs_fold12_mape","user_attrs_fold12_ndcg10","user_attrs_fold12_ndcg20","user_attrs_fold12_ndcg50","user_attrs_fold12_r2","user_attrs_fold13_mae","user_attrs_fold13_mape","user_attrs_fold13_ndcg10","user_attrs_fold13_ndcg20","user_attrs_fold13_ndcg50","user_attrs_fold13_r2","user_attrs_fold14_mae","user_attrs_fold14_mape","user_attrs_fold14_ndcg10","user_attrs_fold14_ndcg20","user_attrs_fold14_ndcg50","user_attrs_fold14_r2","user_attrs_fold15_mae","user_attrs_fold15_mape","user_attrs_fold15_ndcg10","user_attrs_fold15_ndcg20","user_attrs_fold15_ndcg50","user_attrs_fold15_r2","user_attrs_fold1_mae","user_attrs_fold1_mape","user_attrs_fold1_ndcg10","user_attrs_fold1_ndcg20","user_attrs_fold1_ndcg50","user_attrs_fold1_r2","user_attrs_fold2_mae","user_attrs_fold2_mape","user_attrs_fold2_ndcg10","user_attrs_fold2_ndcg20","user_attrs_fold2_ndcg50","user_attrs_fold2_r2","user_attrs_fold3_mae","user_attrs_fold3_mape","user_attrs_fold3_ndcg10","user_attrs_fold3_ndcg20","user_attrs_fold3_ndcg50","user_attrs_fold3_r2","user_attrs_fold4_mae","user_attrs_fold4_mape","user_attrs_fold4_ndcg10","user_attrs_fold4_ndcg20","user_attrs_fold4_ndcg50","user_attrs_fold4_r2","user_attrs_fold5_mae","user_attrs_fold5_mape","user_attrs_fold5_ndcg10","user_attrs_fold5_ndcg20","user_attrs_fold5_ndcg50","user_attrs_fold5_r2","user_attrs_fold6_mae","user_attrs_fold6_mape","user_attrs_fold6_ndcg10","user_attrs_fold6_ndcg20","user_attrs_fold6_ndcg50","user_attrs_fold6_r2","user_attrs_fold7_mae","user_attrs_fold7_mape","user_attrs_fold7_ndcg10","user_attrs_fold7_ndcg20","user_attrs_fold7_ndcg50","user_attrs_fold7_r2","user_attrs_fold8_mae","user_attrs_fold8_mape","user_attrs_fold8_ndcg10","user_attrs_fold8_ndcg20","user_attrs_fold8_ndcg50","user_attrs_fold8_r2","user_attrs_fold9_mae","user_attrs_fold9_mape","user_attrs_fold9_ndcg10","user_attrs_fold9_ndcg20","user_attrs_fold9_ndcg50","user_attrs_fold9_r2","user_attrs_pca_components","system_attrs_completed_rung_0","system_attrs_completed_rung_1","state"
10,0.15334999213616055,"2025-05-16 15:29:03.056751","2025-05-16 15:29:05.555059","0 days 00:00:02.498308",112,96.0,"","","",0.002833652840097341,2,0.15334999213616055,1081.4029535929362,0.577877946694692,0.5828672826290131,0.6051531831423441,-0.33232885201772056,0.15149299800395966,236.91905212402344,0.6425988078117371,0.6952145099639893,0.7287492752075195,0.34195613861083984,0.1601824015378952,77.06285095214844,0.5137401819229126,0.5492082238197327,0.551502525806427,0.03483504056930542,0.11330384761095047,175.8894805908203,0.6429490447044373,0.5761522054672241,0.5746026039123535,0.09809929132461548,0.10513870418071747,80.7730484008789,0.6422905921936035,0.6940160989761353,0.7071141004562378,0.1785656213760376,0.20564977824687958,204.8814239501953,0.6408261060714722,0.6481049656867981,0.5502752661705017,0.07537186145782471,0.12446705251932144,184.23919677734375,0.3274010419845581,0.3774431645870209,0.43236851692199707,-0.5164716243743896,0.13388535380363464,66.19952392578125,0.6501418352127075,0.6755051016807556,0.7211931943893433,0.03002142906188965,0.22950880229473114,3562.002197265625,0.43936648964881897,0.5481284260749817,0.748018205165863,-0.13740932941436768,0.13613153994083405,70.31761169433594,0.6356503367424011,0.6249611377716064,0.6950468420982361,-0.04683244228363037,0.11659044772386551,72.05899047851562,0.7246901392936707,0.729669988155365,0.7725149989128113,0.2698850631713867,0.11668918281793594,973.1654052734375,0.29202860593795776,0.3444317877292633,0.42033952474594116,-0.12105846405029297,0.33026546239852905,7320.52978515625,0.5677512884140015,0.4347178637981415,0.25117063522338867,-6.073855400085449,0.11553018540143967,348.76190185546875,0.8692311644554138,0.7261524200439453,0.7293755412101746,0.35751545429229736,0.12533138692378998,584.4083862304688,0.6835899949073792,0.6082620024681091,0.5795198678970337,0.25552427768707275,0.1360827386379242,2263.83544921875,0.39591357111930847,0.5110413432121277,0.615506649017334,0.26892030239105225,0.0,0.061833690851926804,0.07111001014709473,"COMPLETE"
11,0.08771542459726334,"2025-05-16 15:29:05.555421","2025-05-16 15:29:06.430108","0 days 00:00:00.874687",96,128.0,"","","",0.0016298183433279812,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1347823143005371,62.4652099609375,0.7222090363502502,0.6886052489280701,0.7642173171043396,0.02011394500732422,0.21353013813495636,3609.685546875,0.5219266414642334,0.5451129674911499,0.7600773572921753,0.002761662006378174,0.12859398126602173,79.59197998046875,0.4594072699546814,0.6191197037696838,0.6632872223854065,0.003973126411437988,0.12556450068950653,78.07528686523438,0.7219914197921753,0.749692440032959,0.7726083993911743,0.22545665502548218,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.07175885140895844,0.08771542459726334,"PRUNED"
12,0.08307506889104843,"2025-05-16 15:29:06.430366","2025-05-16 15:29:07.736442","0 days 00:00:01.306076",176,256.0,96.0,240.0,256.0,0.0010224996204595573,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1338685154914856,64.8880386352539,0.7184208035469055,0.7482616305351257,0.7773332595825195,0.043538451194763184,0.22859811782836914,3387.483642578125,0.42567241191864014,0.5244735479354858,0.7403107285499573,-0.16997146606445312,0.12398099154233932,69.02635955810547,0.6589171290397644,0.6821820139884949,0.6762523651123047,0.08327728509902954,0.12955376505851746,63.670928955078125,0.6603084802627563,0.6598590016365051,0.7291702628135681,0.1233777403831482,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.07214446365833282,0.08307506889104843,"PRUNED"
13,0.0883568599820137,"2025-05-16 15:29:07.736706","2025-05-16 15:29:08.133270","0 days 00:00:00.396564",64,192.0,32.0,256.0,"",0.0069936001482485246,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13676543533802032,63.7216796875,0.7191285490989685,0.7738046646118164,0.7837629914283752,0.04920774698257446,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0883568599820137,"","PRUNED"
14,0.13013194501399994,"2025-05-16 15:29:08.133510","2025-05-16 15:29:08.526986","0 days 00:00:00.393476",176,96.0,"","","",0.09308083259588083,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1930607557296753,67.38876342773438,0.3079359233379364,0.3392367362976074,0.38500848412513733,-0.8748092651367188,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13013194501399994,"","PRUNED"
15,0.08659166097640991,"2025-05-16 15:29:08.527220","2025-05-16 15:29:08.965508","0 days 00:00:00.438288",144,144.0,256.0,"","",0.000931710154831708,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13548432290554047,61.66303634643555,0.7453644871711731,0.7721529603004456,0.7822462320327759,0.056734681129455566,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08659166097640991,"","PRUNED"
16,0.150248554845651,"2025-05-16 15:29:08.965744","2025-05-16 15:29:12.303058","0 days 00:00:03.337314",208,224.0,144.0,"","",0.008467181467243958,3,0.150248554845651,996.7101699829102,0.5381775697072347,0.5651801288127899,0.6045977542797725,-0.312777046362559,0.1539652794599533,219.5228271484375,0.5401580333709717,0.6587846279144287,0.6728090047836304,0.2829899787902832,0.16273829340934753,77.81341552734375,0.2705707550048828,0.4468783438205719,0.5150227546691895,-0.06302464008331299,0.10675042867660522,154.2694549560547,0.547724723815918,0.5704822540283203,0.5574171543121338,0.14715427160263062,0.10599435865879059,74.73448181152344,0.6383136510848999,0.6724143624305725,0.6973430514335632,0.1502099633216858,0.18544307351112366,188.1850128173828,0.8879968523979187,0.8870092630386353,0.7408958077430725,0.23528504371643066,0.11693496257066727,163.90301513671875,0.4705667793750763,0.42163708806037903,0.473236083984375,-0.3559013605117798,0.13777121901512146,65.48823547363281,0.5739997029304504,0.5999357104301453,0.7055227160453796,-0.00440216064453125,0.22402553260326385,3119.085693359375,0.4721200168132782,0.5546512603759766,0.7589438557624817,-0.1170494556427002,0.13266198337078094,74.71898651123047,0.4970056712627411,0.6086135506629944,0.6515282392501831,-0.07019579410552979,0.1270999163389206,72.22320556640625,0.7770957350730896,0.6887406706809998,0.7397192716598511,0.13605338335037231,0.11077043414115906,793.9793090820312,0.2168169617652893,0.27113771438598633,0.40264061093330383,-0.11271357536315918,0.3107878565788269,6990.1083984375,0.3350449204444885,0.2983442544937134,0.2148117572069168,-5.69064474105835,0.11697863042354584,349.5658264160156,0.8962823748588562,0.7439464926719666,0.7445265650749207,0.36526429653167725,0.12780994176864624,457.49072265625,0.39928486943244934,0.41745004057884216,0.5107202529907227,0.0733191967010498,0.1339964121580124,2149.56396484375,0.5496824979782104,0.6376762986183167,0.6838291883468628,0.33199989795684814,0.0,0.07332225888967514,0.06639814376831055,"COMPLETE"
17,0.11639239639043808,"2025-05-16 15:29:12.303452","2025-05-16 15:29:12.690972","0 days 00:00:00.387520",64,144.0,64.0,176.0,"",0.00045904227345646483,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15811176598072052,54.122745513916016,0.6466193795204163,0.6480125784873962,0.6958839297294617,-0.3955099582672119,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11639239639043808,"","PRUNED"
18,0.07367101311683655,"2025-05-16 15:29:12.691210","2025-05-16 15:29:13.563157","0 days 00:00:00.871947",128,80.0,"","","",0.002107630670865744,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14018994569778442,63.71198272705078,0.7131395936012268,0.7081567049026489,0.7539695501327515,-0.03215789794921875,0.21849416196346283,3661.23974609375,0.46278682351112366,0.5352397561073303,0.7560345530509949,-0.06924271583557129,0.13553506135940552,67.66075134277344,0.485462486743927,0.6744194030761719,0.6806110739707947,-0.15742337703704834,0.11806230247020721,75.46955871582031,0.7313851118087769,0.7103009819984436,0.7698301076889038,0.25401532649993896,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.06462842226028442,0.07367101311683655,"PRUNED"
19,0.08021903783082962,"2025-05-16 15:29:13.563400","2025-05-16 15:29:13.981221","0 days 00:00:00.417821",80,224.0,144.0,16.0,16.0,0.0051052076791132375,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14143116772174835,64.41313171386719,0.6590396165847778,0.6366491317749023,0.7173952460289001,0.012375354766845703,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08021903783082962,"","PRUNED"
20,0.15260620266199112,"2025-05-16 15:29:13.981484","2025-05-16 15:29:16.934569","0 days 00:00:02.953085",144,160.0,80.0,"","",0.010409769702563808,3,0.15260620266199112,1106.887399291992,0.5364973415310185,0.5574389224871993,0.5948750524471204,-0.4513012369473775,0.15125229954719543,211.79513549804688,0.5769968628883362,0.6509817242622375,0.6648983955383301,0.3152867555618286,0.15854358673095703,78.73772430419922,0.4808174967765808,0.5698650479316711,0.5619566440582275,0.038192152976989746,0.10978136956691742,169.71051025390625,0.6243212223052979,0.6356220245361328,0.6029009819030762,0.13888823986053467,0.10571447759866714,79.69512176513672,0.6587828397750854,0.683449923992157,0.7001534104347229,0.13906097412109375,0.20100301504135132,174.391357421875,0.7583519816398621,0.7459476590156555,0.6304258108139038,0.06052595376968384,0.12137218564748764,171.49342346191406,0.532916247844696,0.48467010259628296,0.5314201712608337,-0.4350472688674927,0.13753238320350647,66.06327056884766,0.7469474673271179,0.7730474472045898,0.7684707045555115,0.03561443090438843,0.22524653375148773,3793.112548828125,0.44510239362716675,0.5703126192092896,0.7551954388618469,-0.15901362895965576,0.13299094140529633,72.76689147949219,0.5265510082244873,0.5457056164741516,0.655140221118927,-0.15062427520751953,0.11251849681138992,64.28148651123047,0.7630615234375,0.7387557625770569,0.7812780141830444,0.285222589969635,0.12866432964801788,1019.98779296875,0.16230595111846924,0.21934248507022858,0.40550288558006287,-0.5063544511795044,0.3224034309387207,7662.94482421875,0.01484577264636755,0.012237452901899815,0.0093927513808012,-7.185609817504883,0.11444319784641266,334.5667419433594,0.8747868537902832,0.7188137769699097,0.7325112819671631,0.3429473042488098,0.12764471769332886,440.29931640625,0.4372287094593048,0.47909632325172424,0.5253155827522278,0.06437277793884277,0.13998207449913025,2263.46484375,0.44444379210472107,0.5337358713150024,0.5985634922981262,0.2470197081565857,0.0,0.06381148844957352,0.0652337595820427,"COMPLETE"
